source,count,positive_labels,label_base_rate,prob_mean,prob_std,prob_min,prob_max,roc_auc,pr_auc_average_precision,brier,ece10,mce10,pearson_vs_v221_probability,spearman_vs_v221_probability
trained_mid,480,73,0.15208333333333332,0.18230288481960694,0.0005361655443990916,0.18154431879520416,0.1827045977115631,0.5166268385446467,0.2319773248223793,0.1298661983298436,0.030219551486273616,0.030219551486273616,0.06961426419786952,0.10233655774553417
trained_final,480,73,0.15208333333333332,0.18209894765168427,0.0005178532435096892,0.18137627840042114,0.18256357312202454,0.5157517417791391,0.27069006249489147,0.12985498228921963,0.030015614318350953,0.030015614318350953,0.06761956704034919,0.08773573744384743
trained_mean,480,73,0.15208333333333332,0.1822009162356456,0.0005259115609354282,0.18146029859781265,0.18263406306505203,0.5175355928780586,0.21576493394799826,0.129860578672173,0.030117582902312284,0.030117582902312284,0.06877751636557086,0.10242194182003567
v221_reference,480,73,0.15208333333333332,0.30790602215744606,0.3293543570233211,0.00012912687088828534,0.9996517896652222,0.9149136683383259,0.7035694666237493,0.12182101246547838,0.15582268882411274,0.5036845994847161,1.0,1.0
