fold,epoch1_mean_dPSNR,epoch2_mean_dPSNR,mean_delta_epoch2_minus_epoch1,epoch1_p05,epoch2_p05,p05_delta_epoch2_minus_epoch1,epoch1_CVaR5,epoch2_CVaR5,CVaR5_delta_epoch2_minus_epoch1,epoch1_severe_rate,epoch2_severe_rate,severe_delta_epoch2_minus_epoch1
0,0.013583028438757491,0.03356154747359328,0.019978519034835787,-0.18282237090463163,-0.32890297533138374,-0.1460806044267521,-0.2541556660730436,-0.4390308868358986,-0.184875220762855,0.028645833333333332,0.13802083333333334,0.10937500000000001
1,0.023497374411006928,0.03321940977597367,0.009722035364966745,-0.2731533805959842,-0.4336980279488227,-0.16054464735283847,-0.39903243314350795,-0.548956686699453,-0.14992425355594502,0.09895833333333333,0.1796875,0.08072916666666667
2,0.03304591811320049,0.062075444899207986,0.029029526786007495,-0.32762316277816694,-0.5296496078183971,-0.20202644504023015,-0.49245507654655185,-0.6939452201264196,-0.20149014357986772,0.109375,0.1875,0.078125
