fold,name,crop_A0_PSNR,full_A0_PSNR,crop_minus_full_A0_PSNR,dPSNR,crop_strong_reference,full_strong_reference,crop_strong_regression,full_strong_regression,v221_full_row_present
1,171_0.59_1.19.png,45.989536672667846,32.77445983886719,13.215076833800659,-0.13431016610596913,1,1,1,1,1
1,425_0.89_1.0.png,42.90423994838398,35.86543655395508,7.0388033944289035,-0.17332980887382377,1,1,1,1,1
1,1426_0.74_1.06.png,44.44715156287881,35.929283142089844,8.517868420788965,-0.15810255891601344,1,1,1,1,1
1,1042_0.91_0.56.png,46.74600945656933,42.3957405090332,4.350268947536129,-0.21670390671433637,1,1,1,1,1
1,1765_0.51_1.47.png,38.83701329475029,39.86909484863281,-1.03208155388252,-0.32531208211855045,1,1,1,1,1
1,536_0.73_1.23.png,45.17070932939359,38.15681838989258,7.01389093950101,0.20118831546010085,1,1,0,0,1
1,2273_0.9_1.94.png,39.07523907120997,40.230125427246094,-1.1548863560361227,-0.026324493549466865,1,1,0,0,1
1,231_0.77_0.73.png,46.06257111191277,41.70551681518555,4.35705429672722,0.3299248519787099,1,1,0,0,1
1,1987_0.88_0.57.png,44.901199172928656,41.234619140625,3.6665800323036564,0.3890164889515688,1,1,0,0,1
1,773_0.65_0.81.png,46.154370747121675,35.66962432861328,10.484746418508394,-0.13951006347505768,1,1,1,1,1
1,608_0.55_1.73.png,43.6564880682233,35.82258605957031,7.833902008652984,0.17973561584912545,1,1,0,0,1
1,2174_0.88_0.84.png,42.21431958090817,44.77867126464844,-2.56435168374027,-0.16939017352351726,1,1,1,1,1
1,2966_0.98_0.67.png,39.97188941694244,36.73450469970703,3.2373847172354075,0.14740541852508926,1,1,0,0,1
1,2508_0.6_1.71.png,45.532833609028145,42.33815002441406,3.194683584614083,-0.4305090899347732,1,1,1,1,1
1,963_0.81_0.99.png,45.38412227916079,37.902034759521484,7.4820875196393075,0.20028832528283402,1,1,0,0,1
1,1011_0.79_0.66.png,45.07387008919962,43.75776290893555,1.3161071802640762,-0.25626288481327464,1,1,1,1,1
1,293_0.88_0.76.png,43.901289661392696,40.93773651123047,2.9635531501622268,0.023898049223092244,1,1,0,0,1
1,1484_0.75_0.81.png,45.89193721214879,40.13551330566406,5.756423906484727,-0.12495931229716462,1,1,1,1,1
1,1302_0.53_1.14.png,46.48100695408299,35.263126373291016,11.217880580791977,-0.040478270274753925,1,1,0,0,1
1,2057_0.86_0.85.png,42.086012029886824,42.247779846191406,-0.16176781630458237,-0.019512682718108465,1,1,0,0,1
1,1389_0.95_1.29.png,44.7193236140096,34.45149230957031,10.26783130443929,-0.12729315987913026,1,1,1,1,1
1,1845_0.7_1.35.png,44.976695482336766,42.37982177734375,2.5968737049930155,0.325938289122206,1,1,0,0,1
1,878_0.92_1.81.png,40.308259443619,31.22368621826172,9.084573225357282,-0.026507823425880872,1,1,0,0,1
1,706_0.58_1.34.png,46.84348256068211,30.690139770507812,16.1533427901743,0.3581383903717281,1,1,0,0,1
1,805_0.75_1.2.png,40.19145579903753,30.967557907104492,9.223897891933035,0.03279741197332697,1,1,0,0,1
1,1591_0.87_0.52.png,43.14293721797548,42.91485595703125,0.2280812609442293,0.0793201436861537,1,1,0,0,1
1,2167_0.55_0.91.png,45.15545024530621,42.63764953613281,2.5178007091734003,0.11632371874829062,1,1,0,0,1
1,1697_0.87_1.23.png,41.89998930848332,40.8287467956543,1.0712425128290235,0.05408391167225801,1,1,0,0,1
1,109_0.54_0.97.png,49.40468381065176,38.60458755493164,10.80009625572012,0.30264966238993196,1,1,0,0,1
1,2754_0.83_1.45.png,40.831744773687106,41.75563430786133,-0.9238895341742221,-0.004364700026073365,1,1,0,0,1
1,590_0.65_0.94.png,45.83771042954814,32.96533966064453,12.872370768903608,-0.01580209687366363,1,1,0,0,1
1,295_0.59_0.87.png,44.13636083298296,42.082740783691406,2.0536200492915526,0.05347149776451943,1,1,0,0,1
1,1712_0.9_0.74.png,43.38691158603321,43.077735900878906,0.30917568515430105,0.0036306699298975786,1,1,0,0,1
1,700_0.96_1.45.png,42.19727489303935,34.52820587158203,7.669069021457318,-0.004244064537353154,1,1,0,0,1
1,726_0.57_1.58.png,44.82259198431866,41.9249267578125,2.897665226506163,-0.25295764925471786,1,1,1,1,1
1,84_0.89_1.11.png,41.356945945276365,39.45608901977539,1.9008569255009746,-0.05926657615601982,1,1,1,1,1
1,2600_0.72_0.68.png,48.88288319298739,50.997215270996094,-2.114332078008701,-0.0027468388127829257,1,1,0,0,1
1,660_0.52_1.08.png,42.58960035170426,35.19478225708008,7.394818094624185,0.019334555862229763,1,1,0,0,1
1,248_0.73_0.56.png,46.504626333480175,40.789241790771484,5.715384542708691,-0.060678598898874725,1,1,1,1,1
1,2829_0.7_0.68.png,50.51556888686655,46.52458190917969,3.990986977686859,0.09447791451013643,1,1,0,0,1
1,2569_0.51_1.46.png,47.22660448473157,45.156288146972656,2.0703163377589107,-0.3223846640890926,1,1,1,1,1
1,2061_0.79_1.72.png,44.05765905830533,40.649051666259766,3.4086073920455675,-0.07184583521461718,1,1,1,1,1
1,2011_0.66_1.68.png,40.291425356908604,38.5625114440918,1.7289139128168074,0.418346015555052,1,1,0,0,1
1,79_0.62_1.54.png,43.35394936093973,32.137638092041016,11.216311268898714,0.3688938298053799,1,1,0,0,1
1,2699_0.92_1.48.png,44.825555651635334,45.13792037963867,-0.31236472800333814,0.3129373909062352,1,1,0,0,1
1,2051_0.92_0.92.png,40.508965338637076,38.36191177368164,2.147053564955435,-0.045347360692638006,1,1,0,0,1
1,857_0.54_1.6.png,43.62124633025522,33.31382751464844,10.30741881560678,0.021404208671306435,1,1,0,0,1
1,2611_0.79_0.73.png,47.602170314144004,46.85121154785156,0.7509587662924417,0.19791846713941652,1,1,0,0,1
1,2617_0.73_0.82.png,44.4822940245063,45.582115173339844,-1.0998211488335414,0.10444772335911523,1,1,0,0,1
1,181_0.99_0.56.png,44.36736164889062,44.35212707519531,0.01523457369530945,0.1914779634941084,1,1,0,0,1
1,1644_0.53_1.52.png,41.35485007672732,43.718048095703125,-2.363198018975808,-0.496899274046001,1,1,1,1,1
1,321_0.53_0.51.png,47.355324401330776,38.39067840576172,8.964645995569057,0.47247784312983043,1,1,0,0,1
1,2834_0.7_1.05.png,39.63706048632043,41.371463775634766,-1.7344032893143364,-0.13157029787090835,1,1,1,1,1
1,1421_0.9_1.14.png,44.22174652106675,35.8516731262207,8.370073394846045,0.14483173650696557,1,1,0,0,1
1,2790_0.56_1.84.png,47.716172140192,46.54182052612305,1.1743516140689536,0.13611841004011183,1,1,0,0,1
1,2527_0.82_0.59.png,43.259045254928424,37.62867736816406,5.630367886764361,0.23127151311867777,1,1,0,0,1
1,2795_0.97_0.75.png,42.773140583971674,44.43105697631836,-1.657916392346685,0.33449774515339925,1,1,0,0,1
1,667_0.95_0.69.png,48.72278655966082,42.161468505859375,6.561318053801443,0.04983234434205741,1,1,0,0,1
1,1584_0.88_1.75.png,41.951716559199056,33.17121505737305,8.78050150182601,0.16294408279425454,1,1,0,0,1
1,2621_0.76_1.88.png,40.1014019841654,39.66050720214844,0.44089478201696153,0.009031531381474167,1,1,0,0,1
1,1371_0.85_0.62.png,46.050443700947156,43.829933166503906,2.2205105344432496,0.015557697065496257,1,1,0,0,1
1,1665_0.57_1.62.png,48.0274141476371,41.57640838623047,6.451005761406634,0.8576220568305644,1,1,0,0,1
1,2179_0.63_0.92.png,45.231255888897024,40.177703857421875,5.053552031475149,-0.08841441480096535,1,1,1,1,1
1,1535_0.82_0.52.png,41.1002976368072,45.8919677734375,-4.791670136630302,-0.2505393836179337,1,1,1,1,1
1,2605_0.59_0.7.png,45.76128142544423,46.163902282714844,-0.4026208572706125,-0.13228728320736138,1,1,1,1,1
1,2661_0.7_1.8.png,39.939456811639886,41.76365280151367,-1.824195989873786,0.18172774401116953,1,1,0,0,1
1,582_0.98_0.77.png,45.37997241325358,36.262664794921875,9.117307618331708,-0.09005159407213625,1,1,1,1,1
1,166_0.58_1.66.png,41.51402761787143,37.84371566772461,3.670311950146818,-0.20337538376654862,1,1,1,1,1
1,466_0.7_1.58.png,45.6283494233672,34.34798812866211,11.280361294705088,0.22269382354103584,1,1,0,0,1
1,2456_0.72_0.6.png,46.48932844201126,46.40133285522461,0.0879955867866471,0.21484887449766177,1,1,0,0,1
1,2587_0.67_1.68.png,49.43321132455903,44.658206939697266,4.7750043848617665,-0.43545742100176454,1,1,1,1,1
1,1510_0.72_1.09.png,41.10556100199357,41.84591293334961,-0.740351931356038,0.09497297527614279,1,1,0,0,1
1,2249_0.83_0.77.png,44.1116496748593,43.764957427978516,0.34669224688078515,0.05638479395493334,1,1,0,0,1
1,2372_0.73_1.34.png,44.25003443121984,40.59545135498047,3.654583076239369,0.4054492258827693,1,1,0,0,1
1,2007_0.61_1.26.png,46.165848894286995,41.89495086669922,4.270898027587776,-0.40733585849383047,1,1,1,1,1
1,367_0.56_0.63.png,48.729759109563666,45.941917419433594,2.7878416901300724,-0.24238881897209552,1,1,1,1,1
1,2128_0.85_1.82.png,41.2519023321812,36.72063064575195,4.53127168642925,-0.09835496959320267,1,1,1,1,1
1,2437_0.64_0.7.png,45.75110779935144,46.737064361572266,-0.985956562220828,-0.34567875332398756,1,1,1,1,1
1,1545_0.84_1.34.png,41.62007208268268,39.585853576660156,2.034218506022526,0.2227879045813097,1,1,0,0,1
1,1891_0.57_1.79.png,41.29486165445836,41.44258499145508,-0.14772333699671947,-0.28300943734262773,1,1,1,1,1
1,1972_0.6_0.84.png,45.39337328502534,41.82049560546875,3.5728776795565906,-0.0856775746049081,1,1,1,1,1
1,215_0.58_0.63.png,44.548583616278464,46.82737731933594,-2.278793703057474,-0.18937802965742634,1,1,1,1,1
1,1091_0.79_1.01.png,39.748527871701626,38.78462219238281,0.9639056793188132,0.0780932753906427,1,1,0,0,1
