checkpoint,variant,active_adapters,scale_multiplier,name,original_psnr,candidate_psnr,delta_psnr,original_ssim,candidate_ssim,delta_ssim,original_bright_low_gradient_psnr,candidate_bright_low_gradient_psnr,delta_bright_low_gradient_psnr,original_sky_bright_proxy_psnr,candidate_sky_bright_proxy_psnr,delta_sky_bright_proxy_psnr
best,all_adapters,all,1.0,1000_0.73_1.8.png,28.290050506591797,28.469493865966797,0.179443359375,0.9913572072982788,0.9915037155151367,0.00014650821685791016,33.27851104736328,33.613609313964844,0.3350982666015625,37.785919189453125,38.130096435546875,0.34417724609375
best,all_adapters,all,1.0,100_0.5_1.76.png,29.530046463012695,29.3135929107666,-0.21645355224609375,0.9880681037902832,0.988034725189209,-3.337860107421875e-05,32.21766662597656,32.17853927612305,-0.039127349853515625,34.56135559082031,34.899471282958984,0.3381156921386719
best,all_adapters,all,1.0,101_0.83_1.44.png,24.5941162109375,24.617931365966797,0.023815155029296875,0.9708771705627441,0.9708598852157593,-1.728534698486328e-05,24.508193969726562,24.538476943969727,0.030282974243164062,24.561851501464844,24.59031105041504,0.028459548950195312
best,all_adapters,all,1.0,102_0.67_1.36.png,24.435382843017578,24.45003890991211,0.01465606689453125,0.9709155559539795,0.9708003997802734,-0.00011515617370605469,24.837377548217773,24.872894287109375,0.03551673889160156,24.9501953125,24.9862003326416,0.03600502014160156
best,all_adapters,all,1.0,103_0.94_0.98.png,26.660568237304688,26.69204330444336,0.031475067138671875,0.9781543016433716,0.9780625700950623,-9.173154830932617e-05,26.855918884277344,26.916284561157227,0.06036567687988281,26.970069885253906,27.03197479248047,0.0619049072265625
best,all_adapters,all,1.0,104_0.91_1.41.png,25.630788803100586,25.663265228271484,0.03247642517089844,0.9740405082702637,0.974013090133667,-2.7418136596679688e-05,25.417253494262695,25.457477569580078,0.04022407531738281,25.45008087158203,25.487871170043945,0.03779029846191406
best,all_adapters,all,1.0,105_0.84_0.8.png,26.45278549194336,26.503599166870117,0.05081367492675781,0.9840248823165894,0.9841904640197754,0.00016558170318603516,37.75995635986328,37.772926330566406,0.012969970703125,36.438621520996094,36.609580993652344,0.17095947265625
best,all_adapters,all,1.0,106_0.59_1.07.png,29.949356079101562,30.033031463623047,0.08367538452148438,0.9899946451187134,0.9901381731033325,0.00014352798461914062,40.54045867919922,40.69179153442383,0.15133285522460938,39.81981658935547,40.31528091430664,0.4954643249511719
best,all_adapters,all,1.0,107_0.89_1.5.png,25.926841735839844,25.98993492126465,0.06309318542480469,0.9821767807006836,0.9824633598327637,0.0002865791320800781,34.215423583984375,34.18313217163086,-0.032291412353515625,36.19546890258789,36.11267852783203,-0.08279037475585938
best,all_adapters,all,1.0,108_0.73_1.27.png,27.324527740478516,27.391422271728516,0.06689453125,0.9863162040710449,0.9865169525146484,0.00020074844360351562,36.095802307128906,36.199462890625,0.10366058349609375,36.48479080200195,36.637115478515625,0.15232467651367188
best,all_adapters,all,1.0,109_0.74_1.74.png,32.80830764770508,32.60588073730469,-0.20242691040039062,0.9949603080749512,0.9949674606323242,7.152557373046875e-06,34.141151428222656,33.733036041259766,-0.4081153869628906,34.00356674194336,33.59168243408203,-0.4118843078613281
best,all_adapters,all,1.0,10_0.6_1.67.png,35.14311599731445,35.2565803527832,0.11346435546875,0.9961850047111511,0.9961862564086914,1.2516975402832031e-06,34.9531364440918,35.04591369628906,0.09277725219726562,35.03742218017578,35.13562774658203,0.09820556640625
best,all_adapters,all,1.0,110_0.68_1.22.png,32.718318939208984,32.60470962524414,-0.11360931396484375,0.995428740978241,0.995452880859375,2.4139881134033203e-05,33.27300262451172,32.89406204223633,-0.3789405822753906,33.330081939697266,32.95485305786133,-0.3752288818359375
best,all_adapters,all,1.0,111_0.98_0.89.png,32.073394775390625,32.05845260620117,-0.014942169189453125,0.9944924116134644,0.9945263862609863,3.3974647521972656e-05,41.26670455932617,40.90156936645508,-0.36513519287109375,41.28092956542969,40.91593933105469,-0.364990234375
best,all_adapters,all,1.0,112_0.54_0.98.png,32.69123840332031,32.54620361328125,-0.1450347900390625,0.9948379993438721,0.9948438405990601,5.841255187988281e-06,32.77656936645508,32.349830627441406,-0.4267387390136719,32.80907440185547,32.3856315612793,-0.4234428405761719
best,all_adapters,all,1.0,113_0.71_1.48.png,32.289798736572266,32.339149475097656,0.049350738525390625,0.9903611540794373,0.9905636310577393,0.00020247697830200195,33.329830169677734,33.374290466308594,0.044460296630859375,34.815155029296875,34.76513671875,-0.050018310546875
best,all_adapters,all,1.0,114_0.7_0.91.png,34.13783264160156,34.19719696044922,0.05936431884765625,0.9925655126571655,0.9927198886871338,0.00015437602996826172,41.83534622192383,41.847591400146484,0.01224517822265625,42.203399658203125,42.216407775878906,0.01300811767578125
best,all_adapters,all,1.0,115_0.52_0.82.png,35.09244918823242,34.94655990600586,-0.1458892822265625,0.9947265386581421,0.994748592376709,2.205371856689453e-05,35.42002487182617,35.0286979675293,-0.391326904296875,35.40523147583008,35.019020080566406,-0.3862113952636719
best,all_adapters,all,1.0,116_0.73_1.62.png,32.001827239990234,32.036128997802734,0.0343017578125,0.989963710308075,0.990147590637207,0.00018388032913208008,32.07469177246094,32.1287956237793,0.054103851318359375,32.90367889404297,32.91386795043945,0.010189056396484375
best,all_adapters,all,1.0,117_0.69_1.13.png,26.407575607299805,26.284914016723633,-0.12266159057617188,0.9849059581756592,0.9848536849021912,-5.227327346801758e-05,25.708141326904297,25.475570678710938,-0.23257064819335938,25.802087783813477,25.559885025024414,-0.2422027587890625
best,all_adapters,all,1.0,118_0.68_1.96.png,23.859872817993164,23.722455978393555,-0.13741683959960938,0.9742289781570435,0.9739804267883301,-0.0002485513687133789,22.987438201904297,22.731739044189453,-0.25569915771484375,23.055870056152344,22.791301727294922,-0.2645683288574219
best,all_adapters,all,1.0,119_0.81_0.75.png,28.630895614624023,28.577749252319336,-0.0531463623046875,0.9896197319030762,0.9896469116210938,2.7179718017578125e-05,28.452648162841797,28.321659088134766,-0.13098907470703125,28.518266677856445,28.382659912109375,-0.1356067657470703
best,all_adapters,all,1.0,11_0.98_0.72.png,36.19080352783203,36.33214569091797,0.1413421630859375,0.9979962110519409,0.99803227186203,3.606081008911133e-05,36.184547424316406,36.336212158203125,0.15166473388671875,36.273258209228516,36.428627014160156,0.15536880493164062
best,all_adapters,all,1.0,120_0.8_0.89.png,28.0856990814209,28.020397186279297,-0.06530189514160156,0.9889559149742126,0.9889987707138062,4.285573959350586e-05,27.89686393737793,27.74803352355957,-0.14883041381835938,27.96577262878418,27.811237335205078,-0.15453529357910156
