variant,name,density_pearson,density_mae,need_pearson,need_mae,low_haze_false_strong_rate
d0_handcrafted,1002_0.73_1.47.png,-0.7338839509811966,0.5144109725952148,nan,nan,nan
d0_handcrafted,1007_0.68_1.25.png,-0.00707987947541014,0.1978578418493271,nan,nan,nan
d0_handcrafted,1012_0.85_1.28.png,0.6429582567438515,0.2588919997215271,nan,nan,nan
d0_handcrafted,1016_0.8_1.72.png,-0.16238698467541704,0.3106159567832947,nan,nan,nan
d0_handcrafted,1022_0.66_1.05.png,-0.1031967841067419,0.44074705243110657,nan,nan,nan
d0_handcrafted,1023_0.5_1.87.png,0.13152275884691167,0.32937976717948914,nan,nan,nan
d0_handcrafted,1029_0.71_0.56.png,-0.7970978798350389,0.4440944790840149,nan,nan,nan
d0_handcrafted,103_0.75_1.59.png,-0.431808709857017,0.4148821532726288,nan,nan,nan
d0_handcrafted,1042_0.91_0.56.png,-0.3410470963960098,0.34497296810150146,nan,nan,nan
d0_handcrafted,1045_0.58_1.58.png,-0.10420888687358783,0.3086131811141968,nan,nan,nan
d0_handcrafted,1060_0.94_1.09.png,-0.13589401347942232,0.4986472725868225,nan,nan,nan
d0_handcrafted,1064_0.54_0.97.png,-0.6224292257029851,0.36864811182022095,nan,nan,nan
d0_handcrafted,1072_0.58_0.58.png,-0.47776893307517904,0.3684934079647064,nan,nan,nan
d0_handcrafted,1073_0.51_0.98.png,0.11115107030776628,0.30118224024772644,nan,nan,nan
d0_handcrafted,1075_0.76_1.99.png,-0.29227631282002864,0.32811832427978516,nan,nan,nan
d0_handcrafted,1080_0.59_1.22.png,-0.16038584030268124,0.17285357415676117,nan,nan,nan
d0_handcrafted,1083_0.67_0.81.png,-0.5084621051315831,0.3038901686668396,nan,nan,nan
d0_handcrafted,1090_0.54_0.58.png,-0.3305154593970675,0.2590848505496979,nan,nan,nan
d0_handcrafted,1096_0.72_0.86.png,-0.540645335518971,0.42920994758605957,nan,nan,nan
d0_handcrafted,1098_0.8_0.51.png,-0.36445697026872875,0.31156206130981445,nan,nan,nan
