variant,name,low_haze_pixels,false_strong_pixels,false_strong_rate
d1_dual,162_0.75_0.98.png,0,0,nan
d1_dual,1631_0.92_1.27.png,129,0,0.0
d1_dual,1635_0.64_0.55.png,2358,0,0.0
d1_dual,1636_0.96_1.23.png,856,0,0.0
d1_dual,1647_0.89_1.55.png,41,0,0.0
d1_dual,1648_0.89_1.41.png,37,0,0.0
d1_dual,1657_0.68_1.28.png,251,0,0.0
d1_dual,1663_0.92_1.8.png,233,0,0.0
d1_dual,1664_0.8_2.0.png,182,0,0.0
d1_dual,1666_0.85_0.59.png,2059,0,0.0
d1_dual,1685_0.79_1.99.png,604,0,0.0
d1_dual,1686_0.51_0.6.png,2004,0,0.0
d1_dual,1687_0.83_1.61.png,783,0,0.0
d1_dual,1689_0.74_0.54.png,2569,0,0.0
d1_dual,1691_0.77_1.92.png,481,0,0.0
d1_dual,1696_0.74_1.51.png,2052,0,0.0
d1_dual,1701_0.55_0.71.png,1981,0,0.0
d1_dual,1705_0.66_1.4.png,210,0,0.0
d1_dual,1712_0.9_0.74.png,1622,0,0.0
d1_dual,1718_0.92_1.01.png,502,0,0.0
d1_dual,1722_0.85_1.51.png,180,0,0.0
d1_dual,1726_0.54_0.7.png,955,0,0.0
d1_dual,1730_0.81_1.53.png,1388,0,0.0
d1_dual,1733_0.57_1.6.png,530,0,0.0
d1_dual,173_0.88_1.45.png,135,0,0.0
d1_dual,1756_0.77_1.19.png,629,0,0.0
d1_dual,1761_0.99_0.94.png,212,0,0.0
d1_dual,1763_0.58_1.25.png,87,0,0.0
d1_dual,1765_0.51_1.47.png,433,0,0.0
d1_dual,1773_0.58_1.45.png,1366,0,0.0
d1_dual,1784_0.94_1.15.png,799,0,0.0
d1_dual,1795_0.99_1.84.png,5,0,0.0
d1_dual,1796_0.93_0.58.png,156,0,0.0
d1_dual,17_0.55_1.91.png,119,0,0.0
d1_dual,1801_0.99_0.78.png,1861,0,0.0
d1_dual,1803_0.99_1.79.png,973,0,0.0
d1_dual,1814_0.55_0.54.png,3067,0,0.0
d1_dual,1817_0.81_2.0.png,30,0,0.0
d1_dual,1822_0.51_1.51.png,1053,0,0.0
d1_dual,1835_0.61_1.23.png,1384,0,0.0
d1_dual,183_0.77_0.99.png,281,0,0.0
d1_dual,1841_0.64_1.79.png,564,0,0.0
d1_dual,1844_0.91_1.28.png,1184,0,0.0
d1_dual,1851_0.7_1.14.png,866,0,0.0
d1_dual,1854_0.94_1.49.png,325,0,0.0
d1_dual,1859_0.73_1.32.png,69,0,0.0
d1_dual,1860_0.77_1.07.png,136,0,0.0
d1_dual,1862_0.82_1.52.png,458,0,0.0
d1_dual,1867_0.67_1.54.png,584,0,0.0
d1_dual,1875_0.95_0.91.png,785,0,0.0
d1_dual,1876_0.97_1.69.png,553,0,0.0
d1_dual,1884_0.78_0.61.png,2342,0,0.0
d1_dual,1885_0.54_0.83.png,2774,0,0.0
d1_dual,1892_0.85_0.58.png,2507,0,0.0
d1_dual,1895_0.9_1.62.png,206,0,0.0
d1_dual,1898_0.84_0.98.png,1809,0,0.0
d1_dual,1911_0.96_1.13.png,319,0,0.0
d1_dual,1912_1.0_0.84.png,589,0,0.0
d1_dual,1914_0.81_0.98.png,2877,0,0.0
d1_dual,1917_0.96_1.37.png,119,0,0.0
d1_dual,1919_0.59_0.94.png,1833,0,0.0
d1_dual,1920_0.99_1.69.png,80,0,0.0
d1_dual,1923_0.81_1.81.png,513,0,0.0
d1_dual,1936_0.52_1.67.png,142,0,0.0
d1_dual,1937_0.79_0.84.png,375,0,0.0
d1_dual,1939_0.93_1.32.png,210,0,0.0
d1_dual,1942_0.89_0.67.png,2145,0,0.0
d1_dual,1952_0.78_0.75.png,456,0,0.0
d1_dual,1956_0.99_1.4.png,583,0,0.0
d1_dual,1966_0.52_1.48.png,705,0,0.0
d1_dual,196_0.8_0.88.png,121,0,0.0
d1_dual,1979_0.6_0.93.png,1285,0,0.0
d1_dual,1982_0.99_1.89.png,230,0,0.0
d1_dual,1985_0.57_1.93.png,747,0,0.0
d1_dual,1988_0.94_1.22.png,409,0,0.0
d1_dual,2000_0.86_0.62.png,1292,0,0.0
d1_dual,2003_0.64_1.33.png,2274,0,0.0
d1_dual,2007_0.61_1.26.png,65,0,0.0
d1_dual,2013_1.0_1.78.png,362,0,0.0
d1_dual,2024_0.99_1.36.png,463,0,0.0
d1_dual,2026_0.99_1.41.png,173,0,0.0
d1_dual,2027_0.69_0.59.png,968,0,0.0
d1_dual,2028_0.98_1.27.png,225,0,0.0
d1_dual,2033_0.61_0.56.png,3198,0,0.0
d1_dual,2043_0.97_0.54.png,928,0,0.0
d1_dual,2050_0.8_1.8.png,336,0,0.0
d1_dual,2051_0.92_0.92.png,507,0,0.0
d1_dual,2057_0.86_0.85.png,1064,0,0.0
d1_dual,2061_0.79_1.72.png,374,0,0.0
d1_dual,2063_0.76_1.8.png,345,0,0.0
d1_dual,2069_0.7_1.18.png,966,0,0.0
d1_dual,2070_0.86_0.78.png,1312,0,0.0
d1_dual,2071_0.63_1.21.png,1207,0,0.0
d1_dual,2072_0.87_1.18.png,653,0,0.0
d1_dual,2073_0.87_1.93.png,380,0,0.0
d1_dual,2074_0.71_0.74.png,1213,0,0.0
d1_dual,2076_0.85_1.77.png,395,0,0.0
d1_dual,2079_0.62_1.17.png,384,0,0.0
d1_dual,2080_0.53_1.58.png,539,0,0.0
d1_dual,2087_0.72_1.14.png,993,0,0.0
d1_dual,2094_0.56_1.05.png,93,0,0.0
d1_dual,2096_0.77_1.76.png,126,0,0.0
d1_dual,2109_0.56_1.42.png,1289,0,0.0
d1_dual,2111_0.68_1.03.png,1612,0,0.0
d1_dual,2114_0.9_1.51.png,867,0,0.0
d1_dual,2115_0.75_1.52.png,1073,0,0.0
d1_dual,2119_0.54_1.47.png,893,0,0.0
d1_dual,2121_0.73_0.63.png,3014,0,0.0
d1_dual,2123_0.66_0.89.png,2504,0,0.0
d1_dual,2126_0.75_0.91.png,1244,0,0.0
d1_dual,212_0.71_1.94.png,0,0,nan
d1_dual,2132_0.76_1.7.png,694,0,0.0
d1_dual,2135_0.51_1.0.png,1314,0,0.0
d1_dual,2140_0.55_0.94.png,1065,0,0.0
d1_dual,2141_0.55_0.57.png,1632,0,0.0
d1_dual,2144_0.54_1.03.png,961,0,0.0
d1_dual,2145_0.59_1.25.png,1256,0,0.0
d1_dual,2150_0.89_1.44.png,503,0,0.0
d1_dual,2151_0.78_0.51.png,1894,0,0.0
d1_dual,2156_0.71_1.75.png,596,0,0.0
d1_dual,215_0.58_0.63.png,328,0,0.0
d1_dual,2163_0.52_1.35.png,152,0,0.0
d1_dual,2176_0.54_1.82.png,52,0,0.0
d1_dual,2179_0.63_0.92.png,459,0,0.0
d1_dual,217_0.79_0.54.png,242,0,0.0
d1_dual,2190_0.51_0.51.png,1844,0,0.0
d1_dual,2195_0.53_1.24.png,1527,0,0.0
d1_dual,2204_0.99_1.22.png,599,0,0.0
d1_dual,2207_0.53_1.2.png,998,0,0.0
d1_dual,220_0.56_1.69.png,51,0,0.0
d1_dual,2216_0.58_1.17.png,574,0,0.0
d1_dual,2220_0.92_1.02.png,297,0,0.0
d1_dual,2231_0.71_0.89.png,956,0,0.0
d1_dual,2234_0.76_1.1.png,414,0,0.0
d1_dual,2235_0.91_1.78.png,98,0,0.0
d1_dual,2244_0.77_1.02.png,1069,0,0.0
d1_dual,2247_0.9_1.37.png,500,0,0.0
d1_dual,2250_0.67_1.7.png,223,0,0.0
d1_dual,2259_0.79_0.9.png,1464,0,0.0
d1_dual,2262_0.79_1.73.png,94,0,0.0
d1_dual,2264_0.66_1.54.png,124,0,0.0
d1_dual,2265_0.72_1.34.png,476,0,0.0
d1_dual,2269_0.52_1.13.png,308,0,0.0
d1_dual,226_0.56_0.7.png,965,0,0.0
d1_dual,2271_0.6_1.89.png,141,0,0.0
d1_dual,2277_0.69_0.53.png,2936,0,0.0
d1_dual,2279_0.82_0.88.png,1557,0,0.0
d1_dual,2282_0.93_1.05.png,1261,0,0.0
d1_dual,2283_0.58_1.18.png,1370,0,0.0
d1_dual,228_0.81_0.73.png,1079,0,0.0
d1_dual,2290_0.92_1.28.png,262,0,0.0
d1_dual,2292_0.82_1.71.png,196,0,0.0
d1_dual,2294_1.0_1.16.png,289,0,0.0
d1_dual,2298_0.55_1.86.png,777,0,0.0
d1_dual,229_0.93_1.79.png,2,0,0.0
d1_dual,2305_0.57_1.54.png,703,0,0.0
d1_dual,2307_0.75_1.96.png,382,0,0.0
d1_dual,2310_0.9_1.71.png,212,0,0.0
d1_dual,2317_0.62_1.27.png,457,0,0.0
d1_dual,2319_0.9_0.55.png,1112,0,0.0
d1_dual,2325_0.93_1.76.png,807,0,0.0
d1_dual,2334_0.56_0.79.png,1362,0,0.0
d1_dual,2338_0.62_1.42.png,65,0,0.0
d1_dual,2345_0.9_0.78.png,1056,0,0.0
d1_dual,2365_0.53_0.5.png,2399,0,0.0
d1_dual,236_0.67_1.6.png,43,0,0.0
d1_dual,2379_0.79_1.37.png,1052,0,0.0
d1_dual,2382_0.63_0.9.png,1710,0,0.0
d1_dual,2386_0.97_1.08.png,486,0,0.0
d1_dual,238_0.87_1.74.png,16,0,0.0
d1_dual,2395_0.78_1.43.png,593,0,0.0
d1_dual,23_0.83_1.63.png,0,0,nan
d1_dual,2402_0.8_0.8.png,1800,0,0.0
d1_dual,2408_0.55_1.94.png,1441,0,0.0
d1_dual,2409_0.55_1.95.png,730,0,0.0
d1_dual,2410_0.57_1.09.png,1075,0,0.0
d1_dual,2411_0.81_0.52.png,2286,0,0.0
d1_dual,2415_0.55_1.63.png,205,0,0.0
d1_dual,2420_0.95_0.63.png,864,0,0.0
d1_dual,2432_0.94_1.56.png,1096,0,0.0
d1_dual,2437_0.64_0.7.png,2403,0,0.0
d1_dual,2441_0.74_1.28.png,517,0,0.0
d1_dual,2450_0.51_0.64.png,1216,0,0.0
d1_dual,2453_0.54_1.83.png,53,0,0.0
d1_dual,2454_0.81_1.92.png,67,0,0.0
d1_dual,2458_0.78_1.02.png,746,0,0.0
d1_dual,2463_0.85_1.05.png,1455,0,0.0
d1_dual,2467_0.62_0.72.png,1568,0,0.0
d1_dual,2474_0.91_0.84.png,1654,0,0.0
d1_dual,2475_0.92_1.34.png,886,0,0.0
d1_dual,2476_0.67_0.56.png,2958,0,0.0
d1_dual,2483_0.82_1.17.png,285,0,0.0
d1_dual,2490_0.71_1.73.png,80,0,0.0
d1_dual,2491_0.94_1.9.png,108,0,0.0
d1_dual,2496_0.61_0.78.png,1270,0,0.0
d1_dual,2498_0.54_1.1.png,1046,0,0.0
d1_dual,249_0.65_1.99.png,5,0,0.0
d1_dual,24_0.53_1.21.png,0,0,nan
d1_dual,2517_0.94_1.24.png,955,0,0.0
d1_dual,2522_0.78_1.79.png,429,0,0.0
d1_dual,2525_0.79_1.85.png,333,0,0.0
d1_dual,252_0.98_1.73.png,34,0,0.0
d1_dual,2542_0.7_1.52.png,481,0,0.0
d1_dual,2550_0.85_1.96.png,508,0,0.0
d1_dual,2556_0.89_1.72.png,1268,0,0.0
d1_dual,2559_0.81_1.96.png,173,0,0.0
d1_dual,2563_0.85_0.62.png,2065,0,0.0
d1_dual,2567_0.52_1.05.png,1283,0,0.0
d1_dual,2570_0.99_2.0.png,291,0,0.0
d1_dual,2572_0.54_1.3.png,1080,0,0.0
d1_dual,2574_0.57_1.08.png,1042,0,0.0
d1_dual,2581_0.79_1.95.png,161,0,0.0
d1_dual,2589_0.62_1.28.png,795,0,0.0
d1_dual,2591_0.78_1.58.png,641,0,0.0
d1_dual,2596_0.54_1.72.png,1501,0,0.0
d1_dual,259_0.87_0.76.png,531,0,0.0
d1_dual,25_0.59_1.43.png,254,0,0.0
d1_dual,2608_0.68_1.54.png,71,0,0.0
d1_dual,2612_0.52_1.14.png,571,0,0.0
d1_dual,2614_0.55_0.63.png,1729,0,0.0
d1_dual,261_0.54_0.73.png,347,0,0.0
d1_dual,2625_0.88_1.86.png,554,0,0.0
d1_dual,2626_0.88_1.19.png,1091,0,0.0
d1_dual,2628_0.86_1.01.png,1517,0,0.0
d1_dual,2632_0.92_1.01.png,456,0,0.0
d1_dual,2635_0.98_1.78.png,708,0,0.0
d1_dual,2641_0.7_1.91.png,512,0,0.0
d1_dual,2646_0.82_1.47.png,854,0,0.0
d1_dual,2652_0.85_1.34.png,1860,0,0.0
d1_dual,2653_0.5_0.98.png,2753,0,0.0
d1_dual,2663_0.54_1.88.png,122,0,0.0
d1_dual,2665_0.85_1.17.png,1092,0,0.0
d1_dual,2674_0.84_1.83.png,1061,0,0.0
d1_dual,2680_0.94_1.89.png,981,0,0.0
d1_dual,2682_0.96_1.39.png,566,0,0.0
d1_dual,2687_0.61_0.9.png,908,0,0.0
d1_dual,268_0.79_1.15.png,125,0,0.0
d1_dual,2693_0.69_0.91.png,2634,0,0.0
d1_dual,2696_0.77_1.3.png,1804,0,0.0
d1_dual,2700_0.59_1.66.png,941,0,0.0
d1_dual,2703_0.77_1.67.png,1180,0,0.0
d1_dual,2704_0.84_1.81.png,1066,0,0.0
d1_dual,2705_0.68_1.36.png,792,0,0.0
d1_dual,2707_0.61_1.6.png,760,0,0.0
d1_dual,2708_0.72_1.57.png,687,0,0.0
d1_dual,2710_0.56_1.69.png,12,0,0.0
d1_dual,2712_0.65_1.83.png,20,0,0.0
d1_dual,2714_0.9_1.77.png,241,0,0.0
d1_dual,2739_0.95_1.39.png,1589,0,0.0
d1_dual,2744_0.6_1.82.png,137,0,0.0
d1_dual,2747_0.87_1.0.png,1859,0,0.0
d1_dual,2754_0.83_1.45.png,670,0,0.0
d1_dual,2759_0.52_1.32.png,546,0,0.0
d1_dual,2763_0.83_1.04.png,1940,0,0.0
d1_dual,2767_0.69_0.71.png,2306,0,0.0
d1_dual,2769_0.81_1.94.png,1030,0,0.0
d1_dual,2771_0.52_0.87.png,2156,0,0.0
d1_dual,2775_0.9_0.66.png,748,0,0.0
d1_dual,2779_0.73_0.56.png,1919,0,0.0
d1_dual,2783_0.78_1.9.png,354,0,0.0
d1_dual,2784_0.56_0.55.png,2510,0,0.0
d1_dual,2786_0.88_1.47.png,614,0,0.0
d1_dual,2790_0.56_1.84.png,879,0,0.0
d1_dual,2791_0.51_1.66.png,1082,0,0.0
d1_dual,2792_0.52_0.69.png,1950,0,0.0
d1_dual,2794_0.8_0.92.png,348,0,0.0
d1_dual,2800_0.75_0.87.png,912,0,0.0
d1_dual,2807_0.78_0.64.png,3510,0,0.0
d1_dual,2809_0.86_1.19.png,1019,0,0.0
d1_dual,281_0.93_1.17.png,0,0,nan
d1_dual,2820_0.87_0.91.png,769,0,0.0
d1_dual,2827_0.92_0.93.png,1176,0,0.0
d1_dual,2828_0.98_1.23.png,586,0,0.0
d1_dual,282_0.95_1.38.png,0,0,nan
d1_dual,283_0.71_1.63.png,11,0,0.0
d1_dual,2843_0.7_0.5.png,1985,0,0.0
d1_dual,2844_0.58_0.74.png,1854,0,0.0
d1_dual,2845_0.61_0.81.png,1840,0,0.0
d1_dual,2862_0.91_1.23.png,513,0,0.0
d1_dual,2872_0.75_1.98.png,35,0,0.0
d1_dual,2877_0.98_1.2.png,699,0,0.0
d1_dual,2884_0.65_1.22.png,1294,0,0.0
d1_dual,288_0.77_1.7.png,6,0,0.0
d1_dual,2896_0.84_0.74.png,1591,0,0.0
d1_dual,2899_0.92_1.08.png,241,0,0.0
d1_dual,28_0.54_1.24.png,83,0,0.0
d1_dual,2901_0.59_1.0.png,1581,0,0.0
d1_dual,2905_0.99_0.96.png,335,0,0.0
d1_dual,2916_0.62_1.39.png,373,0,0.0
d1_dual,2918_0.6_1.92.png,491,0,0.0
d1_dual,2926_0.6_1.32.png,44,0,0.0
d1_dual,2928_0.93_0.58.png,227,0,0.0
d1_dual,2941_0.7_1.3.png,781,0,0.0
d1_dual,2953_0.65_1.26.png,2217,0,0.0
d1_dual,2955_0.54_1.51.png,2226,0,0.0
d1_dual,2963_0.61_1.33.png,1064,0,0.0
d1_dual,2966_0.98_0.67.png,838,0,0.0
d1_dual,2978_0.94_1.66.png,68,0,0.0
d1_dual,2991_0.88_1.4.png,708,0,0.0
d1_dual,2994_0.81_0.58.png,1995,0,0.0
d1_dual,2996_0.97_1.99.png,424,0,0.0
d1_dual,299_0.79_0.75.png,308,0,0.0
d1_dual,300_0.72_1.88.png,4,0,0.0
d1_dual,302_0.67_0.9.png,378,0,0.0
d1_dual,303_0.68_0.54.png,662,0,0.0
d1_dual,309_0.52_0.96.png,67,0,0.0
d1_dual,319_0.87_1.65.png,4,0,0.0
d1_dual,325_0.68_1.71.png,46,0,0.0
d1_dual,326_0.56_0.94.png,642,0,0.0
d1_dual,33_0.9_0.83.png,303,0,0.0
d1_dual,344_0.57_1.11.png,36,0,0.0
d1_dual,349_0.53_1.37.png,12,0,0.0
d1_dual,34_0.67_1.92.png,12,0,0.0
d1_dual,355_0.85_0.53.png,114,0,0.0
d1_dual,356_0.65_0.6.png,455,0,0.0
d1_dual,361_0.83_0.87.png,880,0,0.0
d1_dual,363_0.77_0.88.png,317,0,0.0
d1_dual,365_0.89_1.63.png,13,0,0.0
d1_dual,367_0.56_0.63.png,1824,0,0.0
d1_dual,377_0.97_1.14.png,98,0,0.0
d1_dual,382_0.85_0.82.png,206,0,0.0
d1_dual,383_0.87_0.78.png,270,0,0.0
d1_dual,386_0.91_1.27.png,0,0,nan
d1_dual,400_0.99_1.08.png,211,0,0.0
d1_dual,407_0.59_0.69.png,98,0,0.0
d1_dual,414_0.52_1.27.png,152,0,0.0
d1_dual,423_0.92_0.7.png,902,0,0.0
d1_dual,439_0.95_1.86.png,50,0,0.0
d1_dual,440_0.72_1.73.png,5,0,0.0
d1_dual,446_0.72_1.25.png,0,0,nan
d1_dual,449_0.79_1.15.png,338,0,0.0
d1_dual,454_0.63_0.9.png,1617,0,0.0
d1_dual,455_0.55_1.99.png,5,0,0.0
d1_dual,459_0.9_0.51.png,536,0,0.0
d1_dual,470_0.8_0.94.png,73,0,0.0
d1_dual,471_0.9_1.29.png,61,0,0.0
d1_dual,479_0.58_1.54.png,59,0,0.0
d1_dual,483_0.88_1.16.png,103,0,0.0
d1_dual,484_0.58_1.89.png,97,0,0.0
d1_dual,490_0.83_1.67.png,133,0,0.0
d1_dual,492_0.61_1.32.png,194,0,0.0
d1_dual,4_0.84_1.98.png,63,0,0.0
d1_dual,507_0.74_1.31.png,235,0,0.0
d1_dual,508_0.87_0.92.png,610,0,0.0
d1_dual,50_0.82_1.93.png,110,0,0.0
d1_dual,517_0.95_1.51.png,12,0,0.0
d1_dual,525_0.65_1.46.png,49,0,0.0
d1_dual,531_0.55_1.19.png,74,0,0.0
d1_dual,533_0.96_1.51.png,7,0,0.0
d1_dual,535_0.78_1.25.png,216,0,0.0
d1_dual,540_0.92_1.97.png,0,0,nan
d1_dual,542_0.55_1.46.png,28,0,0.0
d1_dual,547_0.79_1.67.png,113,0,0.0
d1_dual,551_0.75_1.66.png,33,0,0.0
d1_dual,556_0.86_1.79.png,9,0,0.0
d1_dual,565_0.76_1.56.png,293,0,0.0
d1_dual,574_0.65_1.38.png,0,0,nan
d1_dual,575_0.71_1.7.png,0,0,nan
d1_dual,576_0.84_1.69.png,10,0,0.0
d1_dual,581_0.54_1.36.png,49,0,0.0
d1_dual,585_0.6_0.89.png,275,0,0.0
d1_dual,590_0.65_0.94.png,791,0,0.0
d1_dual,593_0.64_0.82.png,133,0,0.0
d1_dual,595_0.78_1.11.png,63,0,0.0
d1_dual,596_0.55_0.89.png,188,0,0.0
d1_dual,59_0.59_1.43.png,167,0,0.0
d1_dual,603_0.67_1.99.png,0,0,nan
d1_dual,605_0.58_0.77.png,500,0,0.0
d1_dual,609_0.58_1.34.png,58,0,0.0
d1_dual,614_0.95_0.72.png,346,0,0.0
d1_dual,618_0.66_1.24.png,69,0,0.0
d1_dual,61_0.71_1.08.png,112,0,0.0
d1_dual,624_0.88_1.47.png,57,0,0.0
d1_dual,638_0.73_1.34.png,5,0,0.0
d1_dual,653_0.78_0.53.png,48,0,0.0
d1_dual,659_0.86_0.85.png,74,0,0.0
d1_dual,661_0.6_1.84.png,1,0,0.0
d1_dual,663_0.87_1.75.png,0,0,nan
d1_dual,674_0.93_0.72.png,940,0,0.0
d1_dual,676_0.53_1.48.png,65,0,0.0
