variant,epoch,steps,loss_mean,density_loss_mean,need_loss_mean,elapsed_sec,checkpoint_path
d1_dual,1,300,0.2385724669198195,0.13513104396561781,0.10344142218430837,18.30649971961975,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d1_dual_head.pt
d1_dual,2,300,0.20836544290184975,0.117832542086641,0.09053290079037349,18.071464776992798,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d1_dual_head.pt
d1_dual,3,300,0.20644235303004582,0.11569677564005057,0.09074557775010665,17.87166166305542,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d1_dual_head.pt
d1_dual,4,300,0.20396071530878543,0.1140451609591643,0.08991555442412694,18.939953088760376,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d1_dual_head.pt
d1_dual,5,300,0.2016249672571818,0.11329013029734293,0.08833483666181564,17.885806560516357,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d1_dual_head.pt
d3_density_only,1,300,0.12983650783697764,0.12983650783697764,nan,17.25928807258606,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d3_density_only_head.pt
d3_density_only,2,300,0.11536195774873098,0.11536195774873098,nan,17.083103895187378,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d3_density_only_head.pt
d3_density_only,3,300,0.11339564780394236,0.11339564780394236,nan,17.29483127593994,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d3_density_only_head.pt
d3_density_only,4,300,0.11182374653716882,0.11182374653716882,nan,17.167673349380493,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d3_density_only_head.pt
d3_density_only,5,300,0.11188989081730445,0.11188989081730445,nan,17.301079988479614,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d3_density_only_head.pt
d4_need_only,1,300,0.10393245240052541,nan,0.10393245240052541,17.4398250579834,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d4_need_only_head.pt
d4_need_only,2,300,0.08950376123189926,nan,0.08950376123189926,17.066611289978027,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d4_need_only_head.pt
d4_need_only,3,300,0.08966442725310723,nan,0.08966442725310723,17.239089965820312,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d4_need_only_head.pt
d4_need_only,4,300,0.0885507958009839,nan,0.0885507958009839,17.0870840549469,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d4_need_only_head.pt
d4_need_only,5,300,0.08875866093983253,nan,0.08875866093983253,17.344377994537354,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d4_need_only_head.pt
d5_shuffled_dual,1,300,0.2735588055849075,0.16643167197704314,0.10712713414182265,18.003081560134888,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d5_shuffled_dual_head.pt
d5_shuffled_dual,2,300,0.2592869189381599,0.16550609412292638,0.09378082416951657,17.997693061828613,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d5_shuffled_dual_head.pt
d5_shuffled_dual,3,300,0.2584671505788962,0.16485944447418055,0.09360770672559739,18.10445261001587,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d5_shuffled_dual_head.pt
d5_shuffled_dual,4,300,0.2582654760281245,0.1653102076550325,0.0929552688697974,18.045212268829346,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d5_shuffled_dual_head.pt
d5_shuffled_dual,5,300,0.2591815466185411,0.1650397000213464,0.09414184714357059,18.340272426605225,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v5-v2-chd-rm-density-need-calibration/experience_docx/experiment_logs/haze4k_v5_chd_rm_v2_density_need_calibration_20260708/artifacts/d5_shuffled_dual_head.pt
