variant,eval_images,elapsed_sec,density_pearson,density_spearman,density_auroc_high_vs_low,density_auprc_high,density_pred_high_coverage,density_target_high_coverage,density_monotonic_pairs,density_monotonic_valid_pairs,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,need_monotonic_pairs,need_monotonic_valid_pairs,low_haze_false_strong_rate
d0_handcrafted,600,31.873153924942017,0.02492352423535773,-0.010260821433010351,0.48483210618315353,0.3125630661606145,0.31554972330729164,0.346317138671875,2,4,,,,,,,,,
d1_dual,600,47.68987965583801,0.6715343156476777,0.6437102750780733,0.8924982269441326,0.7526987533702583,0.109107666015625,0.346317138671875,4,4,0.1364863887112583,0.21979261437027592,0.6466245760176381,0.40511394722724936,0.0,0.34509602864583333,3,4,0.0
d3_density_only,600,50.15082240104675,0.6873181130363257,0.6628178576780048,0.9042706515743625,0.7634787019597329,0.10447794596354167,0.346317138671875,4,4,,,,,,,,,
d5_shuffled_dual,600,48.03904604911804,-0.1336433606164533,-0.1467902716791248,0.4117765122297436,0.28845114462901816,0.0,0.346317138671875,0,4,-0.20811964300103566,-0.25784431649034073,0.33429376894235896,0.27158632491678897,0.0,0.34509602864583333,0,4,0.0
