index,name,height,width,max_abs_diff,mean_abs_diff,base_psnr,candidate_psnr,psnr_delta,base_ssim,candidate_ssim,ssim_delta
0,1002_0.73_1.47.png,400,400,0.0,0.0,33.58782196044922,33.58782196044922,0.0,0.9875478744506836,0.9875478744506836,0.0
1,1007_0.68_1.25.png,400,400,0.0,0.0,38.78367614746094,38.78367614746094,0.0,0.9977172613143921,0.9977172613143921,0.0
2,1012_0.85_1.28.png,400,400,0.0,0.0,38.416282653808594,38.416282653808594,0.0,0.9644522070884705,0.9644522070884705,0.0
3,1016_0.8_1.72.png,400,400,0.0,0.0,39.61763381958008,39.61763381958008,0.0,0.9952346086502075,0.9952346086502075,0.0
4,1022_0.66_1.05.png,400,400,0.0,0.0,40.141082763671875,40.141082763671875,0.0,0.9986488223075867,0.9986488223075867,0.0
5,1023_0.5_1.87.png,400,400,0.0,0.0,37.465614318847656,37.465614318847656,0.0,0.9963756799697876,0.9963756799697876,0.0
6,1029_0.71_0.56.png,400,400,0.0,0.0,44.240779876708984,44.240779876708984,0.0,0.9987375140190125,0.9987375140190125,0.0
7,103_0.75_1.59.png,400,400,0.0,0.0,31.22649383544922,31.22649383544922,0.0,0.9871124029159546,0.9871124029159546,0.0
8,1042_0.91_0.56.png,400,400,0.0,0.0,42.3957405090332,42.3957405090332,0.0,0.9984919428825378,0.9984919428825378,0.0
9,1045_0.58_1.58.png,400,400,0.0,0.0,32.29377365112305,32.29377365112305,0.0,0.9791228175163269,0.9791228175163269,0.0
10,1060_0.94_1.09.png,400,400,0.0,0.0,40.53528594970703,40.53528594970703,0.0,0.9957771301269531,0.9957771301269531,0.0
11,1064_0.54_0.97.png,400,400,0.0,0.0,37.867576599121094,37.867576599121094,0.0,0.9955169558525085,0.9955169558525085,0.0
12,1072_0.58_0.58.png,400,400,0.0,0.0,38.13917541503906,38.13917541503906,0.0,0.9957571029663086,0.9957571029663086,0.0
13,1073_0.51_0.98.png,400,400,0.0,0.0,39.438934326171875,39.438934326171875,0.0,0.9985674619674683,0.9985674619674683,0.0
14,1075_0.76_1.99.png,400,400,0.0,0.0,29.513813018798828,29.513813018798828,0.0,0.9927257299423218,0.9927257299423218,0.0
15,1080_0.59_1.22.png,400,400,0.0,0.0,40.876853942871094,40.876853942871094,0.0,0.9971717596054077,0.9971717596054077,0.0
16,1083_0.67_0.81.png,400,400,0.0,0.0,36.44873809814453,36.44873809814453,0.0,0.9972838163375854,0.9972838163375854,0.0
17,1090_0.54_0.58.png,400,400,0.0,0.0,41.2755241394043,41.2755241394043,0.0,0.9980320930480957,0.9980320930480957,0.0
18,1096_0.72_0.86.png,400,400,0.0,0.0,35.75572204589844,35.75572204589844,0.0,0.9980448484420776,0.9980448484420776,0.0
19,1098_0.8_0.51.png,400,400,0.0,0.0,33.103145599365234,33.103145599365234,0.0,0.9973500967025757,0.9973500967025757,0.0
20,1099_0.54_1.76.png,400,400,0.0,0.0,33.76907730102539,33.76907730102539,0.0,0.9944189786911011,0.9944189786911011,0.0
21,1102_0.65_0.94.png,400,400,0.0,0.0,29.722129821777344,29.722129821777344,0.0,0.9936668872833252,0.9936668872833252,0.0
22,110_0.55_1.08.png,400,400,0.0,0.0,38.41853332519531,38.41853332519531,0.0,0.9984185099601746,0.9984185099601746,0.0
23,1113_0.9_0.52.png,400,400,0.0,0.0,44.63855743408203,44.63855743408203,0.0,0.9950754046440125,0.9950754046440125,0.0
24,1122_0.94_0.53.png,400,400,0.0,0.0,40.93035888671875,40.93035888671875,0.0,0.998120903968811,0.998120903968811,0.0
25,1124_0.74_1.17.png,400,400,0.0,0.0,39.13054656982422,39.13054656982422,0.0,0.9963526129722595,0.9963526129722595,0.0
26,1134_0.69_1.2.png,400,400,0.0,0.0,32.35954666137695,32.35954666137695,0.0,0.9957506656646729,0.9957506656646729,0.0
27,1140_0.67_1.42.png,400,400,0.0,0.0,35.48466110229492,35.48466110229492,0.0,0.9974662661552429,0.9974662661552429,0.0
28,1143_0.73_1.33.png,400,400,0.0,0.0,38.36022186279297,38.36022186279297,0.0,0.9925918579101562,0.9925918579101562,0.0
29,1145_0.9_1.2.png,400,400,0.0,0.0,34.376365661621094,34.376365661621094,0.0,0.9957348704338074,0.9957348704338074,0.0
30,1146_0.89_0.87.png,400,400,0.0,0.0,37.84316635131836,37.84316635131836,0.0,0.9973275661468506,0.9973275661468506,0.0
