action_area_fraction,active_scene_prevalence,color_harm_prevalence,material_scene_prevalence,mean_color_bias_delta,mean_psnr_gain_db,mean_ssim_gain,policy,population,psnr_harm_prevalence,scene_count,selected_area_harm_fraction,ssim_harm_prevalence
0.00021667494244571842,0.01,0.0,0.0033333333333333335,-2.6751431886891515e-06,0.0014063680284741053,-5.632340908050537e-06,q_weighted,haze4k_train_oof,0.0016666666666666668,600,0.26666666666666666,0.0
0.0021270256850088026,0.06666666666666667,0.0,0.04,-3.984942816451263e-05,0.015888033864372122,-8.45177968343099e-05,p_deweighted,haze4k_train_oof,0.01,600,0.2495755517826825,0.0033333333333333335
0.05756150408522548,0.6616666666666666,0.005,0.22166666666666668,-0.0003644320979307917,0.12413943932126995,-0.00045031805833180744,utility_only,haze4k_train_oof,0.11666666666666667,600,0.3878728943818815,0.016666666666666666
0.03670654087482508,0.5816666666666667,0.0,0.305,-0.0004406621714605815,0.2673364451830095,-0.0002740200360616048,observable_utility_gt_risk,haze4k_train_oof,0.0,600,0.0,0.008333333333333333
0.0015745045817722205,0.05333333333333334,0.0,0.04,-4.541037157138985e-05,0.02320552538916912,-6.404916445414225e-05,gt_utility_observable_risk,haze4k_train_oof,0.0,600,0.0,0.0016666666666666668
0.27067756060127296,0.9983333333333333,0.0,0.985,-0.0021515663489318887,1.649833357282101,-0.0014483938614527384,gt_gt,haze4k_train_oof,0.0,600,0.0,0.056666666666666664
0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,haze4k_train_oof,0.0,600,,0.0
0.002083690696519659,0.06666666666666667,0.0,0.011666666666666667,-2.3747000539513307e-05,-0.019135383989892382,-0.0001943854490915934,shuffled,haze4k_train_oof,0.03166666666666667,600,0.6117850953206239,0.011666666666666667
0.002072856949397373,0.06666666666666667,0.0,0.006666666666666667,-1.789554362429262e-05,-0.024205449884972682,-0.00018799980481465657,permuted,haze4k_train_oof,0.03666666666666667,600,0.6637630662020906,0.015
0.0011654879773691654,0.04,0.0,0.03,-3.5634059463006735e-05,0.007572976494161558,3.3144652843475343e-06,q_weighted,haze4k_test_development_stress,0.0,100,0.009708737864077669,0.0
0.0034512022630834513,0.08,0.0,0.03,-6.13081603098738e-05,0.01975459928240099,-3.6786496639251706e-05,p_deweighted,haze4k_test_development_stress,0.0,100,0.13114754098360656,0.0
0.05428288543140028,0.79,0.01,0.21,-0.0001797098536927974,0.07313078462941064,-0.0001132279634475708,utility_only,haze4k_test_development_stress,0.06,100,0.3896503204961176,0.0
0.03431966053748232,0.73,0.0,0.24,-0.0003130169640384008,0.11122777889900476,-1.6015768051147462e-06,observable_utility_gt_risk,haze4k_test_development_stress,0.0,100,0.0,0.0
0.002975954738330976,0.07,0.0,0.03,-7.527593935486702e-05,0.0206072742582856,-2.146035432815552e-05,gt_utility_observable_risk,haze4k_test_development_stress,0.0,100,0.0,0.0
0.4565176803394625,1.0,0.0,0.99,-0.006501863614750968,2.5590103067937138,-6.6204369068145755e-06,gt_gt,haze4k_test_development_stress,0.0,100,0.0,0.04
0.0,0.0,0.0,0.0,0.0,3.552713678800501e-17,0.0,uniform,haze4k_test_development_stress,0.0,100,,0.0
0.003205091937765205,0.08,0.0,0.03,-2.9571406826469443e-05,0.0013864493205697848,-0.00018444105982780455,shuffled,haze4k_test_development_stress,0.01,100,0.5339805825242718,0.01
0.0031683168316831685,0.08,0.0,0.03,-3.0532940548412874e-05,0.001588102108896976,-0.00018078982830047608,permuted,haze4k_test_development_stress,0.02,100,0.54375,0.02
