critical_value,estimate,family_size,lower,metric,population,resamples,scene_count,seed,successes,total,upper
,0.2495755517826825,8,0.07020459279469578,selected_area_harm,haze4k_train_oof,100000,600,20260757,,,0.4715108605309979
2.734368786533176,0.01,8,0.0034523310095733034,psnr_harm,haze4k_train_oof,,,,6,600,0.02860942597820098
2.734368786533176,0.0033333333333333335,8,0.000599934378292798,ssim_harm,haze4k_train_oof,,,,2,600,0.018292594813396783
2.734368786533176,0.0,8,8.673617379884035e-19,color_harm,haze4k_train_oof,,,,0,600,0.012307915293647227
,0.13114754098360656,8,0.0,selected_area_harm,haze4k_test_development_stress,99976,100,20260767,,,0.782608695652174
2.734368786533176,0.0,8,0.0,psnr_harm,haze4k_test_development_stress,,,,0,100,0.0695664046813737
2.734368786533176,0.0,8,0.0,ssim_harm,haze4k_test_development_stress,,,,0,100,0.0695664046813737
2.734368786533176,0.0,8,0.0,color_harm,haze4k_test_development_stress,,,,0,100,0.0695664046813737
