prob_bin,count,unsafe_rate,raw_mean_dPSNR,raw_severe_rate
"[0.0,0.2)",1327,0.006782215523737754,3.4344428435428394,0.0052750565184626974
"[0.2,0.4)",340,0.07647058823529412,1.0463911954094383,0.041176470588235294
"[0.4,0.6)",219,0.1552511415525114,0.7158472679521395,0.1187214611872146
"[0.6,0.8)",216,0.3055555555555556,0.2883962701868128,0.24537037037037038
"[0.8,1.0)",298,0.6375838926174496,-0.3813949815378893,0.5503355704697986
