variant,scope,count,mean_dPSNR,median_dPSNR,p01_dPSNR,p05_dPSNR,CVaR5_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,positive_ratio,severe_count,severe_rate,strong_reference_count,strong_reference_regressions,strong_reference_regression_rate,strong_easy_mean_dPSNR,strong_easy_p05_dPSNR,v220_mechanism_gate_pass,v220_training_authorization_gate_pass,v220_control_gap_vs_shuffled,v220_fold_tail_ok_count
P1_exact_o2_final_only_oracle_upper_bound,all,2400,6.187332586447398,5.706270217895508,1.484814453125,2.164733123779297,1.7306155840555826,9.10918023745219,3.6929127566019693,1.0,0,0.0,600,0,0.0,3.6929127566019693,1.5903268814086915,,,,
P1_exact_o3_midfinal_oracle_upper_bound,all,2400,7.110747826894125,6.649005889892578,1.6168899154663086,2.4659072875976564,1.9291780789693196,10.609973258972168,4.213607177734375,1.0,0,0.0,600,0,0.0,4.213607177734375,1.8517372131347656,,,,
P1_final_mid_context_predictor,all,2400,1.818693528175354,1.361785888671875,-2.2912546157836915,-0.6771852493286132,-1.610239060719808,3.839114170074463,0.342032782236735,0.8370833333333333,284,0.11833333333333333,600,195,0.325,0.342032782236735,-1.1129199981689453,True,False,3.005073946317037,0
P1_final_mid_global_context_predictor,all,2400,2.09111962556839,1.5192031860351562,-1.8882592391967774,-0.7040210723876953,-1.4500590960184734,4.2276796499888105,0.5341034189860026,0.85125,264,0.11,600,151,0.25166666666666665,0.5341034189860026,-0.8696020126342774,True,False,3.2775000437100728,0
P1_global_broadcast_control,all,2400,0.24708715756734212,0.06283187866210938,-2.20434684753418,-1.3570192337036133,-2.093569835027059,0.9554620679219564,-0.25959823608398436,0.5604166666666667,709,0.29541666666666666,600,338,0.5633333333333334,-0.25959823608398436,-1.6701320648193358,,,,
P1_mid_only_context_predictor,all,2400,1.2219885190327961,1.006387710571289,-1.1768133926391602,-0.5473178863525391,-0.9551711241404216,2.2786546007792157,0.26444028854370116,0.83875,255,0.10625,600,210,0.35,0.26444028854370116,-0.8986366271972657,True,False,2.408368937174479,0
P1_noop_control,all,2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,600,0,0.0,0.0,0.0,,,,
P1_shuffled_target_control,all,2400,-1.186380418141683,-0.5102939605712891,-10.02266923904419,-6.023877334594727,-8.57291579246521,0.0387612247467041,-2.783718048731486,0.30291666666666667,1470,0.6125,600,551,0.9183333333333333,-2.783718048731486,-8.585031318664551,,,,
P1_v219_final_only_spatial_replicate,all,2400,0.9842790667215983,0.5837802886962891,-2.865337181091309,-1.1413990020751954,-2.033521811167399,2.630072441101074,-0.15780559539794922,0.7116666666666667,503,0.20958333333333334,600,302,0.5033333333333333,-0.15780559539794922,-1.544609260559082,,,,
