variant,scope,count,mean_dPSNR,median_dPSNR,p01_dPSNR,p05_dPSNR,CVaR5_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,positive_ratio,severe_count,severe_rate,strong_reference_count,strong_reference_regressions,strong_reference_regression_rate,strong_easy_mean_dPSNR,strong_easy_p05_dPSNR,fold,gate_kind,threshold,threshold_low,gamma,tau,fold_tail_pass
V221_risk_zero_t0p60,fold2,480,2.163726023832957,1.4984283447265625,-0.3781071472167969,0.0,-0.26070261001586914,4.480114348729452,0.49014755884806316,0.7375,7,0.014583333333333334,120,3,0.025,0.49014755884806316,-0.0004896163940429667,2,predicted_risk_zero,0.6,,,,1
V221_risk_zero_t0p60,fold3,480,2.065272804101308,1.3863582611083984,-0.6981339263916015,0.0,-0.40156348546346027,4.067092339197795,0.4979008992513021,0.7333333333333333,13,0.027083333333333334,120,7,0.058333333333333334,0.4979008992513021,-0.06698474884033202,3,predicted_risk_zero,0.6,,,,1
V221_risk_zero_t0p60,fold4,480,2.1175132155418397,1.6167221069335938,-0.38187351226806643,0.0,-0.272763729095459,4.25261336962382,0.682129446665446,0.7541666666666667,9,0.01875,120,7,0.058333333333333334,0.682129446665446,-0.08568706512451171,4,predicted_risk_zero,0.6,,,,1
V221_risk_zero_t0p70,fold0,480,2.079883126417796,1.4378433227539062,-0.4952933120727539,0.0,-0.29410521189371747,4.297439114252726,0.5836111068725586,0.8020833333333334,11,0.022916666666666665,120,6,0.05,0.5836111068725586,-0.01850376129150383,0,predicted_risk_zero,0.7,,,,1
V221_risk_zero_t0p70,fold1,480,2.1738813996315,1.5422897338867188,-0.6053396224975586,0.0,-0.34745057423909503,4.220952876408895,0.6898395220438639,0.7875,13,0.027083333333333334,120,9,0.075,0.6898395220438639,-0.12148704528808593,1,predicted_risk_zero,0.7,,,,1
V221_risk_zero_t0p70,fold2,480,2.1896531224250793,1.508707046508789,-0.4710080337524414,0.0,-0.36336978276570636,4.512430842717489,0.5516599337259929,0.775,11,0.022916666666666665,120,4,0.03333333333333333,0.5516599337259929,-0.010779190063476558,2,predicted_risk_zero,0.7,,,,1
V221_risk_zero_t0p70,fold3,480,2.087783912817637,1.4153079986572266,-0.7502261734008789,-0.006666946411132815,-0.5782055854797363,4.040792608261109,0.5516674995422364,0.7729166666666667,16,0.03333333333333333,120,10,0.08333333333333333,0.5516674995422364,-0.17584457397460934,3,predicted_risk_zero,0.7,,,,0
V221_risk_zero_t0p70,fold4,480,2.131835949420929,1.6392707824707031,-0.4765732192993164,0.0,-0.35732555389404297,4.25261336962382,0.6817276636759441,0.7791666666666667,14,0.029166666666666667,120,10,0.08333333333333333,0.6817276636759441,-0.15496463775634764,4,predicted_risk_zero,0.7,,,,0
V221_risk_zero_t0p80,fold0,480,2.088008232911428,1.4498748779296875,-0.773435401916504,-0.05130767822265625,-0.5391097068786621,4.313497845331828,0.6034884452819824,0.825,20,0.041666666666666664,120,12,0.1,0.6034884452819824,-0.45521183013916017,0,predicted_risk_zero,0.8,,,,0
V221_risk_zero_t0p80,fold1,480,2.1776036699612935,1.5422897338867188,-0.6879956817626953,-0.12148704528808593,-0.5184160868326823,4.205374892552694,0.6949575106302898,0.8125,20,0.041666666666666664,120,12,0.1,0.6949575106302898,-0.29689617156982423,1,predicted_risk_zero,0.8,,,,0
V221_risk_zero_t0p80,fold2,480,2.200654137134552,1.519989013671875,-0.6127964782714844,-0.0002668380737304724,-0.44761021931966144,4.511464770634969,0.5682744979858398,0.80625,14,0.029166666666666667,120,6,0.05,0.5682744979858398,-0.05042381286621092,2,predicted_risk_zero,0.8,,,,1
V221_risk_zero_t0p80,fold3,480,2.08602686325709,1.4153079986572266,-1.0439221954345703,-0.17220115661621097,-0.8415632247924805,4.0466674645741785,0.5797780990600586,0.80625,23,0.04791666666666667,120,12,0.1,0.5797780990600586,-0.19921913146972653,3,predicted_risk_zero,0.8,,,,0
V221_risk_zero_t0p80,fold4,480,2.1400879422823587,1.6392707824707031,-0.619328498840332,-0.16554660797119142,-0.5114418665568033,4.247788921991984,0.680596923828125,0.80625,23,0.04791666666666667,120,16,0.13333333333333333,0.680596923828125,-0.38541374206542967,4,predicted_risk_zero,0.8,,,,0
