group,count,mean_dPSNR,raw_mean_dPSNR,mean_risk_scale,mean_unsafe_probability,mean_cosine_to_o3_delta,wrong_direction_rate,mean_mid_local_peak_ratio,mean_final_local_peak_ratio
all,2400,2.2270253642400104,2.09111962556839,0.8014044156678332,0.2945262937794208,0.5413903317002127,0.0025,3.0655298213164013,5.421834762444099
kept_scale_gt_0p5,2044,2.567113668251411,2.5133654758654926,0.8904765931244233,0.18955871203875113,0.5857865680730083,0.0,3.077766457999056,5.426157390243153
shrunk_scale_le_0p5,356,0.27438352884871237,-0.3332357620925046,0.28999000352943377,0.8972053305151757,0.2864860981440491,0.016853932584269662,2.9952722781159906,5.397016079238291
high_risk_prob_ge_0p8,298,0.23659139671581703,-0.3813949815378893,0.2538262418715046,0.9213082916384575,0.2685320008596143,0.020134228187919462,3.0048198987973618,5.392258408885674
tail_severe_after_gate,43,-0.4443999002146166,-1.1263348779012992,0.6811247551163961,0.49010772310024087,0.4086303000456363,0.0,3.0351983447407567,5.01574032251225
