selected_variant,strong_or_easy_count,strong_or_easy_regression_count,preserve_hinge_active_count,preserve_hinge_coverage_on_regressions,mean_preserve_hinge
V221_risk_temperature_gamma0p50,600,29,29,1.0,0.0016703783671061197
