scope,count,brier,ece10,mean_probability,label_rate
all,2400,0.11433018583351472,0.1591096271127541,0.2945262937794208,0.13541666666666666
fold0,480,0.11910628231399127,0.17669095078475341,0.29960761745142006,0.12291666666666666
fold1,480,0.10761503434748118,0.14693400694069772,0.28443400694069776,0.1375
fold2,480,0.1141672111788429,0.16940753808645845,0.30482420475312516,0.13541666666666666
fold3,480,0.12350349993964234,0.1573045412726363,0.292721207939303,0.13541666666666666
fold4,480,0.10725890138761636,0.14521109847922467,0.29104443181255796,0.14583333333333334
