group,bin,expert_selected_rate,unique_win_rate,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
A0-PSNR_q4,q1,0.8933333333333333,0.8933333333333333,150,3.83151980082194,3.539264696121216,3.9997167329530456,3.3424254288544524,3.6821052963669234,0.0,0.0,0.9666666666666667,0.9243471574929044,1.0,0,0.0,0.02497113914571871
A0-PSNR_q4,q2,0.84,0.84,150,2.453179143269857,2.2253864733378093,3.0752357276710303,2.600647292266021,2.1843961767248206,0.034931182861328125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
A0-PSNR_q4,q3,0.6666666666666666,0.6666666666666666,150,1.7287131500244142,1.527266367594401,2.066098084320893,1.609241310325829,1.005332121977935,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
A0-PSNR_q4,q4,0.38666666666666666,0.38666666666666666,150,1.0888305918375651,0.9743378423055014,1.3231302209802576,1.0897336186589421,0.9466216628615921,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q1,0.7066666666666667,0.7066666666666667,150,2.8690559895833334,2.58646973101298,4.31480902594489,3.591042778943036,1.7973593634528082,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q2,0.6,0.6,150,1.9764292653401692,1.7455922985076904,3.8990283656764673,3.3296404065312566,1.135206686483847,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q3,0.66,0.66,150,1.9894806416829427,1.7043366521199543,3.5397236798260665,2.920034550331734,0.7910130475018475,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q4,0.82,0.82,150,2.267276789347331,2.0192921861012776,3.6987477895375847,3.1348487158079403,1.0341199926427893,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q1,0.5333333333333333,0.5333333333333333,150,1.9430618031819662,1.6657201118469238,4.218163773820207,3.5025788590714737,0.9640280233847128,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q2,0.7733333333333333,0.7733333333333333,150,2.2481266911824545,2.0137320315043135,3.8086364849193677,3.2077928800840634,1.20087092631572,0.010295867919921875,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q3,0.7466666666666667,0.7466666666666667,150,2.454983469645182,2.2339978313446047,3.941239021919869,3.406649112701416,1.4386339960871517,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q4,0.7333333333333333,0.7333333333333333,150,2.4560707219441733,2.177941716512044,3.9199949212976404,3.2695020057059625,1.2592389905774914,0.0,0.0,0.96,0.9154854608728422,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q1,0.8733333333333333,0.8733333333333333,150,3.6052486673990884,3.2830785789489747,5.043218097171268,4.3053079605102536,2.046497035670925,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q2,0.8266666666666667,0.8266666666666667,150,2.260709139506022,2.043040414174398,2.4932690697747306,2.0368370623201937,1.6801339226800043,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q3,0.5533333333333333,0.5533333333333333,150,1.5078410720825195,1.3462316398620604,2.5752371195200325,2.2057459367288126,0.8784460119298987,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q4,0.5333333333333333,0.5333333333333333,150,1.7284438069661459,1.483768924077352,3.002989691656989,2.396174719526961,1.017520182841533,0.0,0.0,0.96,0.9154854608728422,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q1,0.4666666666666667,0.4666666666666667,150,1.51839963277181,1.3169642543792723,2.6740221590609163,2.143476463008571,1.0140195279508024,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q2,0.72,0.72,150,2.1064159138997396,1.8989882214864096,3.267731434590108,2.7989655082290237,1.1647005854426205,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q3,0.74,0.74,150,2.3084251785278322,2.0452704079945883,3.3537339390935124,2.6911718858254923,1.0989382975810282,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q4,0.86,0.86,150,3.1690019607543944,2.8582334334055584,4.459403785499367,3.804215212126036,1.6169310904837944,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q1,0.8066666666666666,0.8066666666666666,150,2.5651881154378255,2.3088747367858886,3.9951323431891366,3.344594207969872,1.1513827555888407,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q2,0.6533333333333333,0.6533333333333333,150,1.6552905909220377,1.4666408729553222,3.0397364126669393,2.502187509794493,0.9399645006334459,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q3,0.62,0.62,150,1.7715461349487305,1.5279860858917236,3.371003176714923,2.753088391793741,0.7995766304634713,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q4,0.7066666666666667,0.7066666666666667,150,3.1102178446451823,2.7955299695332845,4.271910486994563,3.633519644350619,1.577472583667652,0.0,0.0,0.9666666666666667,0.9243471574929044,1.0,0,0.0,0.02497113914571871
haze_density_q4,q1,0.4,0.4,150,1.363622283935547,1.1894611384073892,1.9291362246951542,1.4823999559557115,0.9927033089302681,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
haze_density_q4,q2,0.68,0.68,150,2.0614154307047525,1.7942534027099608,3.381862124881229,2.784302074844773,1.1277222504486908,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
haze_density_q4,q3,0.84,0.84,150,2.697121213277181,2.4155816033681234,3.7269249477901973,3.0947374318097087,1.5638444230363175,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
