group,bin,expert_selected_rate,unique_win_rate,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
haze_density_q4,q4,0.8666666666666667,0.8666666666666667,150,2.9800837580362955,2.6836972014109297,4.1543759010933545,3.500007137092384,1.6003105575973924,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
haze_density_p90_q4,q1,0.4,0.4,150,1.4347167714436848,1.232125956217448,2.501332360344964,1.9003638396391997,0.9382620115537901,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
haze_density_p90_q4,q2,0.656441717791411,0.656441717791411,163,1.873130903653572,1.6913673026430094,2.7765520572662354,2.2964539456367494,1.1518911361694335,0.0,0.0,0.9815950920245399,0.9472909504611251,1.0,0,0.0,0.023025432506041655
haze_density_p90_q4,q3,0.8309859154929577,0.8309859154929577,142,2.564916503261512,2.2976754396734105,3.7439818246023995,3.149917253766741,1.6878762381417411,0.0,0.0,0.9788732394366197,0.9397290578508952,1.0,0,0.0,0.02634090684688045
haze_density_p90_q4,q4,0.9172413793103448,0.9172413793103448,145,3.3144165959851497,2.976848738440152,4.764689922332764,4.200019115871854,2.1560500462849936,0.089263916015625,0.0,1.0,0.9741900113946637,1.0,0,0.0,0.025809988605336138
transmission_q4,q1,0.8666666666666667,0.8666666666666667,150,2.9800837580362955,2.6836972014109297,4.1543759010933545,3.500007137092384,1.6003105575973924,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
transmission_q4,q2,0.84,0.84,150,2.697121213277181,2.4155816033681234,3.7269249477901973,3.0947374318097087,1.5638444230363175,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
transmission_q4,q3,0.68,0.68,150,2.0614154307047525,1.7942534027099608,3.381862124881229,2.784302074844773,1.1277222504486908,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
transmission_q4,q4,0.4,0.4,150,1.363622283935547,1.1894611384073892,1.9291362246951542,1.4823999559557115,0.9927033089302681,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
airlight_proxy_q4,q1,0.8466666666666667,0.8466666666666667,150,3.041778361002604,2.7183690439860024,4.532770517710093,3.995263803327406,1.6688595333614864,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
airlight_proxy_q4,q2,0.8726114649681529,0.8726114649681529,157,2.697006687237199,2.432306530824892,4.50456051948743,3.885717000716772,1.3654630612104366,0.0,0.0,0.9936305732484076,0.9648062552548127,1.0,0,0.0,0.02388436822314625
airlight_proxy_q4,q3,0.6573426573426573,0.6573426573426573,143,1.8659143781328535,1.6727002657376802,3.1765074593680245,2.6655324145725796,1.2284688677106586,0.0,0.0,0.972027972027972,0.9302882153718061,1.0,0,0.0,0.02616152370990237
airlight_proxy_q4,q4,0.4,0.4,150,1.4587589518229167,1.2654712575276692,2.536441390578811,2.006655894099055,0.9728649242504223,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
depth_q4,q1,0.72,0.72,150,2.826532033284505,2.5180314025878907,4.820522308349609,4.2279895370071,0.9813492233688766,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
depth_q4,q2,0.66,0.66,150,2.069727210998535,1.8189666315714519,2.959524257763012,2.360897388973752,1.1711441246238914,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
depth_q4,q3,0.72,0.72,150,2.460366643269857,2.1992758026123047,3.9893543140308276,3.3996613399402515,1.178629900958087,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
depth_q4,q4,0.6866666666666666,0.6866666666666666,150,1.7456167984008788,1.5076160844167075,3.002595901489258,2.472498844765328,0.8991138355152027,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q1,0.5466666666666666,0.5466666666666666,150,1.939822832743327,1.669820145289103,4.054121842255464,3.351032571534853,1.007868173960093,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q2,0.66,0.66,150,2.363915049235026,2.0826032651265463,3.7652846671439506,3.094663344202815,1.2069042308910474,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q3,0.76,0.76,150,2.33862361907959,2.0815091514587403,3.61423126426903,3.036948853570062,1.060761529046136,0.0,0.0,0.9733333333333334,0.9334450938998244,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q4,0.82,0.82,150,2.4598811848958335,2.225599157333374,3.716782956509977,3.13646588969875,1.0957975645323057,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
low_texture_q4,q1,0.6133333333333333,0.6133333333333333,150,2.1547975158691406,1.9199595788319905,4.127509142901446,3.496739794756915,1.0753243936074746,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
low_texture_q4,q2,0.6933333333333334,0.6933333333333334,150,2.3825175857543943,2.0827724692026774,4.010662955206794,3.3533709706486885,0.8889476673023121,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
low_texture_q4,q3,0.7133333333333334,0.7133333333333334,150,2.213967132568359,1.978417018254598,3.8904409666319153,3.3096849132228545,1.1958615071064718,0.01404571533203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q4,0.7666666666666667,0.7666666666666667,150,2.3509604517618814,2.1010544668833413,3.675475094769452,3.187349883930103,1.069894842199377,0.0,0.0,0.96,0.9154854608728422,1.0,0,0.0,0.02497113914571871
edge_density_q4,q1,0.6666666666666666,0.6666666666666666,150,2.0957977294921877,1.831886189142863,3.4968456577610327,2.8556094865541204,1.0557062303697742,0.0,0.0,0.9666666666666667,0.9243471574929044,1.0,0,0.0,0.02497113914571871
edge_density_q4,q2,0.6266666666666667,0.6266666666666667,150,2.500157725016276,2.19538361231486,4.846812789504592,4.2006518441277585,0.9768679850810283,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
edge_density_q4,q3,0.7266666666666667,0.7266666666666667,150,2.1463234837849936,1.9002633673350018,3.5437596810830607,2.981775219376023,1.0802925728462838,0.010295867919921875,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q4,0.7666666666666667,0.7666666666666667,150,2.359963747660319,2.0633182080586754,3.510828430588181,2.8862443769300308,1.1341148582664695,0.0,0.0,0.98,0.9428523341357584,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q1,0.6733333333333333,0.6733333333333333,150,2.6173679224650064,2.334507116953532,4.473985259597366,3.853616830464956,1.1751957455196895,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q2,0.5133333333333333,0.5133333333333333,150,1.6645681889851889,1.4487541529337566,2.8825646993276237,2.306235022158236,0.8433647155761719,0.0,0.0,0.9666666666666667,0.9243471574929044,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q3,0.74,0.74,150,1.964636599222819,1.7239206015268962,3.2101232683336414,2.6574292466447162,1.0558287130819786,0.0,0.0,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q4,0.86,0.86,150,2.8556699752807617,2.596641872406006,4.527029656075142,3.9168720116486417,1.2737325719884924,0.0,0.0,0.9866666666666667,0.9526921436197237,1.0,0,0.0,0.02497113914571871
split,val_hard,0.8433333333333334,0.8433333333333334,300,2.876378568013509,2.6729567743937173,3.772802225748698,3.3330252965291343,2.0166521708170575,0.0,0.0,0.9833333333333333,0.9615840563782942,1.0,0,0.0,0.012643429997735661
split,val_regular,0.55,0.55,300,1.674742774963379,1.5044611651102702,3.076035664876302,2.6455603141784665,1.0527469889322916,0.0,0.0,0.9833333333333333,0.9615840563782942,1.0,0,0.0,0.012643429997735661
