oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.6985173352559407,0.6287285788853962,0.7590625,0.5704316298166912,0.7833030192057292,0.0,0.0,0.72,0.6827601080666953,1.0,0,0.0,0.006361933328210577
S1_plus_expert_alpha,all,600,4.861505187352498,4.647746663888295,8.599952430725098,8.240486541748046,1.6515010833740233,0.16999053955078125,0.0,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577
gain_over_S0,all,600,4.162987852096558,3.9579794925053915,7.840889930725098,7.475354949951172,0.8681980641682943,0.0,0.0,0.9,0.8733917715791705,1.0,0,0.0,0.006361933328210577
