oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.6985173352559407,0.6287285788853962,0.7590625,0.5704316298166912,0.7833030192057292,0.0,0.0,0.72,0.6827601080666953,1.0,0,0.0,0.006361933328210577
S1_plus_expert_alpha,all,600,3.1974240938822427,3.052217435201009,4.358994394938151,4.004270181655883,2.276409657796224,0.0,0.0,0.99,0.9783561648617456,1.0,0,0.0,0.006361933328210577
gain_over_S0,all,600,2.498906758626302,2.3468813511530557,3.599931894938151,3.256055585861206,1.4931066385904948,0.0,0.0,0.9066666666666666,0.880733078830851,1.0,0,0.0,0.006361933328210577
