scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
all,600,0.011106379826863607,-0.2270916233062744,2.8524079513549805,2.4633625227610274,-3.2554720052083335,-9.786293029785156,-0.0012177095810572307,0.4866666666666667,0.44688472035162025,0.4866666666666667,294,294.0,0.5299365573506817
val_regular,300,-1.4936074002583821,-1.8049447453816732,1.8854009501139324,1.2446268844604491,-4.03700678507487,-9.786293029785156,-0.001867612600326538,0.2833333333333333,0.23533002872803954,0.2833333333333333,206,412.0,0.7365164659779293
val_hard,300,1.5158201599121093,1.259815818786621,2.889531733194987,2.3651300977071124,-0.1840868886311849,-8.611162185668945,-0.0005678065617879232,0.69,0.6355381623460284,0.69,88,176.0,0.34720711452813136
