group,bin,expert_selected_rate,unique_win_rate,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
A0-PSNR_q4,q1,0.9933333333333333,0.9933333333333333,150,8.599952430725098,8.247465054194134,10.228741465388117,9.657916370598047,6.867336376293285,1.8030929565429688,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
A0-PSNR_q4,q2,1.0,1.0,150,5.483782704671224,5.183478607177735,6.778387533651816,6.1559536495724245,4.8040302379711255,1.4013252258300781,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
A0-PSNR_q4,q3,0.9133333333333333,0.9133333333333333,150,3.7107845306396485,3.4504193026224774,4.690875285380596,4.094777895953205,2.620796719112912,0.3813323974609375,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
A0-PSNR_q4,q4,0.6933333333333334,0.6933333333333334,150,1.6515010833740233,1.4956834513346355,2.4433963878734692,2.1311297494011954,1.0761111491435282,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q1,0.9,0.9,150,5.600905265808105,5.176556398391724,9.609411239624023,8.975656434651967,2.756707578092008,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q2,0.8666666666666667,0.8666666666666667,150,4.089010581970215,3.67575040435791,8.120799657460806,7.368518303536081,1.203067264041385,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q3,0.86,0.86,150,4.432470499674479,3.963561677932739,8.327732498581344,7.52280114405864,1.3402979051744617,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_signed_q4,q4,0.9733333333333334,0.9733333333333334,150,5.323634401957194,4.95426731300354,8.295784357431772,7.621489968170991,2.447567707783467,0.2562065124511719,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q1,0.7666666666666667,0.7666666666666667,150,3.5790445200602212,3.124323319117228,8.300964664768529,7.646059752799369,1.0617978895032727,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q2,0.94,0.94,150,5.067022476196289,4.66579437828064,8.471610919849292,7.834771130536054,2.1196841678103886,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
