group,bin,expert_selected_rate,unique_win_rate,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
FullUDP-A0_diff_abs_q4,q3,0.9333333333333333,0.9333333333333333,150,5.299528350830078,4.929388715108235,9.24790366920265,8.63927159696012,2.6764992378853463,0.417938232421875,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
FullUDP-A0_diff_abs_q4,q4,0.96,0.96,150,5.500425402323405,5.100588563919067,8.928154249449033,8.256426950403164,2.668019165863862,0.3813323974609375,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q1,0.98,0.98,150,7.7336820729573565,7.350546272913615,10.080738892426362,9.561313739982811,5.041875890783362,1.32086181640625,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q2,0.9066666666666666,0.9066666666666666,150,3.638035888671875,3.381431115468343,5.103712442758921,4.63580545476965,2.1015373436180322,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q3,0.7666666666666667,0.7666666666666667,150,2.453604507446289,2.1315829728444418,4.62245343182538,3.904112808124439,1.1214760445259713,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
Expert-A0_diff_signed_q4,q4,0.9466666666666667,0.9466666666666667,150,5.620698280334473,5.146963841756184,8.769672032949087,8.073475226840456,2.3954017226760453,0.3214988708496094,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q1,0.7066666666666667,0.7066666666666667,150,1.9716357167561849,1.7646261863708494,3.369417139001795,2.793447566676784,1.0761111491435282,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q2,0.9133333333333333,0.9133333333333333,150,4.065014966328939,3.72803507232666,6.002317531688793,5.375539171373522,2.179704511487806,0.2562065124511719,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q3,0.9866666666666667,0.9866666666666667,150,5.73806884765625,5.414706175486247,8.202385567330026,7.562744367444838,3.3662162986961572,0.3813323974609375,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
expert_disagreement_q4,q4,0.9933333333333333,0.9933333333333333,150,7.67130121866862,7.287515192667643,10.098161645837733,9.48343977283787,4.678814140526024,1.427337646484375,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q1,0.96,0.96,150,5.701117973327637,5.30321432685852,8.99584471212851,8.50206127166748,2.796878402297561,0.2562065124511719,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q2,0.9066666666666666,0.9066666666666666,150,4.1344698079427085,3.7189734261830645,7.127434704754804,6.34845030758832,1.2376712077372782,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q3,0.84,0.84,150,3.6552383931477865,3.246933486938477,7.600473661680479,6.830537705808072,1.0582182600691512,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
residual_cosine_q4,q4,0.8933333333333333,0.8933333333333333,150,5.955194574991862,5.512085963567098,10.17384348688899,9.492430784895614,2.415505177265889,0.5478515625,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
haze_density_q4,q1,0.7,0.7,150,2.2057172775268556,1.9695016345977783,3.5138375050312765,2.9578535621230664,1.1181046769425675,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
haze_density_q4,q2,0.94,0.94,150,4.2379122161865235,3.809908759435018,7.1878249709670605,6.429535677626327,1.6425112131479624,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
haze_density_q4,q3,0.9666666666666667,0.9666666666666667,150,6.05870179494222,5.615101853052775,9.531633273975268,8.87736780063526,2.960573351061022,0.604766845703125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
haze_density_q4,q4,0.9933333333333333,0.9933333333333333,150,6.943689460754395,6.544594984054565,9.786522272470835,9.203523849796605,4.049483428130278,0.3813323974609375,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
haze_density_p90_q4,q1,0.7266666666666667,0.7266666666666667,150,2.3291005071004234,2.0739430357615154,4.617341067339923,3.907851680549415,1.089222882245038,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
haze_density_p90_q4,q2,0.8957055214723927,0.8957055214723927,163,4.225376140851916,3.862030042753629,7.481931734085083,6.872560644149781,1.8181102752685547,0.417938232421875,0.0,1.0,0.9769745674939582,1.0,0,0.0,0.023025432506041655
haze_density_p90_q4,q3,0.9929577464788732,0.9929577464788732,142,6.146483475053814,5.754627049137169,9.555915560041155,8.89281274523054,3.6634793962751115,0.604766845703125,0.0,1.0,0.9736590931531194,1.0,0,0.0,0.02634090684688045
haze_density_p90_q4,q4,0.993103448275862,0.993103448275862,145,6.937938427102977,6.566776917556236,9.95340887705485,9.324899747636582,4.126277075873481,0.3813323974609375,0.0,1.0,0.9741900113946637,1.0,0,0.0,0.025809988605336138
transmission_q4,q1,0.9933333333333333,0.9933333333333333,150,6.943689460754395,6.544594984054565,9.786522272470835,9.203523849796605,4.049483428130278,0.3813323974609375,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
transmission_q4,q2,0.9666666666666667,0.9666666666666667,150,6.05870179494222,5.615101853052775,9.531633273975268,8.87736780063526,2.960573351061022,0.604766845703125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
transmission_q4,q3,0.94,0.94,150,4.2379122161865235,3.809908759435018,7.1878249709670605,6.429535677626327,1.6425112131479624,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
transmission_q4,q4,0.7,0.7,150,2.2057172775268556,1.9695016345977783,3.5138375050312765,2.9578535621230664,1.1181046769425675,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
airlight_proxy_q4,q1,0.9933333333333333,0.9933333333333333,150,6.431980946858724,6.043154065450032,9.923220247835726,9.392976384549527,3.3707542419433594,0.7484321594238281,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
airlight_proxy_q4,q2,0.9808917197452229,0.9808917197452229,157,5.626736501219925,5.240796105573131,9.04196191445375,8.480757295168363,2.605106451572516,0.31085968017578125,0.0,1.0,0.9761156317768539,1.0,0,0.0,0.02388436822314625
airlight_proxy_q4,q3,0.8881118881118881,0.8881118881118881,143,4.515658305241511,4.102569066561186,8.681490816388811,7.954665431976318,1.616379111153739,0.16999053955078125,0.0,1.0,0.9738384762900977,1.0,0,0.0,0.02616152370990237
airlight_proxy_q4,q4,0.7333333333333333,0.7333333333333333,150,2.8197946802775067,2.493162661234538,5.792141321543101,4.977892677204029,1.134840269346495,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q1,0.94,0.94,150,5.552668228149414,5.077219813028972,9.496652242299673,8.673532596794335,2.1025257626095333,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q2,0.9133333333333333,0.9133333333333333,150,4.954888292948405,4.483092974980672,8.607711431142446,8.141464406090815,1.4326817280537374,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q3,0.8666666666666667,0.8666666666666667,150,5.005464973449707,4.534503230412801,8.851506568290091,8.117969842859218,1.7300501643000423,0.3395538330078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
depth_q4,q4,0.88,0.88,150,3.9329992548624673,3.5852896931966147,7.121827666823928,6.468242186469001,1.368442947800095,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q1,0.8133333333333334,0.8133333333333334,150,3.4991704177856446,3.1300179335276286,7.248400249996701,6.651184535670925,1.1221615559345968,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q2,0.86,0.86,150,4.641366132100424,4.195364016850789,8.45627310469344,7.4943214906228555,1.570912335370038,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q3,0.9333333333333333,0.9333333333333333,150,5.5051971054077145,5.023976746877034,9.865157307805243,9.251080214010702,2.259756346006651,0.49932861328125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
dark_channel_q4,q4,0.9933333333333333,0.9933333333333333,150,5.800287094116211,5.381830319722494,8.952879106676257,8.34706944646062,3.1918012258168815,0.4524078369140625,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q1,0.8133333333333334,0.8133333333333334,150,4.2615272903442385,3.849082803726196,7.9563068183692724,7.282989950437803,1.2040882626095333,0.2117462158203125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q2,0.9133333333333333,0.9133333333333333,150,5.293005434672038,4.784568169911703,9.30784880148398,8.651046355994973,1.563404908051362,0.2562065124511719,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q3,0.94,0.94,150,4.911784350077311,4.507490420023601,8.549462344195392,7.866516958700644,2.1623288747426628,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
low_texture_q4,q4,0.9333333333333333,0.9333333333333333,150,4.979703674316406,4.536591291427612,8.991069999901024,8.362644512588913,1.8240038897540118,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q1,0.86,0.86,150,4.723244895935059,4.286812459945679,8.8259030419427,8.138444235518172,1.5883224074904982,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q2,0.9066666666666666,0.9066666666666666,150,4.63187801361084,4.154469751993815,9.031116640245592,8.296498633719779,1.2230098827465161,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q3,0.9,0.9,150,4.964224383036296,4.537829984029135,8.677721126659497,7.90066037822414,1.8321031106484902,0.23949050903320312,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
edge_density_q4,q4,0.9333333333333333,0.9333333333333333,150,5.1266734568278,4.7373753223419195,8.270364812902502,7.663188037356814,1.8349980534733952,0.255828857421875,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q1,0.8666666666666667,0.8666666666666667,150,4.715092786153158,4.274751025517782,9.152795585426125,8.605294302347543,1.5845563733899914,0.21933364868164062,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q2,0.82,0.82,150,3.7289470291137694,3.31101589012146,7.132762651185732,6.296821282361004,1.1775717864165436,0.16999053955078125,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q3,0.9466666666666667,0.9466666666666667,150,4.671075261433919,4.2601141649882,8.367765993685335,7.688100490054569,1.7795253444362331,0.23949050903320312,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
sky_highlight_proxy_q4,q4,0.9666666666666667,0.9666666666666667,150,6.3309056727091475,5.954216206868489,9.273383939588392,8.749597513353503,3.4661632228542016,0.4524078369140625,0.0,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871
split,val_hard,0.97,0.97,300,6.412260748545329,6.15154568640391,9.274178848266601,8.745271511077881,4.248447570800781,0.7234611511230469,0.0,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
split,val_regular,0.83,0.83,300,3.310749626159668,3.046465637207031,6.731334330240886,6.225392941792806,1.189415537516276,0.16999053955078125,0.0,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661
