expert_id,expert_name,role,alpha,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_per_600,mean_vs_full,hard_vs_full,easy_vs_full,positive_vs_full,severe_per_600_vs_full
wdmamba,WDMamba,endpoint_alpha1,1.0,3.5780522632598877,8.276923433939617,-1.0485372416178385,-6.3777618408203125,0.0016351914405822753,0.7683333333333333,0.7683333333333333,124.0,0.0,0.0,0.0,0.0,0.0
wdmamba,WDMamba,alpha0375,0.375,2.512202049891154,3.5056149673461916,1.1894835408528646,-1.509063720703125,0.0016733370224634807,0.9733333333333334,0.9733333333333334,11.0,-1.0658502133687335,-4.771308466593425,2.238020782470703,0.20500000000000007,-113.0
wdmamba,WDMamba,best_safety_alpha,0.125,0.8604747295379639,1.0540487798055014,0.5867562866210938,-0.2539710998535156,0.000687445600827535,0.9916666666666667,0.9916666666666667,2.0,-2.717577533721924,-7.222874654134115,1.6352935282389323,0.22333333333333338,-122.0
fsudp,FSNet+UDP,endpoint_alpha1,1.0,2.64239156405131,4.206926918029785,1.2047945404052733,-6.490203857421875,0.0019294390082359315,0.8583333333333333,0.8583333333333333,71.0,0.0,0.0,0.0,0.0,0.0
fsudp,FSNet+UDP,alpha0375,0.375,1.6023010762532552,1.6239867146809897,1.581052220662435,-1.4380111694335938,0.0014222350716590882,0.97,0.97,14.0,-1.0400904877980548,-2.5829402033487954,0.37625768025716155,0.11166666666666669,-57.0
fsudp,FSNet+UDP,best_safety_alpha,0.125,0.56147310256958,0.5225772857666016,0.6102801767985025,-0.3823966979980469,0.0005550840497016906,0.9783333333333334,0.9783333333333334,1.0,-2.0809184614817298,-3.6843496322631832,-0.5945143636067708,0.1200000000000001,-70.0
mbtaylor,MB-TaylorFormerV2-L,endpoint_alpha1,1.0,0.011106379826863607,2.8524079513549805,-3.2554720052083335,-9.786293029785156,-0.0009610287348429362,0.4866666666666667,0.4866666666666667,294.0,0.0,0.0,0.0,0.0,0.0
mbtaylor,MB-TaylorFormerV2-L,alpha0375,0.375,1.0780237674713136,1.8967619450887043,0.007125651041666667,-4.186733245849609,0.0006059426069259644,0.8033333333333333,0.8033333333333333,99.0,1.06691738764445,-0.9556460062662762,3.26259765625,0.31666666666666665,-195.0
mbtaylor,MB-TaylorFormerV2-L,best_safety_alpha,0.125,0.4854629866282145,0.6536301803588868,0.25978591918945315,-1.2419624328613281,0.00033716340859731036,0.905,0.905,21.000000000000004,0.4743566068013509,-2.198777770996094,3.515257924397787,0.41833333333333333,-273.0
