oracle,scope,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
S0_fulludp_alpha,all,600,0.6985173352559407,0.6287285788853962,0.7590625,0.5704316298166912,0.7833030192057292,0.0,0.0,0.72,0.6827601080666953,1.0,0,0.0,0.006361933328210577
S1_plus_expert_alpha,all,600,2.275560671488444,2.1439831261634823,3.83151980082194,3.5308502858479818,1.0888305918375651,0.0,0.0,0.9833333333333333,0.9695944296370503,1.0,0,0.0,0.006361933328210577
gain_over_S0,all,600,1.5770433362325031,1.4470483385721842,3.0724573008219402,2.7393182792663575,0.30552757263183594,0.0,0.0,0.6966666666666667,0.6587278408342515,1.0,0,0.0,0.006361933328210577
