operator_label,fold,gain_0125_to_025_block_count,gain_0125_to_025_beneficial_block_count,gain_0125_to_025_harmful_block_count,gain_0125_to_025_net_sse,gain_0125_to_025_beneficial_sse,gain_0125_to_025_harmful_sse,gain_0125_to_025_harmful_to_beneficial,gain_025_to_05_block_count,gain_025_to_05_beneficial_block_count,gain_025_to_05_harmful_block_count,gain_025_to_05_net_sse,gain_025_to_05_beneficial_sse,gain_025_to_05_harmful_sse,gain_025_to_05_harmful_to_beneficial,gain_05_to_10_block_count,gain_05_to_10_beneficial_block_count,gain_05_to_10_harmful_block_count,gain_05_to_10_net_sse,gain_05_to_10_beneficial_sse,gain_05_to_10_harmful_sse,gain_05_to_10_harmful_to_beneficial
D_ref,ALL,20000,9177,4974,49.34279014442291,75.60157452103158,26.258784376608673,0.3473311838142174,20000,8680,5471,83.90685684952768,141.45999970892444,57.55314285939676,0.40685100366054816,20000,7704,6447,108.73663382150698,246.89044064260088,138.1538068210939,0.5595753584525601
D_rep,ALL,20000,9173,4978,48.76292901491979,74.20972221868578,25.446793203765992,0.3429037657461891,20000,8662,5489,82.83228129519557,138.72709993150784,55.894818636312266,0.40291203855561447,20000,7641,6510,106.92812843110005,241.7084526710678,134.78032423996774,0.5576152705895866
