fold,epoch,train_count,loss,train_mean_dPSNR_vs_A0,train_p05_dPSNR_vs_A0,train_CVaR5_dPSNR_vs_A0,train_severe_rate,mean_unsafe_probability,mean_action_rms_proxy
2,1,384,0.05818702878605109,0.03304591811320049,-0.32762316277816694,-0.49245507654655185,0.109375,0.18231576071896902,0.037673590995837
2,2,384,0.05841786809226809,0.062075444899207986,-0.5296496078183971,-0.6939452201264196,0.1875,0.18213942581011602,0.048655245472521834
