rhfd2_delta_abs_mean,rhfd2_delta_abs_max,rhfd2_delta_std,rhfd2_delta_norm,rhfd2_feature_norm,rhfd2_delta_norm_ratio,rhfd1_delta_abs_mean,rhfd1_delta_abs_max,rhfd1_delta_std,rhfd1_delta_norm,rhfd1_feature_norm,rhfd1_delta_norm_ratio,name,model,bucket,categories,original_psnr,candidate_psnr,delta_psnr
0.0009691814193502069,0.007546564098447561,0.0012040277943015099,2.0198240280151367,841.2562255859375,0.002400961760025399,0.0005374798784032464,0.0034705004654824734,0.0006891455850563943,0.8119696378707886,292.2969970703125,0.0027778925066256088,169_0.77_1.51.png,b1_surgery_s0.70,hard_bottom_25pct,hard_gain,28.350719451904297,28.38237762451172,0.031658172607421875
0.0009858598932623863,0.0076684653759002686,0.0012303320690989494,2.062955617904663,927.3527221679688,0.0022245641475897946,0.0005332992295734584,0.0033905210439115763,0.0006850332720205188,0.806826651096344,301.7640686035156,0.002673700201717602,170_0.96_1.28.png,b1_surgery_s0.70,hard_bottom_25pct,hard_gain,28.867084503173828,28.903505325317383,0.03642082214355469
0.0009750763420015574,0.007572392001748085,0.0012126242509111762,2.033979654312134,860.6922607421875,0.002363190360929008,0.0005358144990168512,0.003451988799497485,0.0006875540711916983,0.8100014328956604,299.0018005371094,0.002709018579288222,172_0.86_1.47.png,b1_surgery_s0.70,hard_bottom_25pct,hard_gain,28.271846771240234,28.305322647094727,0.03347587585449219
0.0009515218553133309,0.011076521128416061,0.0011666759382933378,1.959650993347168,717.186279296875,0.0027324156218777604,0.0005473530036397278,0.002853716490790248,0.0006999103352427483,0.8255787491798401,265.81878662109375,0.003105795341533348,177_0.65_1.52.png,b1_surgery_s0.70,hard_bottom_25pct,hard_gain,29.186059951782227,29.21680450439453,0.030744552612304688
0.0009523816988803446,0.010138047859072685,0.0011827724520117044,1.9806135892868042,751.76806640625,0.002634607238313439,0.0005318428738974035,0.0026820460334420204,0.0006783597636967897,0.7992663979530334,251.3842010498047,0.0031794615358292995,218_0.53_1.18.png,b1_surgery_s0.70,medium_middle_50pct,worst_regression_top10|medium_ordinary_regression,32.64994812011719,32.55211639404297,-0.09783172607421875
0.0009615782764740288,0.010010233148932457,0.0011923018610104918,1.997077226638794,734.31689453125,0.0027196394928563163,0.000533432699739933,0.002641795901581645,0.0006805229349993169,0.8018025159835815,249.93348693847656,0.0032080635764544533,219_0.62_1.27.png,b1_surgery_s0.70,medium_middle_50pct,worst_regression_top10|medium_ordinary_regression,33.99677658081055,33.889984130859375,-0.10679244995117188
0.0009674481698311865,0.009916325099766254,0.001197673613205552,2.0065603256225586,718.3031005859375,0.0027934730115820997,0.0005344382370822132,0.0026460536755621433,0.0006823292933404446,0.8039659857749939,249.0030975341797,0.003228738894160289,220_0.68_1.35.png,b1_surgery_s0.70,medium_middle_50pct,worst_regression_top10|medium_ordinary_regression,34.235313415527344,34.17576217651367,-0.059551239013671875
0.0010701005812734365,0.015332355163991451,0.0013544714311137795,2.272239923477173,1079.11181640625,0.0021056575314357872,0.0005591394146904349,0.003402567468583584,0.0007118313806131482,0.8398091793060303,305.2610168457031,0.00275111833140004,224_0.7_1.92.png,b1_surgery_s0.70,medium_middle_50pct,worst_regression_top10|medium_ordinary_regression,32.940879821777344,32.88279724121094,-0.05808258056640625
0.0009805880254134536,0.00821732822805643,0.0012157938908785582,2.0384328365325928,784.668212890625,0.0025978277226539445,0.0005382863455452025,0.0032909184228628874,0.0006932527176104486,0.8161206245422363,272.6165466308594,0.002993657702103156,242_0.62_1.18.png,b1_surgery_s0.70,hard_bottom_25pct,hard_gain,27.618785858154297,27.650550842285156,0.031764984130859375
0.000971961475443095,0.008932542987167835,0.0011983151780441403,2.0101773738861084,711.9647827148438,0.002823422481967377,0.0005381866358220577,0.003514775773510337,0.0006931948009878397,0.8163709044456482,271.7800598144531,0.003003792496782113,243_0.7_1.66.png,b1_surgery_s0.70,hard_bottom_25pct,hard_gain,26.531673431396484,26.561954498291016,0.03028106689453125
