epoch,train_loss,train_hard_bce,train_spatial_bce,subset_hard_bce,subset_spatial_bce
0,,,,1.7324592983350158,2.0639835316687822
1,0.9084262183507283,0.1053808893362681,0.7908184145291647,1.7204617224633694,0.7366116824559867
2,0.7959261387189229,0.10668124993642171,0.6769094044367472,1.7046172386035323,0.7174621825106442
3,0.7906696098645528,0.10304740913709005,0.675926766872406,1.7032755622640252,0.7251765984110534
4,0.7871082173983256,0.10066190234820048,0.6750714173316955,1.7058323565870523,0.7261167066171765
5,0.7886821262041728,0.10233930945396423,0.6744354267120362,1.704424905590713,0.7292757444083691
