split,scope,feature,count,bad_count,auc_high_is_bad,best_auc,best_direction_for_bad
oof,overall,pred_abs_mean,24000,740,0.4517317747670284,0.5482682252329716,low
oof,overall,pred_abs_max,24000,740,0.3755578536403988,0.6244421463596013,low
oof,overall,pred_coeff_norm,24000,740,0.3748512700146406,0.6251487299853594,low
oof,overall,pred_low_energy,24000,740,0.4211136157653784,0.5788863842346216,low
oof,overall,weighted_residual_norm,24000,740,0.809931619065325,0.809931619065325,high
oof,overall,nn_distance,24000,740,0.23678917524575308,0.763210824754247,low
oof,overall,confidence_proxy,24000,740,0.763210824754247,0.763210824754247,high
oof,overall,proxy_score,24000,740,0.8248990262833771,0.8248990262833771,high
oof,overall,M_safe_mean,24000,740,0.8218600543794009,0.8218600543794009,high
oof,overall,M_safe_nonzero_frac,24000,740,0.5223559759243336,0.5223559759243336,high
oof,global_mean_coeff|K16|scale0.25,pred_abs_mean,3000,76,0.4732522139822881,0.5267477860177119,low
oof,global_mean_coeff|K16|scale0.25,pred_abs_max,3000,76,0.4800021599827201,0.5199978400172799,low
oof,global_mean_coeff|K16|scale0.25,pred_coeff_norm,3000,76,0.5423266613867089,0.5423266613867089,high
oof,global_mean_coeff|K16|scale0.25,pred_low_energy,3000,76,0.47686568507451943,0.5231343149254806,low
oof,global_mean_coeff|K16|scale0.25,weighted_residual_norm,3000,76,0.7936226510187918,0.7936226510187918,high
oof,global_mean_coeff|K16|scale0.25,nn_distance,3000,76,0.23427262581899344,0.7657273741810066,low
oof,global_mean_coeff|K16|scale0.25,confidence_proxy,3000,76,0.7657273741810066,0.7657273741810066,high
oof,global_mean_coeff|K16|scale0.25,proxy_score,3000,76,0.8607868637050904,0.8607868637050904,high
oof,global_mean_coeff|K16|scale0.25,M_safe_mean,3000,76,0.8543226654186766,0.8543226654186766,high
oof,global_mean_coeff|K16|scale0.25,M_safe_nonzero_frac,3000,76,0.5222298221614227,0.5222298221614227,high
oof,global_mean_coeff|K16|scale0.5,pred_abs_mean,3000,129,0.48162998604057145,0.5183700139594285,low
oof,global_mean_coeff|K16|scale0.5,pred_abs_max,3000,129,0.4715127754422061,0.5284872245577938,low
oof,global_mean_coeff|K16|scale0.5,pred_coeff_norm,3000,129,0.5286046781636197,0.5286046781636197,high
oof,global_mean_coeff|K16|scale0.5,pred_low_energy,3000,129,0.48868260255589846,0.5113173974441015,low
oof,global_mean_coeff|K16|scale0.5,weighted_residual_norm,3000,129,0.8039550814209996,0.8039550814209996,high
oof,global_mean_coeff|K16|scale0.5,nn_distance,3000,129,0.2437715837876223,0.7562284162123777,low
oof,global_mean_coeff|K16|scale0.5,confidence_proxy,3000,129,0.7562284162123777,0.7562284162123777,high
oof,global_mean_coeff|K16|scale0.5,proxy_score,3000,129,0.8474007652034917,0.8474007652034917,high
oof,global_mean_coeff|K16|scale0.5,M_safe_mean,3000,129,0.8399768872904398,0.8399768872904398,high
oof,global_mean_coeff|K16|scale0.5,M_safe_nonzero_frac,3000,129,0.5226401950539882,0.5226401950539882,high
oof,global_mean_coeff|K16|scale0.75,pred_abs_mean,3000,153,0.4985800900385913,0.5014199099614087,low
oof,global_mean_coeff|K16|scale0.75,pred_abs_max,3000,153,0.4611137512023894,0.5388862487976106,low
oof,global_mean_coeff|K16|scale0.75,pred_coeff_norm,3000,153,0.5079753713919709,0.5079753713919709,high
oof,global_mean_coeff|K16|scale0.75,pred_low_energy,3000,153,0.5020948550360315,0.5020948550360315,high
oof,global_mean_coeff|K16|scale0.75,weighted_residual_norm,3000,153,0.8116007906499445,0.8116007906499445,high
oof,global_mean_coeff|K16|scale0.75,nn_distance,3000,153,0.24825352222612496,0.751746477773875,low
oof,global_mean_coeff|K16|scale0.75,confidence_proxy,3000,153,0.751746477773875,0.751746477773875,high
oof,global_mean_coeff|K16|scale0.75,proxy_score,3000,153,0.8220027502863925,0.8220027502863925,high
oof,global_mean_coeff|K16|scale0.75,M_safe_mean,3000,153,0.8161670006956067,0.8161670006956067,high
oof,global_mean_coeff|K16|scale0.75,M_safe_nonzero_frac,3000,153,0.5228310502283106,0.5228310502283106,high
oof,global_mean_coeff|K16|scale1,pred_abs_mean,3000,175,0.48765613147914033,0.5123438685208597,low
