name,bucket,original_psnr,candidate_psnr,delta_psnr,original_ssim,candidate_ssim,delta_ssim,gamma_mean,gamma_abs_mean,gamma_std,gamma_min,gamma_max,gamma_abs_gt_0.05,gamma_abs_gt_0.10,gamma_abs_gt_0.09,beta_present,beta_mean,beta_abs_mean,beta_std,beta_min,beta_max,beta_abs_gt_0.02,beta_abs_gt_0.05,beta_abs_gt_0.1
1000_0.73_1.8.png,medium_middle_50pct,24.101058959960938,23.969223022460938,-0.1318359375,0.9698402881622314,0.9681048393249512,-0.0017354488372802734,-0.004179270472377539,0.0254833847284317,0.03297292813658714,-0.09956762194633484,0.0998622477054596,0.1486714780330658,0.0,0.005801595281809568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_0.5_1.76.png,hard_bottom_25pct,16.474328994750977,16.77028465270996,0.2959556579589844,0.9139453172683716,0.9120184779167175,-0.0019268393516540527,-0.004205434117466211,0.024350862950086594,0.03025696612894535,-0.09972050040960312,0.09988637268543243,0.10500214248895645,0.0,0.0025114703457802534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_0.83_1.44.png,hard_bottom_25pct,17.447486877441406,18.003997802734375,0.5565109252929688,0.9196130037307739,0.9238812327384949,0.004268229007720947,-0.004890910815447569,0.025296378880739212,0.03161121904850006,-0.09927143156528473,0.09988441318273544,0.10314508527517319,0.0,0.007186257746070623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_0.67_1.36.png,hard_bottom_25pct,17.962190628051758,18.49897003173828,0.5367794036865234,0.9280794858932495,0.9331235289573669,0.005044043064117432,-0.004871119279414415,0.02617807500064373,0.03239217400550842,-0.09900438040494919,0.09986536204814911,0.11059317737817764,0.0,0.006568682845681906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_0.94_0.98.png,hard_bottom_25pct,18.05660057067871,19.166898727416992,1.1102981567382812,0.9312795400619507,0.9434456825256348,0.012166142463684082,-0.004888284020125866,0.027576468884944916,0.033868491649627686,-0.0987251028418541,0.09986069053411484,0.13840173184871674,0.0,0.006718201097100973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_0.91_1.41.png,hard_bottom_25pct,17.501113891601562,18.03815460205078,0.5370407104492188,0.917473316192627,0.9225376844406128,0.00506436824798584,-0.004900651518255472,0.02527516335248947,0.0316244438290596,-0.09925378859043121,0.09988906234502792,0.10456766933202744,0.0,0.007325302343815565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105_0.84_0.8.png,medium_middle_50pct,23.104873657226562,23.289287567138672,0.18441390991210938,0.9712384939193726,0.9741452932357788,0.00290679931640625,-0.004156630951911211,0.03160308673977852,0.03757763281464577,-0.09962501376867294,0.09981896728277206,0.20343126356601715,0.0,0.003827879438176751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106_0.59_1.07.png,medium_middle_50pct,24.745882034301758,25.59751319885254,0.8516311645507812,0.9822303056716919,0.9828544855117798,0.0006241798400878906,-0.004190229810774326,0.028844602406024933,0.03449513018131256,-0.09967998415231705,0.0998198390007019,0.15199486911296844,0.0,0.0030073358211666346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107_0.89_1.5.png,hard_bottom_25pct,20.71445083618164,20.98747444152832,0.2730236053466797,0.9614100456237793,0.9641394019126892,0.002729356288909912,-0.004721318371593952,0.02709891088306904,0.03383997082710266,-0.0984349474310875,0.09977316111326218,0.1526709645986557,0.0,0.004286907147616148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108_0.73_1.27.png,medium_middle_50pct,24.073863983154297,24.38300132751465,0.30913734436035156,0.971202552318573,0.9755298495292664,0.004327297210693359,-0.0043299440294504166,0.029054762795567513,0.03511377424001694,-0.0993141382932663,0.09971536695957184,0.16491807997226715,0.0,0.0027552498504519463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109_0.74_1.74.png,medium_middle_50pct,23.046205520629883,26.240617752075195,3.1944122314453125,0.9462606310844421,0.9744798541069031,0.028219223022460938,-0.0048909313045442104,0.02956227958202362,0.03624507784843445,-0.0986926481127739,0.09983344376087189,0.18371330201625824,0.0,0.00741486856713891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
