rhfd2_delta_abs_mean,rhfd2_delta_abs_max,rhfd2_delta_std,rhfd2_delta_norm,rhfd2_feature_norm,rhfd2_delta_norm_ratio,rhfd1_delta_abs_mean,rhfd1_delta_abs_max,rhfd1_delta_std,rhfd1_delta_norm,rhfd1_feature_norm,rhfd1_delta_norm_ratio,name,model,bucket,categories,original_psnr,candidate_psnr,delta_psnr
0.0014578443951904774,0.013398666866123676,0.0018195256125181913,3.048830270767212,914.9149780273438,0.003332364584675203,0.0007500574574805796,0.003881598822772503,0.0009646464022807777,1.135420560836792,278.0634765625,0.004083314266487583,85_0.81_1.32.png,b1,hard_bottom_25pct,hard_regression,27.238563537597656,25.66147232055664,-1.5770912170410156
0.0016093450831249356,0.022724822163581848,0.0020995531231164932,4.6725077629089355,1705.459716796875,0.002739735050256508,0.0007826231885701418,0.005363709293305874,0.001005458296276629,1.5762566328048706,504.3309326171875,0.003125441115866134,869_0.55_0.51.png,b1,easy_top_25pct,best_gain_top10,39.000064849853516,42.5275764465332,3.5275115966796875
0.0015389593318104744,0.020092308521270752,0.002025253837928176,4.503355979919434,1567.355712890625,0.0028732188506296603,0.000777018372900784,0.004684948828071356,0.0009957958245649934,1.5610634088516235,436.33355712890625,0.003577683593999711,885_0.82_0.54.png,b1,easy_top_25pct,easy_regression,41.696441650390625,37.92639923095703,-3.7700424194335938
0.001465923385694623,0.01950378343462944,0.0018539241282269359,4.135836124420166,1195.5406494140625,0.003459385614740201,0.0007806497742421925,0.004733256995677948,0.0009994717547670007,1.567511796951294,380.8376159667969,0.004115958432761423,888_0.85_1.91.png,b1,medium_middle_50pct,medium_ordinary_regression,35.20216369628906,34.99407196044922,-0.20809173583984375
0.0015217462787404656,0.024722063913941383,0.0019575380720198154,4.370436191558838,1624.811767578125,0.0026898107699411997,0.000769942591432482,0.00541783357039094,0.0009883870370686054,1.5494625568389893,437.8187561035156,0.0035390502011125404,890_0.8_0.6.png,b1,easy_top_25pct,easy_preserved,39.71193313598633,39.733245849609375,0.021312713623046875
0.0014852284220978618,0.021013960242271423,0.0018860878190025687,4.216629505157471,1398.6617431640625,0.003014760020259496,0.0007687316392548382,0.004766576923429966,0.000983608071692288,1.5427007675170898,447.6830749511719,0.0034459662512042696,908_0.68_1.49.png,b1,easy_top_25pct,easy_preserved,39.04566955566406,39.05182647705078,0.00615692138671875
0.0017414079047739506,0.026316620409488678,0.002320240018889308,5.160029411315918,1926.1580810546875,0.0026789231175099043,0.0007773489924147725,0.004450777545571327,0.0009954712586477399,1.5605236291885376,496.79083251953125,0.0031412085872723626,923_1.0_0.51.png,b1,easy_top_25pct,easy_regression,40.964813232421875,38.06953048706055,-2.895282745361328
0.0019351476803421974,0.026859380304813385,0.002606375841423869,5.781410217285156,1880.6123046875,0.0030742169467224928,0.0007904157391749322,0.005088902078568935,0.0010111629962921143,1.5852980613708496,496.623046875,0.0031921556426878213,935_0.58_0.55.png,b1,easy_top_25pct,easy_regression,48.002933502197266,44.18571090698242,-3.8172225952148438
0.0017916554352268577,0.026717310771346092,0.0024228650145232677,5.377675533294678,1781.7125244140625,0.003018262182931666,0.0007908086408860981,0.005055660381913185,0.0010115393670275807,1.5858179330825806,502.1825866699219,0.0031578512978685147,936_0.99_0.55.png,b1,easy_top_25pct,worst_regression_top10|easy_regression,46.003746032714844,41.465816497802734,-4.537929534912109
0.0014916372019797564,0.024945849552750587,0.0019577285274863243,4.357378959655762,1433.9058837890625,0.003038817964915166,0.0007753844256512821,0.005327113904058933,0.0009962873300537467,1.5619428157806396,421.1153564453125,0.003709061642788795,993_0.73_0.6.png,b1,easy_top_25pct,worst_regression_top10|easy_regression,39.839759826660156,34.1108512878418,-5.728908538818359
