name,index,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,gain_delta,output_max_abs_diff_vs_anchor,corr,M_safe_mean,P_benefit,proxy_score,target_abs_mean,pred_abs_mean,applied_abs_mean
1000_0.74_1.6.png,0,36.89458465576172,37.085052490234375,38.789039611816406,0.19046783447265625,1.8944549560546875,0.19046783447265625,0.002559322863817215,0.1800486147403717,0.2134159654378891,1.0,0.9999957084655762,0.011313256807625294,0.00283297267742455,0.0006121521000750363
1001_0.89_1.66.png,1,35.02743911743164,35.2016487121582,36.463478088378906,0.1742095947265625,1.4360389709472656,0.1742095947265625,0.001803126186132431,0.5217170715332031,0.15698379278182983,1.0,0.9999926090240479,0.013404681347310543,0.00283297267742455,0.0004499206261243671
1002_0.73_1.47.png,2,33.70071029663086,33.75946044921875,34.3560905456543,0.058750152587890625,0.6553802490234375,0.058750152587890625,0.000966385006904602,0.5322627425193787,0.08550451695919037,1.0,0.9999188184738159,0.014679329469799995,0.00283297267742455,0.000244550290517509
1003_0.9_1.06.png,3,38.71543502807617,38.80126953125,39.21985626220703,0.08583450317382812,0.5044212341308594,0.08583450317382812,0.0006605833768844604,0.3859173655509949,0.05866250395774841,1.0,0.9999078512191772,0.009056659415364265,0.00283297267742455,0.0001679619454080239
1004_0.91_1.17.png,4,37.05818557739258,37.14870834350586,37.72386169433594,0.09052276611328125,0.6656761169433594,0.09052276611328125,0.0008637458086013794,0.3518613874912262,0.07627230137586594,1.0,0.9999440908432007,0.01114090345799923,0.00283297267742455,0.00021844723960384727
1005_0.74_1.81.png,5,38.33662796020508,38.33716583251953,39.121376037597656,0.000537872314453125,0.7847480773925781,0.000537872314453125,0.001278519630432129,0.11399783194065094,0.11804071068763733,1.0,0.9999839067459106,0.007624668534845114,0.00283297267742455,0.0003370810009073466
1006_0.89_1.55.png,6,37.09894561767578,37.12313461303711,38.48366165161133,0.024188995361328125,1.3847160339355469,0.024188995361328125,0.0020856857299804688,0.16396446526050568,0.1934923231601715,1.0,0.9999990463256836,0.008587831631302834,0.00283297267742455,0.0005534942611120641
1007_0.68_1.25.png,7,38.79450607299805,38.788841247558594,38.94744873046875,-0.005664825439453125,0.15294265747070312,-0.005664825439453125,0.00023199617862701416,0.16206181049346924,0.02106962539255619,1.0,0.9970719814300537,0.007698973640799522,0.00283297267742455,6.01574829488527e-05
1008_0.52_1.98.png,8,39.02428436279297,39.02644729614258,39.0996208190918,0.002162933349609375,0.07533645629882812,0.002162933349609375,0.00014312565326690674,0.1959330290555954,0.01296052522957325,1.0,0.997860848903656,0.00647794408723712,0.00283297267742455,3.6932317016180605e-05
1009_0.84_0.56.png,9,44.44461441040039,44.44461441040039,44.44461441040039,0.0,0.0,0.0,0.0,,4.93106635985896e-05,0.0,8.601648005424067e-05,0.004470694810152054,0.00283297267742455,0.0
100_0.65_1.43.png,10,36.16236114501953,36.21106719970703,37.09977722167969,0.0487060546875,0.9374160766601562,0.0487060546875,0.0013717710971832275,0.1052168607711792,0.11936704814434052,1.0,0.9997609257698059,0.0106405820697546,0.00283297267742455,0.00033964734757319093
1010_0.91_1.13.png,11,39.185401916503906,39.18595886230469,39.29069900512695,0.00055694580078125,0.10529708862304688,0.00055694580078125,0.0001375824213027954,-0.3340553343296051,0.01370201725512743,1.0,0.9999287128448486,0.007629727479070425,0.00283297267742455,3.810212729149498e-05
1011_0.79_0.66.png,12,43.748023986816406,43.748023986816406,43.748023986816406,0.0,0.0,0.0,0.0,,9.821240382734686e-05,0.0,0.0007819355232641101,0.005071797873824835,0.00283297267742455,0.0
1012_0.85_1.28.png,13,38.438724517822266,38.43632125854492,38.60681915283203,-0.00240325927734375,0.16809463500976562,-0.00240325927734375,0.00021542608737945557,-0.405050128698349,0.02146560698747635,1.0,0.999962568283081,0.008506431244313717,0.00283297267742455,5.974237501504831e-05
1013_0.63_1.83.png,14,39.83412170410156,40.00579833984375,40.726287841796875,0.1716766357421875,0.8921661376953125,0.1716766357421875,0.0012642592191696167,0.6328471899032593,0.11482831835746765,1.0,0.9999841451644897,0.006926377769559622,0.00283297267742455,0.00032707900390960276
1014_0.74_1.61.png,15,40.047698974609375,40.18520736694336,40.91287612915039,0.13750839233398438,0.8651771545410156,0.13750839233398438,0.0012110024690628052,0.649371325969696,0.11008141934871674,1.0,0.9999018907546997,0.00640513701364398,0.00283297267742455,0.00031363562447950244
1015_0.7_1.92.png,16,39.555458068847656,39.781517028808594,40.884544372558594,0.2260589599609375,1.3290863037109375,0.2260589599609375,0.0018736422061920166,0.6304323673248291,0.16993017494678497,1.0,0.999993085861206,0.00713506992906332,0.00283297267742455,0.0004846079973503947
