name,split,A0_PSNR,A0_SSIM,h,w
1012_0.85_1.28.png,val_regular,38.416282653808594,0.9647232890129089,400,400
1016_0.8_1.72.png,val_regular,39.61763381958008,0.9955521821975708,400,400
1023_0.5_1.87.png,val_regular,37.465614318847656,0.9968034625053406,400,400
1031_0.76_0.7.png,val_regular,42.84375762939453,0.9985350370407104,400,400
1035_0.76_1.14.png,val_regular,33.747764587402344,0.9929153919219971,400,400
1037_0.89_0.54.png,val_regular,35.944435119628906,0.9982537031173706,400,400
1039_0.79_1.79.png,val_regular,32.14398956298828,0.9955849051475525,400,400
1063_0.51_1.61.png,val_regular,34.06106948852539,0.9881767630577087,400,400
1076_0.71_1.18.png,val_regular,35.23798370361328,0.9977800250053406,400,400
1080_0.59_1.22.png,val_regular,40.876853942871094,0.9971413612365723,400,400
1085_0.71_1.3.png,val_regular,40.47186279296875,0.9976682066917419,400,400
1087_0.68_1.22.png,val_regular,41.458438873291016,0.9981305599212646,400,400
1100_0.58_1.95.png,val_regular,31.112850189208984,0.9931526184082031,400,400
1102_0.65_0.94.png,val_regular,29.722129821777344,0.9940282702445984,400,400
1110_0.92_0.77.png,val_regular,39.92845916748047,0.9984459280967712,400,400
1122_0.94_0.53.png,val_regular,40.93035888671875,0.9982924461364746,400,400
1128_0.8_1.45.png,val_regular,37.51072311401367,0.996343731880188,400,400
1133_0.68_1.41.png,val_regular,32.86006164550781,0.9953678846359253,400,400
1134_0.69_1.2.png,val_regular,32.35954666137695,0.9958474040031433,400,400
114_0.75_1.45.png,val_regular,33.99034881591797,0.9939260482788086,400,400
1157_0.56_1.98.png,val_regular,39.585540771484375,0.9974614977836609,400,400
1177_0.71_1.64.png,val_regular,34.683807373046875,0.9957431554794312,400,400
1183_0.84_1.24.png,val_regular,34.049407958984375,0.9964977502822876,400,400
1200_0.97_0.52.png,val_regular,31.8935546875,0.9975616335868835,400,400
1212_0.8_1.74.png,val_regular,30.249650955200195,0.9950136542320251,400,400
1233_0.54_0.63.png,val_regular,37.33698654174805,0.9981060028076172,400,400
1246_0.62_2.0.png,val_regular,33.35686111450195,0.9931806921958923,400,400
1266_0.96_1.34.png,val_regular,35.37736511230469,0.9956519603729248,400,400
126_0.75_1.47.png,val_regular,28.263137817382812,0.9916887283325195,400,400
1282_0.62_0.6.png,val_regular,32.4411506652832,0.9982718229293823,400,400
1290_0.95_1.76.png,val_regular,32.739837646484375,0.9931938648223877,400,400
1291_0.62_0.59.png,val_regular,40.37653350830078,0.9990473985671997,400,400
1299_0.83_1.21.png,val_regular,41.27265548706055,0.9971749782562256,400,400
1300_0.92_1.03.png,val_regular,43.790924072265625,0.9977938532829285,400,400
1313_0.75_1.8.png,val_regular,36.152381896972656,0.991489052772522,400,400
1317_0.53_1.87.png,val_regular,29.311134338378906,0.9913597106933594,400,400
1333_0.79_1.62.png,val_regular,33.56541442871094,0.9950194358825684,400,400
1334_0.64_1.51.png,val_regular,36.25647735595703,0.9967689514160156,400,400
1376_0.65_1.6.png,val_regular,40.27091979980469,0.9958269000053406,400,400
