name,split,A0_PSNR,A0_SSIM,patch_variant,patch_size,patch_PSNR,patch_SSIM,dPSNR,dSSIM,patch_count,selected_patch_count,selected_patch_fraction,mean_patch_mse_improve,patch_count_a0,patch_fraction_a0,patch_count_a0p125,patch_fraction_a0p125,patch_count_a0p25,patch_fraction_a0p25,patch_count_a0p375,patch_fraction_a0p375,patch_count_a0p5,patch_fraction_a0p5,patch_count_a0p75,patch_fraction_a0p75
1233_0.54_0.63.png,val_regular,37.33698654174805,0.9981060028076172,oracle_max,128,37.40818405151367,0.9981603622436523,0.071197509765625,5.435943603515625e-05,16,6,0.375,9.74733370640024e-06,10,0.625,2,0.125,0,0.0,1,0.0625,0,0.0,3,0.1875
1233_0.54_0.63.png,val_regular,37.33698654174805,0.9981060028076172,oracle_riskcap0p5,128,37.39763259887695,0.9981813430786133,0.06064605712890625,7.534027099609375e-05,16,6,0.375,7.648703785889666e-06,10,0.625,2,0.125,0,0.0,1,0.0625,3,0.1875,,
1246_0.62_2.0.png,val_regular,33.35686111450195,0.9931806921958923,oracle_max,128,33.600189208984375,0.9933266639709473,0.24332809448242188,0.00014597177505493164,16,8,0.5,2.2164137135405326e-05,8,0.5,0,0.0,0,0.0,0,0.0,2,0.125,6,0.375
1246_0.62_2.0.png,val_regular,33.35686111450195,0.9931806921958923,oracle_riskcap0p5,128,33.55549621582031,0.9933271408081055,0.19863510131835938,0.00014644861221313477,16,8,0.5,1.757692257342569e-05,8,0.5,0,0.0,0,0.0,0,0.0,8,0.5,,
1266_0.96_1.34.png,val_regular,35.37736511230469,0.9956519603729248,oracle_max,128,35.72849655151367,0.9957265853881836,0.3511314392089844,7.462501525878906e-05,16,8,0.5,1.9151164451614022e-05,8,0.5,0,0.0,1,0.0625,1,0.0625,1,0.0625,5,0.3125
1266_0.96_1.34.png,val_regular,35.37736511230469,0.9956519603729248,oracle_riskcap0p5,128,35.64478302001953,0.9957601428031921,0.26741790771484375,0.00010818243026733398,16,8,0.5,1.4526895029121079e-05,8,0.5,0,0.0,1,0.0625,1,0.0625,6,0.375,,
126_0.75_1.47.png,val_regular,28.263137817382812,0.9916887283325195,oracle_max,128,30.718881607055664,0.9949342608451843,2.4557437896728516,0.003245532512664795,16,12,0.75,0.002096936165457919,4,0.25,1,0.0625,2,0.125,1,0.0625,0,0.0,8,0.5
126_0.75_1.47.png,val_regular,28.263137817382812,0.9916887283325195,oracle_riskcap0p5,128,29.84368324279785,0.994044303894043,1.580545425415039,0.0023555755615234375,16,12,0.75,0.0014827846540583778,4,0.25,1,0.0625,2,0.125,1,0.0625,8,0.5,,
1282_0.62_0.6.png,val_regular,32.4411506652832,0.9982718229293823,oracle_max,128,35.871482849121094,0.9988024234771729,3.4303321838378906,0.0005306005477905273,16,13,0.8125,0.00026232436266582226,3,0.1875,0,0.0,0,0.0,0,0.0,2,0.125,11,0.6875
1282_0.62_0.6.png,val_regular,32.4411506652832,0.9982718229293823,oracle_riskcap0p5,128,34.6326789855957,0.9987061023712158,2.1915283203125,0.0004342794418334961,16,13,0.8125,0.00019061355942540104,3,0.1875,0,0.0,0,0.0,0,0.0,13,0.8125,,
1290_0.95_1.76.png,val_regular,32.739837646484375,0.9931938648223877,oracle_max,128,32.79242706298828,0.9933489561080933,0.05258941650390625,0.0001550912857055664,16,4,0.25,5.653165317198727e-06,12,0.75,0,0.0,1,0.0625,1,0.0625,1,0.0625,1,0.0625
1290_0.95_1.76.png,val_regular,32.739837646484375,0.9931938648223877,oracle_riskcap0p5,128,32.78300094604492,0.9933452606201172,0.043163299560546875,0.0001513957977294922,16,4,0.25,4.955964868713636e-06,12,0.75,0,0.0,1,0.0625,1,0.0625,2,0.125,,
1291_0.62_0.59.png,val_regular,40.37653350830078,0.9990473985671997,oracle_max,128,43.80313491821289,0.9991580843925476,3.4266014099121094,0.00011068582534790039,16,11,0.6875,3.527986928020255e-05,5,0.3125,1,0.0625,0,0.0,0,0.0,1,0.0625,9,0.5625
1291_0.62_0.59.png,val_regular,40.37653350830078,0.9990473985671997,oracle_riskcap0p5,128,42.70284652709961,0.9991545677185059,2.326313018798828,0.00010716915130615234,16,11,0.6875,2.699387016491528e-05,5,0.3125,1,0.0625,0,0.0,0,0.0,10,0.625,,
1299_0.83_1.21.png,val_regular,41.27265548706055,0.9971749782562256,oracle_max,128,42.87748336791992,0.9973353743553162,1.604827880859375,0.00016039609909057617,16,12,0.75,2.65027638306492e-05,4,0.25,2,0.125,2,0.125,0,0.0,1,0.0625,7,0.4375
1299_0.83_1.21.png,val_regular,41.27265548706055,0.9971749782562256,oracle_riskcap0p5,128,42.50630187988281,0.9973715543746948,1.2336463928222656,0.00019657611846923828,16,12,0.75,2.1194439113969565e-05,4,0.25,2,0.125,2,0.125,0,0.0,8,0.5,,
1300_0.92_1.03.png,val_regular,43.790924072265625,0.9977938532829285,oracle_max,128,44.216217041015625,0.9979089498519897,0.42529296875,0.0001150965690612793,16,12,0.75,7.81411802108778e-06,4,0.25,1,0.0625,4,0.25,1,0.0625,4,0.25,2,0.125
1300_0.92_1.03.png,val_regular,43.790924072265625,0.9977938532829285,oracle_riskcap0p5,128,44.20323181152344,0.9979087710380554,0.4123077392578125,0.00011491775512695312,16,12,0.75,7.260242909978842e-06,4,0.25,1,0.0625,4,0.25,1,0.0625,6,0.375,,
1313_0.75_1.8.png,val_regular,36.152381896972656,0.991489052772522,oracle_max,128,36.811065673828125,0.9922231435775757,0.6586837768554688,0.0007340908050537109,16,12,0.75,4.130334400542779e-05,4,0.25,3,0.1875,0,0.0,1,0.0625,2,0.125,6,0.375
1313_0.75_1.8.png,val_regular,36.152381896972656,0.991489052772522,oracle_riskcap0p5,128,36.67084503173828,0.9921722412109375,0.518463134765625,0.0006831884384155273,16,12,0.75,3.2926854146353435e-05,4,0.25,3,0.1875,0,0.0,1,0.0625,8,0.5,,
1317_0.53_1.87.png,val_regular,29.311134338378906,0.9913597106933594,oracle_max,128,32.737281799316406,0.9947216510772705,3.4261474609375,0.003361940383911133,16,16,1.0,0.0005512797119990864,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,1.0
1317_0.53_1.87.png,val_regular,29.311134338378906,0.9913597106933594,oracle_riskcap0p5,128,31.505550384521484,0.994017481803894,2.194416046142578,0.002657771110534668,16,16,1.0,0.00040009165331866825,0,0.0,0,0.0,0,0.0,0,0.0,16,1.0,,
1333_0.79_1.62.png,val_regular,33.56541442871094,0.9950194358825684,oracle_max,128,34.221046447753906,0.9952616691589355,0.6556320190429688,0.0002422332763671875,16,13,0.8125,0.00013761652803623292,3,0.1875,1,0.0625,1,0.0625,0,0.0,1,0.0625,10,0.625
1333_0.79_1.62.png,val_regular,33.56541442871094,0.9950194358825684,oracle_riskcap0p5,128,34.054447174072266,0.9952961802482605,0.4890327453613281,0.00027674436569213867,16,13,0.8125,9.824410540204553e-05,3,0.1875,1,0.0625,1,0.0625,0,0.0,11,0.6875,,
1334_0.64_1.51.png,val_regular,36.25647735595703,0.9967689514160156,oracle_max,128,36.728816986083984,0.9969365000724792,0.4723396301269531,0.00016754865646362305,16,11,0.6875,7.097705974956625e-05,5,0.3125,0,0.0,2,0.125,3,0.1875,0,0.0,6,0.375
1334_0.64_1.51.png,val_regular,36.25647735595703,0.9967689514160156,oracle_riskcap0p5,128,36.606937408447266,0.9969469308853149,0.3504600524902344,0.0001779794692993164,16,11,0.6875,5.039748134549882e-05,5,0.3125,0,0.0,2,0.125,3,0.1875,6,0.375,,
1376_0.65_1.6.png,val_regular,40.27091979980469,0.9958269000053406,oracle_max,128,40.560455322265625,0.9960080981254578,0.2895355224609375,0.0001811981201171875,16,9,0.5625,1.807817807275569e-05,7,0.4375,1,0.0625,3,0.1875,2,0.125,1,0.0625,2,0.125
1376_0.65_1.6.png,val_regular,40.27091979980469,0.9958269000053406,oracle_riskcap0p5,128,40.555015563964844,0.9960325956344604,0.28409576416015625,0.00020569562911987305,16,9,0.5625,1.7552911913298885e-05,7,0.4375,1,0.0625,3,0.1875,2,0.125,3,0.1875,,
1390_0.57_1.23.png,val_regular,37.17292022705078,0.9973490238189697,oracle_max,128,37.80915451049805,0.9976696968078613,0.6362342834472656,0.00032067298889160156,16,9,0.5625,1.8662174625205807e-05,7,0.4375,0,0.0,0,0.0,0,0.0,2,0.125,7,0.4375
1390_0.57_1.23.png,val_regular,37.17292022705078,0.9973490238189697,oracle_riskcap0p5,128,37.67222595214844,0.9976416826248169,0.49930572509765625,0.00029265880584716797,16,9,0.5625,1.4727693724125857e-05,7,0.4375,0,0.0,0,0.0,0,0.0,9,0.5625,,
1397_0.94_0.79.png,val_regular,36.07341003417969,0.9973644018173218,oracle_max,128,37.398956298828125,0.9976426959037781,1.3255462646484375,0.00027829408645629883,16,14,0.875,9.772547809916432e-05,2,0.125,0,0.0,0,0.0,1,0.0625,2,0.125,11,0.6875
1397_0.94_0.79.png,val_regular,36.07341003417969,0.9973644018173218,oracle_riskcap0p5,128,37.00996017456055,0.9976314306259155,0.9365501403808594,0.00026702880859375,16,14,0.875,7.15388573553355e-05,2,0.125,0,0.0,0,0.0,1,0.0625,13,0.8125,,
1413_0.65_1.47.png,val_regular,40.029693603515625,0.99813312292099,oracle_max,128,40.17658996582031,0.9981624484062195,0.1468963623046875,2.9325485229492188e-05,16,4,0.25,1.423778985554236e-05,12,0.75,1,0.0625,1,0.0625,1,0.0625,0,0.0,1,0.0625
1413_0.65_1.47.png,val_regular,40.029693603515625,0.99813312292099,oracle_riskcap0p5,128,40.156551361083984,0.9981643557548523,0.12685775756835938,3.123283386230469e-05,16,4,0.25,1.206924252983299e-05,12,0.75,1,0.0625,1,0.0625,1,0.0625,1,0.0625,,
1416_0.95_1.15.png,val_regular,39.35450744628906,0.9975528717041016,oracle_max,128,40.22779083251953,0.9978341460227966,0.8732833862304688,0.00028127431869506836,16,11,0.6875,3.4642738114598615e-05,5,0.3125,1,0.0625,2,0.125,2,0.125,1,0.0625,5,0.3125
1416_0.95_1.15.png,val_regular,39.35450744628906,0.9975528717041016,oracle_riskcap0p5,128,40.11023712158203,0.9978264570236206,0.7557296752929688,0.00027358531951904297,16,11,0.6875,2.869854893106094e-05,5,0.3125,1,0.0625,2,0.125,2,0.125,6,0.375,,
1419_0.62_1.04.png,val_regular,37.91756820678711,0.9978004693984985,oracle_max,128,38.80717468261719,0.9978298544883728,0.8896064758300781,2.9385089874267578e-05,16,9,0.5625,0.0001455838171295909,7,0.4375,0,0.0,1,0.0625,0,0.0,2,0.125,6,0.375
1419_0.62_1.04.png,val_regular,37.91756820678711,0.9978004693984985,oracle_riskcap0p5,128,38.57938003540039,0.9978228807449341,0.6618118286132812,2.2411346435546875e-05,16,9,0.5625,0.00010554040341048676,7,0.4375,0,0.0,1,0.0625,0,0.0,8,0.5,,
1432_0.91_1.29.png,val_regular,32.592288970947266,0.9951907992362976,oracle_max,128,33.28172302246094,0.9955825209617615,0.6894340515136719,0.0003917217254638672,16,15,0.9375,6.346785335153982e-05,1,0.0625,0,0.0,0,0.0,0,0.0,2,0.125,13,0.8125
1432_0.91_1.29.png,val_regular,32.592288970947266,0.9951907992362976,oracle_riskcap0p5,128,33.07093048095703,0.9955253601074219,0.4786415100097656,0.0003345608711242676,16,15,0.9375,4.573294881993206e-05,1,0.0625,0,0.0,0,0.0,0,0.0,15,0.9375,,
1435_0.87_0.57.png,val_regular,43.45905685424805,0.9972916841506958,oracle_max,128,43.67011260986328,0.9976683855056763,0.21105575561523438,0.00037670135498046875,16,12,0.75,1.6585015316650242e-06,4,0.25,1,0.0625,5,0.3125,4,0.25,1,0.0625,1,0.0625
