count,coverage,dSSIM,easy_top25_dPSNR,hard_bottom25_dPSNR,mean_dPSNR,mean_patch_action_fraction_a0,mean_patch_action_fraction_a0p125,mean_patch_action_fraction_a0p25,mean_patch_action_fraction_a0p375,mean_patch_action_fraction_a0p5,mean_patch_action_fraction_a0p75,nonnegative_ratio,positive_ratio,score,screen_gate_pass,seed,selected_count,selected_nonnegative_ratio,selected_precision,selected_severe_count,severe_loss_count,severe_loss_per_600,strong_gate_pass,strong_loss_count,strong_loss_per_600
1000,0.995,0.00045932745933532714,0.4710431213378906,0.120205810546875,0.28505411529541014,0.22342499999999998,0.1452,0.5240750000000001,0.057925,0.049375,0.0,0.784,0.779,0.32448469696044935,False,3407,995,0.7829145728643216,0.7829145728643216,79,79,47.4,False,147,88.19999999999999
1000,0.997,0.00046439701318740843,0.5037600402832031,0.11841860198974609,0.29592462921142576,0.2351625,0.0,0.652525,0.1123125,0.0,0.0,0.79,0.787,0.3456227188110351,False,3411,997,0.7893681043129388,0.7893681043129388,72,72,43.199999999999996,False,150,90.0
1000,0.994,0.00047153455018997194,0.4657575073242187,0.12553184509277343,0.28916879653930666,0.2704125,0.08925,0.4944875,0.1103,0.03555,0.0,0.778,0.772,0.3218337135314941,False,2026,994,0.7766599597585513,0.7766599597585513,82,82,49.2,False,153,91.8
