A0_PSNR,A0_SSIM,chosen_profile,dPSNR,dSSIM,dimension,fold,heldout_bin,local_alpha_PSNR,local_alpha_SSIM,name,patch_action_count_a0,patch_action_count_a0p125,patch_action_count_a0p25,patch_action_count_a0p375,patch_action_count_a0p5,patch_action_count_a0p75,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75,patch_count,policy_id,profile,split
33.58782196044922,0.9880730509757996,riskcap42_no075,-0.17852020263671875,-0.0001633167266845703,split,3,val_hard,33.4093017578125,0.987909734249115,1002_0.73_1.47.png,8,0,7,1,0,0,0.5,0.0,0.4375,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.004919854,riskcap42_no075,val_hard
31.260887145996094,0.9864507913589478,riskcap42_no075,-0.015016555786132812,4.1484832763671875e-05,split,1,val_hard,31.24587059020996,0.9864922761917114,101_0.78_1.87.png,5,0,10,1,0,0,0.3125,0.0,0.625,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063877611,riskcap42_no075,val_hard
35.46369171142578,0.996813178062439,riskcap42_no075,0.12356948852539062,-9.006261825561523e-05,split,3,val_hard,35.58726119995117,0.9967231154441833,1024_0.69_1.66.png,4,0,6,6,0,0,0.25,0.0,0.375,0.375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.004919854,riskcap42_no075,val_hard
36.6344108581543,0.9965917468070984,riskcap42_no075,0.158355712890625,0.00033980607986450195,split,4,val_hard,36.79276657104492,0.9969315528869629,1028_0.97_1.41.png,1,0,9,6,0,0,0.0625,0.0,0.5625,0.375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063841534,riskcap42_no075,val_hard
32.18922424316406,0.9894636869430542,riskcap42_no075,0.08212661743164062,9.632110595703125e-05,split,2,val_hard,32.2713508605957,0.9895600080490112,102_0.94_1.18.png,2,0,11,3,0,0,0.125,0.0,0.6875,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063224571,riskcap42_no075,val_hard
34.245323181152344,0.9937106370925903,riskcap42_no075,0.603240966796875,0.0008750557899475098,split,4,val_hard,34.84856414794922,0.9945856928825378,1033_0.52_1.2.png,2,0,10,4,0,0,0.125,0.0,0.625,0.25,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063841534,riskcap42_no075,val_hard
30.818397521972656,0.986284613609314,riskcap42_no075,0.4503364562988281,0.0010923147201538086,split,3,val_hard,31.268733978271484,0.9873769283294678,1036_0.69_1.69.png,3,0,9,4,0,0,0.1875,0.0,0.5625,0.25,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.004919854,riskcap42_no075,val_hard
32.466121673583984,0.996090292930603,riskcap42_no075,0.0147705078125,0.00015860795974731445,split,0,val_hard,32.480892181396484,0.9962489008903503,1038_0.87_1.29.png,1,0,12,3,0,0,0.0625,0.0,0.75,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031651112|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062836547,riskcap42_no075,val_hard
32.29377365112305,0.9799885153770447,riskcap42_no075,0.07726669311523438,0.00036770105361938477,split,2,val_hard,32.37104034423828,0.9803562164306641,1045_0.58_1.58.png,10,0,5,1,0,0,0.625,0.0,0.3125,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063224571,riskcap42_no075,val_hard
37.56621170043945,0.9756582975387573,riskcap42_no075,-0.08785629272460938,0.000755608081817627,split,4,val_hard,37.478355407714844,0.976413905620575,1056_0.85_1.39.png,6,0,10,0,0,0,0.375,0.0,0.625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063841534,riskcap42_no075,val_hard
