policy_id,complexity,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,screen_proxy_pass,strong_proxy_pass,score,patch_action_count_a0,patch_action_count_a0p125,patch_action_count_a0p25,patch_action_count_a0p375,patch_action_count_a0p5,patch_action_count_a0p75,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,599,0.9983333333333333,0.406708520103294,0.34893612615492875,0.5543855444362591,0.775,0.775,58,58.0,111,111.0,0.7762938230383973,0.7762938230383973,58,False,False,0.8540459754708629,1557,0,0,8819,0,0,0.15005782575173476,0.0,0.0,0.8499421742482652,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0023406036,2,600,599,0.9983333333333333,0.406708520103294,0.34893612615492875,0.5543855444362591,0.775,0.775,58,58.0,111,111.0,0.7762938230383973,0.7762938230383973,58,False,False,0.8540459754708629,1557,0,0,8819,0,0,0.15005782575173476,0.0,0.0,0.8499421742482652,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,599,0.9983333333333333,0.406708520103294,0.34893612615492875,0.5543855444362591,0.775,0.775,58,58.0,111,111.0,0.7762938230383973,0.7762938230383973,58,False,False,0.8540459754708629,1557,0,0,8819,0,0,0.15005782575173476,0.0,0.0,0.8499421742482652,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.406708520103294,0.34893612615492875,0.5543855444362591,0.775,0.775,58,58.0,111,111.0,0.7762938230383973,0.7762938230383973,58,False,False,0.8540459754708629,1557,0,0,8819,0,0,0.15005782575173476,0.0,0.0,0.8499421742482652,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,599,0.9983333333333333,0.406708520103294,0.34893612615492875,0.5543855444362591,0.775,0.775,58,58.0,111,111.0,0.7762938230383973,0.7762938230383973,58,False,False,0.8540459754708629,1557,0,0,8819,0,0,0.15005782575173476,0.0,0.0,0.8499421742482652,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.3777863112334033,0.33549270166915457,0.4793935530311105,0.7766666666666666,0.7766666666666666,55,54.99999999999999,112,112.0,0.7779632721202003,0.7779632721202003,55,False,False,0.8496198278718381,1038,0,7262,2076,0,0,0.10003855050115651,0.0,0.6998843484965305,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,585,0.975,0.31706613990697696,0.3241103450637316,0.3331977988071911,0.7766666666666666,0.7766666666666666,49,49.0,83,83.0,0.7897435897435897,0.7897435897435897,49,False,False,0.8491741958386814,5188,0,2594,2594,0,0,0.5,0.0,0.25,0.25,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082143224,2,600,562,0.9366666666666666,0.3041699672706298,0.364832023459058,0.23998293452517402,0.7533333333333333,0.7533333333333333,49,49.0,83,83.0,0.7846975088967971,0.7846975088967971,49,False,False,0.8490338794903936,6225,0,3113,0,1038,0,0.5999421742482652,0.0,0.30001927525057825,0.0,0.10003855050115651,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0037339681,2,600,591,0.985,0.3821599785415481,0.41843734969189306,0.3667328178825695,0.7633333333333333,0.7633333333333333,59,59.0,96,96.0,0.7715736040609137,0.7715736040609137,59,False,False,0.8470831400833194,4150,0,3632,0,2594,0,0.3999614494988435,0.0,0.3500385505011565,0.0,0.25,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,599,0.9983333333333333,0.4002148831510713,0.3485711326686767,0.5203123372410677,0.7816666666666666,0.7816666666666666,58,58.0,111,111.0,0.7829716193656093,0.7829716193656093,58,False,False,0.8468530230101192,1038,0,5187,4151,0,0,0.10003855050115651,0.0,0.4999036237471087,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0049152132,2,600,585,0.975,0.3800757476568004,0.42259109677745227,0.3593107005893514,0.75,0.75,59,59.0,101,101.0,0.7623931623931623,0.7623931623931623,59,False,False,0.8415796951376973,5188,0,0,3112,2076,0,0.5,0.0,0.0,0.299922898997687,0.20007710100231302,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011445235,2,600,599,0.9983333333333333,0.43348934980738707,0.4767935042676745,0.4619565187609599,0.7583333333333333,0.7583333333333333,67,67.0,115,115.00000000000001,0.7595993322203672,0.7595993322203672,67,False,False,0.8403698050976225,2075,0,0,7782,0,519,0.19998072474942175,0.0,0.0,0.75,0.0,0.050019275250578255
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0063386206,2,600,599,0.9983333333333333,0.4454315904045011,0.4307424177565902,0.5376790907458232,0.765,0.765,66,66.0,119,119.0,0.7662771285475793,0.7662771285475793,66,False,False,0.8400434336843559,1557,0,0,7262,1557,0,0.15005782575173476,0.0,0.0,0.6998843484965305,0.15005782575173476,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0063386206,2,600,595,0.9916666666666667,0.44054332921640244,0.5595620235696361,0.3479734987549268,0.7433333333333333,0.7433333333333333,71,71.0,110,109.99999999999999,0.7478991596638656,0.7478991596638656,71,False,False,0.8394902979476042,3424,0,0,5395,0,1557,0.3299922898997687,0.0,0.0,0.5199498843484965,0.0,0.15005782575173476
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082143224,2,600,562,0.9366666666666666,0.3419707105742519,0.3973279329872243,0.28656066400446867,0.7333333333333333,0.7333333333333333,54,54.0,97,96.99999999999999,0.7633451957295374,0.7633451957295374,54,False,False,0.8384891233644782,6225,0,0,3113,1038,0,0.5999421742482652,0.0,0.0,0.30001927525057825,0.10003855050115651,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0082143224,2,600,595,0.9916666666666667,0.383277645961447,0.4947820088887926,0.2921369164327324,0.7766666666666666,0.7766666666666666,64,64.0,94,94.0,0.7815126050420168,0.7815126050420168,64,False,False,0.8378169447157544,3424,0,5914,0,0,1038,0.3299922898997687,0.0,0.5699691595990748,0.0,0.0,0.10003855050115651
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.5|high_cond=diff_signed_mean_le_0.00082785328,2,600,599,0.9983333333333333,0.47021834525530304,0.450947193213878,0.5599281464786343,0.7566666666666667,0.7566666666666667,69,69.0,125,125.0,0.7579298831385642,0.7579298831385642,69,False,False,0.8374689144742689,1038,0,3112,0,6226,0,0.10003855050115651,0.0,0.299922898997687,0.0,0.6000385505011565,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0023406036,2,600,599,0.9983333333333333,0.39398903122591705,0.34537384963767875,0.5072516804676949,0.78,0.78,58,58.0,110,109.99999999999999,0.7813021702838063,0.7813021702838063,58,False,False,0.8360132789828296,1038,0,5914,3424,0,0,0.10003855050115651,0.0,0.5699691595990748,0.3299922898997687,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,599,0.9983333333333333,0.3853535456651872,0.34062238190321104,0.4898310371303027,0.7766666666666666,0.7766666666666666,57,57.0,110,109.99999999999999,0.7779632721202003,0.7779632721202003,57,False,False,0.8343345549007863,1038,0,6744,2594,0,0,0.10003855050115651,0.0,0.6499614494988435,0.25,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011445235,2,600,591,0.985,0.39667613146141323,0.4653173923168334,0.36692934257504684,0.7583333333333333,0.7583333333333333,64,64.0,101,101.0,0.766497461928934,0.766497461928934,64,False,False,0.8268729795723846,4150,0,0,5707,0,519,0.3999614494988435,0.0,0.0,0.5500192752505783,0.0,0.050019275250578255
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0049152132,2,600,597,0.995,0.46156619434221713,0.5883175328664938,0.3617063191961954,0.7383333333333333,0.7383333333333333,75,75.0,117,117.0,0.7420435510887772,0.7420435510887772,75,False,False,0.8266408525550317,2594,0,0,5706,0,2076,0.25,0.0,0.0,0.549922898997687,0.0,0.20007710100231302
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0023406036,2,600,585,0.975,0.3777999550688428,0.42611233394559345,0.3425657463788927,0.7433333333333333,0.7433333333333333,60,60.0,102,102.00000000000001,0.7555555555555555,0.7555555555555555,60,False,False,0.8234463968632069,5188,0,1764,0,3424,0,0.5,0.0,0.1700077101002313,0.0,0.3299922898997687,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011445235,2,600,599,0.9983333333333333,0.3803497068177917,0.4224960081414261,0.38900702044506996,0.7616666666666667,0.7616666666666667,61,61.0,120,120.0,0.7629382303839732,0.7629382303839732,61,False,False,0.8219972153754396,1038,0,8819,0,0,519,0.10003855050115651,0.0,0.8499421742482652,0.0,0.0,0.050019275250578255
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0013591703,2,600,599,0.9983333333333333,0.4565571720423992,0.44909100281913017,0.5194705987311984,0.7566666666666667,0.7566666666666667,69,69.0,120,120.0,0.7579298831385642,0.7579298831385642,69,False,False,0.818277034170823,1038,0,5187,0,4151,0,0.10003855050115651,0.0,0.4999036237471087,0.0,0.40005782575173476,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0037339681,2,600,585,0.975,0.36413433855624044,0.41714236240436653,0.31752769136285425,0.7483333333333333,0.7483333333333333,59,59.0,98,98.0,0.7606837606837606,0.7606837606837606,59,False,False,0.816350997616019,5188,0,2594,0,2594,0,0.5,0.0,0.25,0.0,0.25,0.0
single|alpha=0.375|cond=diff_signed_mean_le_-0.0013591703,1,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0023406036,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0037339681|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0049152132|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,562,0.9366666666666666,0.3085802767668376,0.3262641538442614,0.30028497604836063,0.7433333333333333,0.7433333333333333,50,50.0,91,91.0,0.7740213523131673,0.7740213523131673,50,False,False,0.8101200974470828,6225,0,0,4151,0,0,0.5999421742482652,0.0,0.0,0.40005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0037339681,2,600,585,0.975,0.38528045161339813,0.42725825726155203,0.364945346446262,0.7483333333333333,0.7483333333333333,62,62.0,101,101.0,0.7606837606837606,0.7606837606837606,62,False,False,0.808331592067266,5188,0,0,2594,2594,0,0.5,0.0,0.0,0.25,0.25,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0063386206,2,600,562,0.9366666666666666,0.34665422347694336,0.40754198102114897,0.28329986429589515,0.7316666666666667,0.7316666666666667,57,57.0,101,101.0,0.7615658362989324,0.7615658362989324,57,False,False,0.8082677947234522,6225,0,0,2594,1557,0,0.5999421742482652,0.0,0.0,0.25,0.15005782575173476,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,562,0.9366666666666666,0.2941990653057444,0.3183662396283784,0.2713690663420973,0.7583333333333333,0.7583333333333333,49,49.0,84,84.00000000000001,0.7900355871886121,0.7900355871886121,49,False,False,0.8072789636426568,6225,0,1557,2594,0,0,0.5999421742482652,0.0,0.15005782575173476,0.25,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.4495096750776693,0.437940618578355,0.5338989480885367,0.7633333333333333,0.7633333333333333,69,69.0,119,119.0,0.7646076794657763,0.7646076794657763,69,False,False,0.806752064749207,1557,0,0,6743,2076,0,0.15005782575173476,0.0,0.0,0.6498650732459522,0.20007710100231302,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0063386206,2,600,562,0.9366666666666666,0.3170686793001034,0.38616847170138263,0.24072157391960838,0.74,0.74,54,54.0,90,90.0,0.7704626334519573,0.7704626334519573,54,False,False,0.8030756140531705,6225,0,2594,0,1557,0,0.5999421742482652,0.0,0.25,0.0,0.15005782575173476,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0023406036,2,600,562,0.9366666666666666,0.302585953959435,0.3230911695318198,0.28794575027917974,0.7483333333333333,0.7483333333333333,50,50.0,89,89.0,0.7793594306049823,0.7793594306049823,50,False,False,0.8026034646128088,6225,0,727,3424,0,0,0.5999421742482652,0.0,0.07006553585196608,0.3299922898997687,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0082143224,2,600,591,0.985,0.3712973129047253,0.49451752490030854,0.2609643365374597,0.7633333333333333,0.7633333333333333,65,65.0,96,96.0,0.7715736040609137,0.7715736040609137,65,False,False,0.8025077664787179,4150,0,5188,0,0,1038,0.3999614494988435,0.0,0.5,0.0,0.0,0.10003855050115651
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0082143224,2,600,585,0.975,0.3996162394952963,0.5294980773407449,0.2793651860793016,0.7266666666666667,0.7266666666666667,68,68.0,109,109.0,0.7384615384615385,0.7384615384615385,68,False,False,0.8021512199758225,5188,0,0,4150,0,1038,0.5,0.0,0.0,0.3999614494988435,0.0,0.10003855050115651
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0063386206,2,600,591,0.985,0.4264482842011727,0.5596921100650365,0.3110400070463878,0.7283333333333334,0.7283333333333334,72,72.0,114,114.0,0.7360406091370558,0.7360406091370558,72,False,False,0.8010559729578406,4150,0,0,4669,0,1557,0.3999614494988435,0.0,0.0,0.44998072474942175,0.0,0.15005782575173476
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082143224,2,600,534,0.89,0.31532408848401616,0.3856321942374581,0.2293528830893444,0.7116666666666667,0.7116666666666667,53,53.0,97,96.99999999999999,0.7584269662921348,0.7584269662921348,53,False,False,0.8010151321829171,6952,0,0,2386,1038,0,0.6700077101002313,0.0,0.0,0.2299537393986122,0.10003855050115651,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0063386206,2,600,597,0.995,0.4114843087865988,0.5418698888195256,0.30390211344671636,0.7633333333333333,0.7633333333333333,71,71.0,107,107.0,0.7671691792294807,0.7671691792294807,71,False,False,0.800870431186891,2594,0,6225,0,0,1557,0.25,0.0,0.5999421742482652,0.0,0.0,0.15005782575173476
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0023406036,2,600,585,0.975,0.3902691503497203,0.4313357259409969,0.3728280092198401,0.7416666666666667,0.7416666666666667,63,63.0,105,105.0,0.7538461538461538,0.7538461538461538,63,False,False,0.800370532024502,5188,0,0,1764,3424,0,0.5,0.0,0.0,0.1700077101002313,0.3299922898997687,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0085228849|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.4199041976660241,0.4241477780707851,0.45796850351345486,0.7616666666666667,0.7616666666666667,66,66.0,123,122.99999999999999,0.7629382303839732,0.7629382303839732,66,False,False,0.7997692704739976,1038,0,7262,0,2076,0,0.10003855050115651,0.0,0.6998843484965305,0.0,0.20007710100231302,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0049152132,2,600,597,0.995,0.4231266022724307,0.5707955685640543,0.2787010757190649,0.7466666666666667,0.7466666666666667,73,73.0,112,112.0,0.7504187604690117,0.7504187604690117,73,False,False,0.7976331646955808,2594,0,5706,0,0,2076,0.25,0.0,0.549922898997687,0.0,0.0,0.20007710100231302
single|alpha=0.5|cond=diff_signed_mean_le_-0.00025154754,1,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0037339681|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_-0.0049152132|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,585,0.975,0.39611280169804003,0.43519855905668264,0.3865009918069235,0.74,0.74,64,64.0,106,106.0,0.7521367521367521,0.7521367521367521,64,False,False,0.7959217481240786,5188,0,0,0,5188,0,0.5,0.0,0.0,0.0,0.5,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0013591703,2,600,585,0.975,0.3874199589264725,0.43204677904761485,0.3615230902110023,0.7383333333333333,0.7383333333333333,63,63.0,104,104.0,0.7504273504273504,0.7504273504273504,63,False,False,0.7954596911856646,5188,0,1037,0,4151,0,0.5,0.0,0.09994217424826522,0.0,0.40005782575173476,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.4293630454432059,0.5739492874125228,0.29399300401607326,0.745,0.745,74,74.0,120,120.0,0.7462437395659433,0.7462437395659433,74,False,False,0.7931717757748316,2075,0,6225,0,0,2076,0.19998072474942175,0.0,0.5999421742482652,0.0,0.0,0.20007710100231302
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0063386206,2,600,599,0.9983333333333333,0.41773599413423845,0.5450459847561042,0.3193166448857588,0.7533333333333333,0.7533333333333333,72,72.0,114,114.0,0.7545909849749582,0.7545909849749582,72,False,False,0.7927044464276978,2075,0,6744,0,0,1557,0.19998072474942175,0.0,0.6499614494988435,0.0,0.0,0.15005782575173476
