count,coverage,dSSIM,easy_top25_dPSNR,hard_bottom25_dPSNR,mean_dPSNR,mean_patch_action_fraction_a0,mean_patch_action_fraction_a0p125,mean_patch_action_fraction_a0p25,mean_patch_action_fraction_a0p375,mean_patch_action_fraction_a0p5,mean_patch_action_fraction_a0p75,nonnegative_ratio,positive_ratio,profile,score,screen_gate_pass,selected_count,selected_nonnegative_ratio,selected_precision,selected_severe_count,severe_loss_count,severe_loss_per_600,strong_gate_pass,strong_loss_count,strong_loss_per_600
600,0.9966666666666667,0.00024241119623184205,0.44395779927571616,0.310931879679362,0.341530278523763,0.21841666666666668,0.0,0.6702916666666667,0.11129166666666668,0.0,0.0,0.79,0.7866666666666666,riskcap36_no075,0.9146715621948243,True,598,0.7892976588628763,0.7892976588628763,37,37,37.0,True,86,86.0
600,0.9966666666666667,0.0002489671111106873,0.451987787882487,0.32224745432535806,0.35479857444763185,0.21264583333333334,0.0,0.6271458333333334,0.16020833333333334,0.0,0.0,0.7933333333333333,0.79,riskcap42_no075,0.9272953166961672,True,598,0.7926421404682275,0.7926421404682275,43,43,43.0,True,86,86.0
600,0.9983333333333333,0.00025761812925338744,0.4431714121500651,0.3609487152099609,0.3761114247639974,0.20068750000000002,0.0,0.5222083333333334,0.21022916666666666,0.056375,0.0105,0.795,0.7933333333333333,riskcap48_allow075,0.9421875381469728,False,599,0.7946577629382304,0.7946577629382304,50,50,50.0,False,89,89.0
600,0.9983333333333333,0.00026163995265960694,0.4601971435546875,0.3566920471191406,0.38048346201578775,0.20068750000000002,0.0,0.513125,0.21022916666666666,0.07595833333333334,0.0,0.7966666666666666,0.795,riskcap48_no075,0.9456068140665691,False,599,0.7963272120200334,0.7963272120200334,50,50,50.0,False,89,89.0
