name,split,fold,policy_id,A0_PSNR,A0_SSIM,local_alpha_PSNR,local_alpha_SSIM,dPSNR,dSSIM,patch_count,patch_action_count_a0,patch_action_count_a0p125,patch_action_count_a0p25,patch_action_count_a0p375,patch_action_count_a0p5,patch_action_count_a0p75,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75
1012_0.85_1.28.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,38.416282653808594,0.9647232890129089,39.4443359375,0.9720255732536316,1.0280532836914062,0.007302284240722656,16,4,0,4,8,0,0,0.25,0.0,0.25,0.5,0.0,0.0
1016_0.8_1.72.png,val_regular,1,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,39.61763381958008,0.9955521821975708,39.431434631347656,0.9954946041107178,-0.18619918823242188,-5.7578086853027344e-05,16,7,0,4,5,0,0,0.4375,0.0,0.25,0.3125,0.0,0.0
1023_0.5_1.87.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,37.465614318847656,0.9968034625053406,35.626861572265625,0.9966156482696533,-1.8387527465820312,-0.00018781423568725586,16,9,0,3,0,4,0,0.5625,0.0,0.1875,0.0,0.25,0.0
1031_0.76_0.7.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,42.84375762939453,0.9985350370407104,43.014198303222656,0.9986085295677185,0.170440673828125,7.349252700805664e-05,16,5,0,11,0,0,0,0.3125,0.0,0.6875,0.0,0.0,0.0
1035_0.76_1.14.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,33.747764587402344,0.9929153919219971,34.74711608886719,0.9939019680023193,0.9993515014648438,0.0009865760803222656,16,3,0,10,0,3,0,0.1875,0.0,0.625,0.0,0.1875,0.0
1037_0.89_0.54.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,35.944435119628906,0.9982537031173706,35.789703369140625,0.9982178211212158,-0.15473175048828125,-3.5881996154785156e-05,16,1,0,14,0,0,1,0.0625,0.0,0.875,0.0,0.0,0.0625
1039_0.79_1.79.png,val_regular,1,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,32.14398956298828,0.9955849051475525,32.06684494018555,0.9956178665161133,-0.07714462280273438,3.2961368560791016e-05,16,1,0,10,5,0,0,0.0625,0.0,0.625,0.3125,0.0,0.0
1063_0.51_1.61.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,34.06106948852539,0.9881767630577087,33.873878479003906,0.9878419637680054,-0.18719100952148438,-0.00033479928970336914,16,11,0,4,1,0,0,0.6875,0.0,0.25,0.0625,0.0,0.0
1076_0.71_1.18.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,35.23798370361328,0.9977800250053406,35.4614372253418,0.9978145956993103,0.22345352172851562,3.457069396972656e-05,16,6,0,10,0,0,0,0.375,0.0,0.625,0.0,0.0,0.0
1080_0.59_1.22.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,40.876853942871094,0.9971413612365723,41.068519592285156,0.9972614645957947,0.1916656494140625,0.00012010335922241211,16,3,0,13,0,0,0,0.1875,0.0,0.8125,0.0,0.0,0.0
1085_0.71_1.3.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,40.47186279296875,0.9976682066917419,40.47434997558594,0.9977268576622009,0.0024871826171875,5.8650970458984375e-05,16,11,0,5,0,0,0,0.6875,0.0,0.3125,0.0,0.0,0.0
1087_0.68_1.22.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,41.458438873291016,0.9981305599212646,41.45465087890625,0.9981751441955566,-0.003787994384765625,4.458427429199219e-05,16,11,0,5,0,0,0,0.6875,0.0,0.3125,0.0,0.0,0.0
1100_0.58_1.95.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,31.112850189208984,0.9931526184082031,31.712478637695312,0.9933037757873535,0.5996284484863281,0.00015115737915039062,16,0,0,7,0,9,0,0.0,0.0,0.4375,0.0,0.5625,0.0
1102_0.65_0.94.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,29.722129821777344,0.9940282702445984,30.63884735107422,0.9944280385971069,0.916717529296875,0.0003997683525085449,16,1,0,5,0,10,0,0.0625,0.0,0.3125,0.0,0.625,0.0
1110_0.92_0.77.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,39.92845916748047,0.9984459280967712,39.8853759765625,0.9985016584396362,-0.04308319091796875,5.5730342864990234e-05,16,6,0,10,0,0,0,0.375,0.0,0.625,0.0,0.0,0.0
1122_0.94_0.53.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,40.93035888671875,0.9982924461364746,41.47336959838867,0.998396098613739,0.5430107116699219,0.0001036524772644043,16,2,0,14,0,0,0,0.125,0.0,0.875,0.0,0.0,0.0
1128_0.8_1.45.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,37.51072311401367,0.996343731880188,37.622161865234375,0.9964523315429688,0.11143875122070312,0.00010859966278076172,16,5,0,9,0,2,0,0.3125,0.0,0.5625,0.0,0.125,0.0
1133_0.68_1.41.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,32.86006164550781,0.9953678846359253,32.934078216552734,0.9955000877380371,0.07401657104492188,0.0001322031021118164,16,10,0,5,1,0,0,0.625,0.0,0.3125,0.0625,0.0,0.0
1134_0.69_1.2.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,32.35954666137695,0.9958474040031433,32.38716506958008,0.9958931803703308,0.027618408203125,4.57763671875e-05,16,12,0,4,0,0,0,0.75,0.0,0.25,0.0,0.0,0.0
114_0.75_1.45.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,33.99034881591797,0.9939260482788086,33.8800048828125,0.9938143491744995,-0.11034393310546875,-0.00011169910430908203,16,8,0,7,0,1,0,0.5,0.0,0.4375,0.0,0.0625,0.0
1157_0.56_1.98.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,39.585540771484375,0.9974614977836609,39.68126678466797,0.9975106716156006,0.09572601318359375,4.9173831939697266e-05,16,4,0,12,0,0,0,0.25,0.0,0.75,0.0,0.0,0.0
1177_0.71_1.64.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,34.683807373046875,0.9957431554794312,35.817359924316406,0.9960806369781494,1.1335525512695312,0.0003374814987182617,16,1,0,5,10,0,0,0.0625,0.0,0.3125,0.625,0.0,0.0
1183_0.84_1.24.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,34.049407958984375,0.9964977502822876,35.10130310058594,0.9968347549438477,1.0518951416015625,0.0003370046615600586,16,4,0,2,10,0,0,0.25,0.0,0.125,0.625,0.0,0.0
1200_0.97_0.52.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,31.8935546875,0.9975616335868835,32.666866302490234,0.9977445602416992,0.7733116149902344,0.00018292665481567383,16,3,0,9,0,4,0,0.1875,0.0,0.5625,0.0,0.25,0.0
1212_0.8_1.74.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,30.249650955200195,0.9950136542320251,30.279672622680664,0.9949841499328613,0.03002166748046875,-2.950429916381836e-05,16,4,0,11,0,0,1,0.25,0.0,0.6875,0.0,0.0,0.0625
1233_0.54_0.63.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,37.33698654174805,0.9981060028076172,36.7723274230957,0.998167872428894,-0.5646591186523438,6.186962127685547e-05,16,2,0,7,7,0,0,0.125,0.0,0.4375,0.4375,0.0,0.0
1246_0.62_2.0.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,33.35686111450195,0.9931806921958923,33.05813217163086,0.9930228590965271,-0.29872894287109375,-0.00015783309936523438,16,0,0,9,0,7,0,0.0,0.0,0.5625,0.0,0.4375,0.0
1266_0.96_1.34.png,val_regular,1,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,35.37736511230469,0.9956519603729248,35.51934051513672,0.9957631826400757,0.14197540283203125,0.0001112222671508789,16,0,0,6,10,0,0,0.0,0.0,0.375,0.625,0.0,0.0
126_0.75_1.47.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,28.263137817382812,0.9916887283325195,28.258277893066406,0.9917470812797546,-0.00485992431640625,5.835294723510742e-05,16,8,0,8,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0
1282_0.62_0.6.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,32.4411506652832,0.9982718229293823,35.55992889404297,0.9986721873283386,3.1187782287597656,0.00040036439895629883,16,0,0,5,0,0,11,0.0,0.0,0.3125,0.0,0.0,0.6875
1290_0.95_1.76.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,32.739837646484375,0.9931938648223877,32.72856521606445,0.9933302402496338,-0.011272430419921875,0.00013637542724609375,16,8,0,7,0,1,0,0.5,0.0,0.4375,0.0,0.0625,0.0
1291_0.62_0.59.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,40.37653350830078,0.9990473985671997,41.89484405517578,0.9991137385368347,1.518310546875,6.633996963500977e-05,16,0,0,1,15,0,0,0.0,0.0,0.0625,0.9375,0.0,0.0
1299_0.83_1.21.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,41.27265548706055,0.9971749782562256,42.1660270690918,0.9973282217979431,0.89337158203125,0.0001532435417175293,16,2,0,9,0,5,0,0.125,0.0,0.5625,0.0,0.3125,0.0
1300_0.92_1.03.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,43.790924072265625,0.9977938532829285,43.6043701171875,0.9979168772697449,-0.186553955078125,0.00012302398681640625,16,2,0,10,0,4,0,0.125,0.0,0.625,0.0,0.25,0.0
1313_0.75_1.8.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,36.152381896972656,0.991489052772522,36.33185958862305,0.9919461607933044,0.17947769165039062,0.0004571080207824707,16,3,0,11,0,2,0,0.1875,0.0,0.6875,0.0,0.125,0.0
1317_0.53_1.87.png,val_regular,4,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042075863|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082347921,29.311134338378906,0.9913597106933594,29.329221725463867,0.9914612174034119,0.018087387084960938,0.00010150671005249023,16,12,0,4,0,0,0,0.75,0.0,0.25,0.0,0.0,0.0
1333_0.79_1.62.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,33.56541442871094,0.9950194358825684,33.641414642333984,0.9950703382492065,0.07600021362304688,5.0902366638183594e-05,16,4,0,12,0,0,0,0.25,0.0,0.75,0.0,0.0,0.0
1334_0.64_1.51.png,val_regular,3,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.011323119,36.25647735595703,0.9967689514160156,36.31825256347656,0.9968768954277039,0.06177520751953125,0.00010794401168823242,16,3,0,13,0,0,0,0.1875,0.0,0.8125,0.0,0.0,0.0
1376_0.65_1.6.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,40.27091979980469,0.9958269000053406,40.18256759643555,0.9955282211303711,-0.08835220336914062,-0.0002986788749694824,16,5,0,9,2,0,0,0.3125,0.0,0.5625,0.125,0.0,0.0
1390_0.57_1.23.png,val_regular,2,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006066419|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00080477528,37.17292022705078,0.9973490238189697,37.136505126953125,0.997572124004364,-0.03641510009765625,0.0002231001853942871,16,1,0,2,13,0,0,0.0625,0.0,0.125,0.8125,0.0,0.0
1397_0.94_0.79.png,val_regular,0,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043022355|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0062836547,36.07341003417969,0.9973644018173218,36.59564971923828,0.997516393661499,0.5222396850585938,0.0001519918441772461,16,3,0,11,0,2,0,0.1875,0.0,0.6875,0.0,0.125,0.0
