bin_safety_pass_count,count,coverage,dSSIM,dimension,dimension_shift_strong_pass,easy_top25_dPSNR,hard_bottom25_dPSNR,max_bin_severe_loss_per_600,mean_dPSNR,min_bin_mean_dPSNR,min_bin_positive_ratio,nonnegative_ratio,positive_ratio,score,selected_count,selected_nonnegative_ratio,selected_precision,selected_severe_count,severe_loss_count,severe_loss_per_600,strong_gate_pass,strong_loss_count,strong_loss_per_600
2,600,0.9966666666666667,0.0002489671111106873,split,True,0.451987787882487,0.32224745432535806,44.0,0.35479857444763185,0.3325011189778646,0.77,0.7933333333333333,0.79,0.9272953166961672,598,0.7926421404682275,0.7926421404682275,43,43,43.0,True,86,86.0
4,600,0.9983333333333333,0.00025096575419108076,airlight_q4,True,0.45270668029785155,0.34120635986328124,80.0,0.3632773780822754,0.3373247146606445,0.7533333333333333,0.7983333333333333,0.7966666666666666,0.9440131340026857,599,0.7979966611018364,0.7979966611018364,48,48,48.0,True,86,86.0
4,600,0.9983333333333333,0.000257301131884257,beta_haze_q4,True,0.4538146209716797,0.3420747629801432,60.0,0.3678254763285319,0.27935118357340494,0.7266666666666667,0.795,0.7933333333333333,0.9498667488098144,599,0.7946577629382304,0.7946577629382304,47,47,47.0,True,89,89.0
4,600,0.9983333333333333,0.000254992147286733,depth_mean_q4,True,0.45796905517578124,0.3358058547973633,68.0,0.3622982438405355,0.3083511734008789,0.7666666666666667,0.7916666666666666,0.79,0.9382398331960043,599,0.7913188647746243,0.7913188647746243,47,47,47.0,True,88,88.0
4,600,0.9983333333333333,0.0002566199501355489,low_texture_input_grad_q4,True,0.44221318562825523,0.3369849014282227,64.0,0.36443227450052895,0.3213512166341146,0.7533333333333333,0.795,0.7933333333333333,0.9392415142059326,599,0.7946577629382304,0.7946577629382304,48,48,48.0,True,91,91.0
4,600,0.9966666666666667,0.0002532276511192322,input_dark_q4,True,0.4516042327880859,0.339371337890625,64.0,0.3655653127034505,0.2831148401896159,0.7466666666666667,0.795,0.7916666666666666,0.946472806294759,598,0.794314381270903,0.794314381270903,46,46,46.0,True,87,87.0
4,600,0.9983333333333333,0.0002583183844884237,diff_abs_q4,True,0.44244140625,0.3499806340535482,80.0,0.36948306719462076,0.25941341400146484,0.7466666666666667,0.7983333333333333,0.7966666666666666,0.9562117150624595,599,0.7979966611018364,0.7979966611018364,48,48,48.0,True,89,89.0
4,600,0.9983333333333333,0.00025327334801355996,a0_psnr_q4,True,0.451987787882487,0.32224745432535806,60.0,0.3627323754628499,0.30771217346191404,0.7466666666666667,0.7966666666666666,0.795,0.9334791177113851,599,0.7963272120200334,0.7963272120200334,45,45,45.0,True,83,83.0
4,600,0.9966666666666667,0.0002569875121116638,diff_signed_q4,False,0.44425107320149737,0.35516592661539714,84.00000000000001,0.374373254776001,0.0668979263305664,0.6466666666666666,0.7916666666666666,0.7883333333333333,0.9336811033884685,598,0.7909698996655519,0.7909698996655519,50,50,50.0,False,88,88.0
