name,split,A0_PSNR,selected_seed_count,selected_negative_seed_count,selected_severe_seed_count,current_mean_dPSNR,dPSNR_a0p25,best_alpha,best_alpha_dPSNR,best_alpha_dSSIM,input_mean,input_grad_mean,input_dark_mean,depth_mean,a0_mean,diff_signed_mean,diff_abs_mean,diff_abs_p90,diff_to_a0_ratio,a0_udp_psnr
2922_0.61_1.92.png,val_regular,40.017730712890625,3,3,3,-1.8305854797363281,-1.8305854797363281,0.0,0.0,0.0,0.5068737864494324,0.008859919384121895,0.4820879101753235,0.4062711298465729,0.5185956358909607,-0.011523796245455742,0.012931996956467628,0.020739376544952393,0.024936571717262268,36.764366149902344
2186_0.56_1.06.png,val_regular,45.2315673828125,3,3,3,-1.2504043579101562,-1.2504043579101562,0.0,0.0,0.0,0.5464841723442078,0.00748057197779417,0.5045912861824036,0.1676352620124817,0.5717591047286987,-0.005270796827971935,0.0073438785038888454,0.013445623219013214,0.012844357639551163,40.947269439697266
1023_0.5_1.87.png,val_regular,37.465614318847656,3,3,3,-1.1618194580078125,-1.1618194580078125,0.0,0.0,0.0,0.588937520980835,0.019141506403684616,0.558870792388916,0.3193304240703583,0.5917239785194397,-0.00030210494878701866,0.009435919113457203,0.021053921431303024,0.015946486964821815,38.339778900146484
191_0.53_1.57.png,val_regular,38.3542594909668,3,3,3,-0.8519477844238281,-0.8519477844238281,0.0,0.0,0.0,0.6107471585273743,0.006918059196323156,0.6023622155189514,0.2387579083442688,0.5143420100212097,6.00323619437404e-05,0.010867133736610413,0.01660853624343872,0.021128224208950996,38.383399963378906
1803_0.99_1.79.png,val_hard,34.576751708984375,3,3,3,-0.7968101501464844,-0.7968101501464844,0.0,0.0,0.0,0.6047937273979187,0.008130197413265705,0.5429527163505554,0.25113362073898315,0.4923287630081177,0.0027880549896508455,0.007185713853687048,0.018008362501859665,0.01459535676985979,36.02473831176758
610_0.58_0.89.png,val_hard,36.81359100341797,3,3,3,-0.7188148498535156,-0.7188148498535156,0.0,0.0,0.0,0.5328340530395508,0.023621607571840286,0.4788214862346649,0.41805437207221985,0.4568185806274414,-0.0025625124108046293,0.009506382048130035,0.02004265785217285,0.020809972658753395,38.472599029541016
2950_0.52_1.03.png,val_regular,42.50505065917969,3,3,3,-0.5529556274414062,-0.5529556274414062,0.0,0.0,0.0,0.3617155849933624,0.00845648068934679,0.3411656320095062,0.21451741456985474,0.35842978954315186,-0.0053802416659891605,0.007541520055383444,0.015904396772384644,0.02104043960571289,40.5621337890625
2528_0.96_1.84.png,val_hard,30.007383346557617,3,3,3,-0.5437469482421875,-0.5437469482421875,0.0,0.0,0.0,0.6760784387588501,0.005418563261628151,0.5953229665756226,0.24127966165542603,0.6298895478248596,-0.0037617115303874016,0.015538917854428291,0.039483021944761276,0.02466927468776703,32.862178802490234
885_0.96_1.05.png,val_regular,39.522891998291016,3,3,3,-0.5310173034667969,-0.5310173034667969,0.0,0.0,0.0,0.6822043061256409,0.01929379627108574,0.659558117389679,0.2723289132118225,0.5799579620361328,-0.003402924630790949,0.005889230407774448,0.011000573635101318,0.010154581628739834,42.94298553466797
2188_0.86_0.97.png,val_regular,41.72505187988281,3,3,3,-0.5262413024902344,-0.5262413024902344,0.0,0.0,0.0,0.6371248364448547,0.007746200077235699,0.5938546061515808,0.17473521828651428,0.5725172162055969,-0.004970752168446779,0.009342346340417862,0.015610285103321075,0.01631801761686802,38.69651412963867
