policy_id,complexity,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,screen_gate_pass,formal_candidate_gate_pass,score,action_count_a0,action_fraction_a0,action_count_a0p125,action_fraction_a0p125,action_count_a0p25,action_fraction_a0p25,action_count_a0p375,action_fraction_a0p375,action_count_a0p5,action_fraction_a0p5,action_count_a0p75,action_fraction_a0p75
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0027975643|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0037999609,2,600,510,0.85,0.42002570470174155,0.41632469177246095,0.4538232930501302,0.0002801599105199178,0.6833333333333333,0.8333333333333334,48,48.0,84,84.00000000000001,0.803921568627451,0.803921568627451,48,False,False,1.050663865856096,90,0.15,0,0.0,390,0.65,0,0.0,120,0.2,0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0027975643|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0024105728,2,600,510,0.85,0.4781285699208577,0.600467414855957,0.3471556854248047,0.00029082109530766803,0.6583333333333333,0.8083333333333333,62,62.0,98,98.0,0.7745098039215687,0.7745098039215687,62,False,False,1.0271935605441824,90,0.15,0,0.0,312,0.52,0,0.0,0,0.0,198,0.33
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0015937895|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0031482906,2,600,450,0.75,0.4528318913777669,0.5435015869140625,0.33431190490722656,0.0002636184295018514,0.6033333333333334,0.8533333333333334,42,42.00000000000001,76,76.0,0.8044444444444444,0.8044444444444444,42,False,False,1.026286573621962,150,0.25,0,0.0,300,0.5,0,0.0,0,0.0,150,0.25
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0021860948|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0024105728,2,600,480,0.8,0.4689188035329183,0.5989800643920898,0.32623825073242185,0.00028179824352264404,0.6266666666666667,0.8266666666666667,56,56.0,89,89.0,0.7833333333333333,0.7833333333333333,56,False,False,1.023893346786499,120,0.2,0,0.0,282,0.47,0,0.0,0,0.0,198,0.33
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0038882691|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0031482906,2,600,540,0.9,0.4352972666422526,0.4194920094807943,0.46961926778157553,0.0002948202689488729,0.71,0.81,55,54.99999999999999,96,96.0,0.7888888888888889,0.7888888888888889,55,False,False,1.0237972454494901,60,0.1,0,0.0,390,0.65,0,0.0,150,0.25,0,0.0
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0086105614|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,532,0.8866666666666667,0.4329687945048014,0.5357300821940104,0.3524292500813802,0.0002849900722503662,0.6983333333333334,0.8116666666666666,61,61.0,98,98.0,0.7875939849624061,0.7875939849624061,61,False,False,1.0225254845162683,68,0.11333333333333333,0,0.0,442,0.7366666666666667,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0038882691|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0037999609,2,600,540,0.9,0.4217708206176758,0.4148297373453776,0.4522816721598307,0.00028770774602890017,0.7116666666666667,0.8116666666666666,54,54.0,95,95.0,0.7907407407407407,0.7907407407407407,54,False,False,1.0176498147469981,60,0.1,0,0.0,420,0.7,0,0.0,120,0.2,0,0.0
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0086105614|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,524,0.8733333333333333,0.40998714447021484,0.49944381713867186,0.38636449178059895,0.000270459254582723,0.69,0.8166666666666667,56,56.0,95,95.0,0.7900763358778626,0.7900763358778626,56,False,False,1.0173824641531053,76,0.12666666666666668,0,0.0,464,0.7733333333333333,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0015937895|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,450,0.75,0.4396806335449219,0.5365813446044921,0.33264661153157554,0.0002591275175412496,0.6066666666666667,0.8566666666666667,41,41.0,74,74.0,0.8088888888888889,0.8088888888888889,41,False,False,1.0161548148261177,150,0.25,0,0.0,330,0.55,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0038882691|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0024105728,2,600,540,0.9,0.479873685836792,0.5989724604288736,0.3456140645345052,0.0002983689308166504,0.6866666666666666,0.7866666666666666,68,68.0,109,109.0,0.762962962962963,0.762962962962963,68,False,False,1.0117612087814896,60,0.1,0,0.0,342,0.57,0,0.0,0,0.0,198,0.33
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0093034212|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,507,0.845,0.42070995648701986,0.5412783432006836,0.3238063812255859,0.0002781052390734355,0.6716666666666666,0.8266666666666667,57,57.0,90,90.0,0.7948717948717948,0.7948717948717948,57,False,False,1.0069568589137152,93,0.155,0,0.0,417,0.695,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0086105614|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0031482906,2,600,541,0.9016666666666666,0.46897433598836263,0.5811097717285156,0.33563977559407554,0.0003005809585253398,0.6966666666666667,0.795,68,68.0,107,107.0,0.7726432532347505,0.7726432532347505,68,False,False,1.0056082935923203,59,0.09833333333333333,0,0.0,391,0.6516666666666666,0,0.0,0,0.0,150,0.25
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0015937895|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,450,0.75,0.4245943323771159,0.49975781758626303,0.3758120981852214,0.00025323867797851564,0.6166666666666667,0.8666666666666667,37,37.0,69,69.0,0.8222222222222222,0.8222222222222222,37,False,False,1.0040929073757598,150,0.25,0,0.0,360,0.6,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0086105614|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,537,0.895,0.45112709045410154,0.5748434193929036,0.31453664143880206,0.00029472827911376955,0.695,0.8,66,66.0,104,104.0,0.776536312849162,0.776536312849162,66,False,False,1.0013823057547628,63,0.105,0,0.0,417,0.695,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0021860948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0031482906,2,600,480,0.8,0.4243423843383789,0.41949961344401043,0.45024345397949217,0.0002782495816548665,0.65,0.85,43,43.0,76,76.0,0.8125,0.8125,43,False,False,1.0010914204915364,120,0.2,0,0.0,330,0.55,0,0.0,150,0.25,0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0027975643|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0024105728,2,600,510,0.85,0.4436668046315511,0.44064548492431643,0.4778853352864583,0.00029454022645950315,0.6766666666666666,0.8266666666666667,55,54.99999999999999,87,87.0,0.796078431372549,0.796078431372549,55,False,False,0.998775647668278,90,0.15,0,0.0,312,0.52,0,0.0,198,0.33,0,0.0
tier|low_alpha=0.25|low_cond=udp_grad_mean_ge_0.011107964|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,548,0.9133333333333333,0.41527702649434406,0.4964810053507487,0.3911698150634766,0.00027214457591374713,0.7116666666666667,0.7983333333333333,60,60.0,104,104.0,0.7791970802919708,0.7791970802919708,60,False,False,0.9981886662958895,52,0.08666666666666667,0,0.0,488,0.8133333333333334,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=udp_grad_mean_ge_0.012657589|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,531,0.885,0.4271894105275472,0.5345731989542644,0.33410746256510415,0.00027732441822687784,0.69,0.805,61,61.0,100,100.0,0.7796610169491526,0.7796610169491526,61,False,False,0.9972917667949268,69,0.115,0,0.0,441,0.735,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=a0_grad_mean_ge_0.012581695|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,532,0.8866666666666667,0.4276132361094157,0.5328126907348633,0.33306009928385416,0.00027866750955581667,0.69,0.8033333333333333,61,61.0,101,101.0,0.7781954887218046,0.7781954887218046,61,False,False,0.9961791730617819,68,0.11333333333333333,0,0.0,442,0.7366666666666667,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0058497136|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,570,0.95,0.44555095354715984,0.5141095352172852,0.4038087717692057,0.00028511722882588705,0.7366666666666667,0.7866666666666666,65,65.0,111,111.0,0.775438596491228,0.775438596491228,65,False,False,0.9959913887224702,30,0.05,0,0.0,480,0.8,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0021860948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0024105728,2,600,480,0.8,0.43445703824361165,0.4391581344604492,0.4569679005940755,0.00028551737467447916,0.645,0.845,49,49.0,78,78.0,0.80625,0.80625,49,False,False,0.9955428358713786,120,0.2,0,0.0,282,0.47,0,0.0,198,0.33,0,0.0
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0093034212|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,498,0.83,0.3969550514221191,0.5018990580240885,0.3577416229248047,0.00026320805152257285,0.6616666666666666,0.8316666666666667,52,52.0,87,87.0,0.7971887550200804,0.7971887550200804,52,False,False,0.9952578978848742,102,0.17,0,0.0,438,0.73,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=a0_grad_mean_ge_0.011212653|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,547,0.9116666666666666,0.41321219444274904,0.4964810053507487,0.38291048685709633,0.0002717051903406779,0.71,0.7983333333333333,60,60.0,104,104.0,0.7787934186471663,0.7787934186471663,60,False,False,0.9944777183414161,53,0.08833333333333333,0,0.0,487,0.8116666666666666,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0077444417|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,555,0.925,0.4444499556223551,0.5343047205607097,0.40747116088867186,0.0002879960338274638,0.72,0.795,66,66.0,106,106.0,0.7783783783783784,0.7783783783783784,66,False,False,0.991309767078709,45,0.075,0,0.0,465,0.775,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=udp_grad_mean_ge_0.012657589|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,523,0.8716666666666667,0.40276187578837075,0.49828693389892575,0.3599731190999349,0.00026314576466878256,0.6816666666666666,0.81,56,56.0,97,96.99999999999999,0.7820267686424475,0.7820267686424475,56,False,False,0.9898900732496272,77,0.12833333333333333,0,0.0,463,0.7716666666666666,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=a0_grad_mean_ge_0.012581695|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,524,0.8733333333333333,0.40318570137023924,0.49652642567952476,0.3589257558186849,0.00026448885599772133,0.6816666666666666,0.8083333333333333,56,56.0,98,98.0,0.7805343511450382,0.7805343511450382,56,False,False,0.9887761350529793,76,0.12666666666666668,0,0.0,464,0.7733333333333333,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0058497136|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0031482906,2,600,570,0.95,0.47378851254781085,0.5578533045450846,0.36230857849121095,0.0002954969803492228,0.7233333333333334,0.7733333333333333,70,70.0,118,118.0,0.7614035087719299,0.7614035087719299,70,False,False,0.9883721894715964,30,0.05,0,0.0,420,0.7,0,0.0,0,0.0,150,0.25
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0021860948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0037999609,2,600,480,0.8,0.4108159383138021,0.41483734130859373,0.4329058583577474,0.0002711370587348938,0.6516666666666666,0.8516666666666667,42,42.00000000000001,75,75.0,0.8145833333333333,0.8145833333333333,42,False,False,0.9874555638631186,120,0.2,0,0.0,360,0.6,0,0.0,120,0.2,0,0.0
tier|low_alpha=0.25|low_cond=input_mean_le_0.69049907|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,526,0.8766666666666667,0.44106510480244954,0.5260377883911133,0.4038087717692057,0.00026927947998046876,0.69,0.8133333333333334,63,63.0,102,102.00000000000001,0.7870722433460076,0.7870722433460076,63,False,False,0.9874298248595612,74,0.12333333333333334,0,0.0,436,0.7266666666666667,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=udp_grad_mean_ge_0.011107964|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,554,0.9233333333333333,0.4358516597747803,0.5327672704060873,0.3572345733642578,0.0002844804525375366,0.7166666666666667,0.7933333333333333,65,65.0,107,107.0,0.776173285198556,0.776173285198556,65,False,False,0.9867975976960038,46,0.07666666666666666,0,0.0,464,0.7733333333333333,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0058497136|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,570,0.95,0.4606372547149658,0.5509330622355143,0.3606432851155599,0.000291006068388621,0.7266666666666667,0.7766666666666666,69,69.0,116,116.0,0.7649122807017544,0.7649122807017544,69,False,False,0.9831936470500211,30,0.05,0,0.0,450,0.75,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=a0_grad_mean_ge_0.011212653|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,553,0.9216666666666666,0.4337868277231852,0.5327672704060873,0.3489752451578776,0.00028404106696446735,0.715,0.7933333333333333,65,65.0,107,107.0,0.7757685352622061,0.7757685352622061,65,False,False,0.9830865953269526,47,0.07833333333333334,0,0.0,463,0.7716666666666666,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0093034212|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0031482906,2,600,518,0.8633333333333333,0.45667215665181476,0.5891367467244466,0.3043648274739583,0.00029413789510726926,0.6716666666666666,0.8083333333333333,65,65.0,100,100.0,0.777992277992278,0.777992277992278,65,False,False,0.9829676506783817,82,0.13666666666666666,0,0.0,368,0.6133333333333333,0,0.0,0,0.0,150,0.25
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0058497136|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,570,0.95,0.4250458145141602,0.4831480662027995,0.4326971944173177,0.00027624358733495077,0.7366666666666667,0.7866666666666666,63,63.0,111,111.0,0.775438596491228,0.775438596491228,63,False,False,0.9776059167426933,30,0.05,0,0.0,510,0.85,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0038882691|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0024105728,2,600,540,0.9,0.44541192054748535,0.43915053049723307,0.47634371439615886,0.0003020880619684855,0.705,0.805,61,61.0,98,98.0,0.7833333333333333,0.7833333333333333,61,False,False,0.9757833830515542,60,0.1,0,0.0,342,0.57,0,0.0,198,0.33,0,0.0
tier|low_alpha=0.25|low_cond=input_mean_le_0.69049907|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0031482906,2,600,530,0.8833333333333333,0.47062104860941567,0.5705087407430013,0.36230857849121095,0.0002834110458691915,0.6833333333333333,0.8,68,68.0,109,109.0,0.7735849056603774,0.7735849056603774,68,False,False,0.974938144335957,70,0.11666666666666667,0,0.0,380,0.6333333333333333,0,0.0,0,0.0,150,0.25
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0077444417|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,550,0.9166666666666666,0.42024115562438963,0.4980184555053711,0.43421175638834636,0.0002743088205655416,0.7133333333333334,0.7966666666666666,63,63.0,105,105.0,0.7781818181818182,0.7781818181818182,63,False,False,0.9734861865766121,50,0.08333333333333333,0,0.0,490,0.8166666666666667,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0093034212|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,513,0.855,0.43820523262023925,0.5803916803995768,0.2832616933186849,0.0002879911661148071,0.6683333333333333,0.8133333333333334,63,63.0,97,96.99999999999999,0.7816764132553606,0.7816764132553606,63,False,False,0.9728285669345372,87,0.145,0,0.0,393,0.655,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0077444417|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,559,0.9316666666666666,0.4607987372080485,0.5734180577596029,0.3623404947916667,0.0002974540988604228,0.715,0.7833333333333333,71,71.0,112,112.0,0.7674418604651163,0.7674418604651163,71,False,False,0.971839325918153,41,0.06833333333333333,0,0.0,439,0.7316666666666667,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=input_mean_le_0.69049907|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,529,0.8816666666666667,0.4572879950205485,0.5628613154093425,0.3606432851155599,0.0002765950560569763,0.685,0.8033333333333333,67,67.0,107,107.0,0.776937618147448,0.776937618147448,67,False,False,0.9706882567669508,71,0.11833333333333333,0,0.0,409,0.6816666666666666,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0027975643|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0015222002,2,600,510,0.85,0.45222373326619464,0.45221237182617186,0.49384084065755207,0.00029999276002248127,0.675,0.825,59,59.0,92,92.0,0.7941176470588235,0.7941176470588235,59,False,False,0.9668335971458287,90,0.15,0,0.0,270,0.45,0,0.0,240,0.4,0,0.0
tier|low_alpha=0.25|low_cond=udp_mean_le_0.56097753|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,525,0.875,0.42836159706115723,0.5201819737752279,0.3645000966389974,0.0002651179830233256,0.6783333333333333,0.8033333333333333,61,61.0,104,104.0,0.7752380952380953,0.7752380952380953,61,False,False,0.9667190905071446,75,0.125,0,0.0,435,0.725,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=udp_grad_mean_ge_0.011107964|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0037999609,2,600,557,0.9283333333333333,0.4525728638966878,0.5695907974243164,0.3193419647216797,0.0002912813425064087,0.71,0.7816666666666666,70,70.0,113,113.0,0.7648114901256733,0.7648114901256733,70,False,False,0.9657702728145925,43,0.07166666666666667,0,0.0,437,0.7283333333333334,0,0.0,0,0.0,120,0.2
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0015937895|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0053803557,2,600,450,0.75,0.4040891933441162,0.4687963485717773,0.40470052083333335,0.00024436503648757937,0.6166666666666667,0.8666666666666667,35,35.0,69,69.0,0.8222222222222222,0.8222222222222222,35,False,False,0.9657074353959826,150,0.25,0,0.0,390,0.65,0,0.0,0,0.0,60,0.1
tier|low_alpha=0.25|low_cond=input_grad_mean_ge_0.0077444417|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0031482906,2,600,561,0.935,0.473786522547404,0.5796844100952149,0.3640057881673177,0.00030114253362019855,0.7133333333333334,0.7783333333333333,73,73.0,115,115.00000000000001,0.7629233511586453,0.7629233511586453,73,False,False,0.9651307969982399,39,0.065,0,0.0,411,0.685,0,0.0,0,0.0,150,0.25
tier|low_alpha=0.25|low_cond=a0_grad_mean_ge_0.013612788|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,507,0.845,0.41760608037312824,0.5280229187011719,0.3300389862060547,0.00026637991269429527,0.6633333333333333,0.8183333333333334,58,58.0,93,93.0,0.7850098619329389,0.7850098619329389,58,False,False,0.9651288070513179,93,0.155,0,0.0,417,0.695,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=udp_grad_mean_ge_0.013542664|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,507,0.845,0.4175859578450521,0.5280229187011719,0.32964759826660156,0.000267107089360555,0.6633333333333333,0.8183333333333334,58,58.0,94,94.0,0.7850098619329389,0.7850098619329389,58,False,False,0.9650695457292967,93,0.155,0,0.0,417,0.695,0,0.0,0,0.0,90,0.15
tier|low_alpha=0.25|low_cond=a0_mean_le_0.5451718|high_alpha=0.75|high_cond=diff_signed_mean_le_-0.0045283467,2,600,504,0.84,0.42153440793355307,0.5261342493693034,0.34926968892415367,0.0002630697687466939,0.655,0.815,57,57.0,98,98.0,0.7797619047619048,0.7797619047619048,57,False,False,0.9648068715595065,96,0.16,0,0.0,414,0.69,0,0.0,0,0.0,90,0.15
