A0_PSNR,A0_SSIM,dPSNR,dSSIM,fold,local_alpha_PSNR,local_alpha_SSIM,name,patch_action_count_a0,patch_action_count_a0p125,patch_action_count_a0p25,patch_action_count_a0p375,patch_action_count_a0p5,patch_action_count_a0p75,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75,patch_count,policy_id,profile,split
46.273719787597656,0.9988396167755127,0.0278167724609375,2.47955322265625e-05,1,46.301536560058594,0.9988644123077393,1729_0.85_0.57.png,0,0,11,9,0,0,0.0,0.0,0.55,0.45,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,riskcap48_allow075,val_regular
35.7130126953125,0.9900989532470703,0.6365585327148438,0.0007348060607910156,1,36.349571228027344,0.9908337593078613,1739_0.98_1.18.png,6,0,7,7,0,0,0.3,0.0,0.35,0.35,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,riskcap48_no075,val_regular
35.7130126953125,0.9900989532470703,0.6196823120117188,0.0006915926933288574,1,36.33269500732422,0.9907905459403992,1739_0.98_1.18.png,6,0,11,3,0,0,0.3,0.0,0.55,0.15,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063877611,riskcap42_no075,val_regular
35.7130126953125,0.9900989532470703,0.6268234252929688,0.0006662607192993164,1,36.33983612060547,0.9907652139663696,1739_0.98_1.18.png,7,0,10,3,0,0,0.35,0.0,0.5,0.15,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033162105|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063877611,riskcap36_no075,val_regular
35.7130126953125,0.9900989532470703,0.6365585327148438,0.0007348060607910156,1,36.349571228027344,0.9908337593078613,1739_0.98_1.18.png,6,0,7,7,0,0,0.3,0.0,0.35,0.35,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,riskcap48_allow075,val_regular
49.388763427734375,0.9990334510803223,0.19200897216796875,0.00012671947479248047,1,49.580772399902344,0.9991601705551147,1741_0.52_0.81.png,0,0,9,11,0,0,0.0,0.0,0.45,0.55,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,riskcap48_no075,val_regular
49.388763427734375,0.9990334510803223,0.2591094970703125,0.00010967254638671875,1,49.64787292480469,0.999143123626709,1741_0.52_0.81.png,0,0,20,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063877611,riskcap42_no075,val_regular
49.388763427734375,0.9990334510803223,0.289520263671875,0.00010985136032104492,1,49.67828369140625,0.9991433024406433,1741_0.52_0.81.png,1,0,19,0,0,0,0.05,0.0,0.95,0.0,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033162105|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063877611,riskcap36_no075,val_regular
49.388763427734375,0.9990334510803223,0.19200897216796875,0.00012671947479248047,1,49.580772399902344,0.9991601705551147,1741_0.52_0.81.png,0,0,9,11,0,0,0.0,0.0,0.45,0.55,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044661514|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00023860703,riskcap48_allow075,val_regular
45.94437026977539,0.9984724521636963,0.255828857421875,5.745887756347656e-05,3,46.200199127197266,0.9985299110412598,1744_0.79_1.18.png,0,0,20,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081691616,riskcap48_no075,val_regular
45.94437026977539,0.9984724521636963,0.20487594604492188,5.125999450683594e-05,3,46.14924621582031,0.9985237121582031,1744_0.79_1.18.png,0,0,19,1,0,0,0.0,0.0,0.95,0.05,0.0,0.0,20,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0044121328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.004919854,riskcap42_no075,val_regular
