variant,runs,strict_gate_pass_count,relaxed_flow_pass_count,mean_true_a0,hard_true_a0,dssim,positive_ratio,worst,strong,true_vs_zero,true_vs_shuffle,true_vs_normal,min_run_mean,max_run_worst,strict_triage_pass,relaxed_flow_pass,flow_score
l0_a0_sanity,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,0.0
l1_fdf_lite_s004_g025_bm2,4,0,4,0.07118344148000082,0.08191897710164388,1.5355969468752545e-05,0.6308333333333334,82.5,52.5,0.06951782862345378,0.05537246704101562,0.05918739954630534,0.0611430295308431,88,False,True,0.06779264291127524
l2_fdf_lite_s002_g025_bm2,4,0,4,0.05270567099253336,0.06481787999471028,1.7000635464986167e-05,0.625,60.5,43.75,0.0457102084159851,0.03475157101949056,0.03705832560857138,0.043313188552856444,72,False,True,0.050087693095207206
l3_fdf_lite_s004_g015_bm2,4,0,4,0.06295862038930258,0.07528846104939779,1.7357170581817626e-05,0.6304166666666666,69.5,49.0,0.056608394781748464,0.04419080336888631,0.04714994510014851,0.05368243217468262,81,False,True,0.06118283434708914
l4_fdf_lite_tail_s004_g025_bm2,4,0,4,0.06692291021347047,0.07818142255147298,1.6033177574475605e-05,0.62875,78.5,50.75,0.06126702547073364,0.04878598610560099,0.05210013866424561,0.05772098859151204,85,False,True,0.06253502221902213
l5_res010_tail_s004_g025_bm2,4,0,4,0.06624922513961792,0.07821044603983561,1.6980816920598347e-05,0.6295833333333334,76.25,50.0,0.05532023986180623,0.04419610659281413,0.04719722906748454,0.05727648417154948,83,False,True,0.06150689661502839
l5_res015_tail_s004_g025_bm2,4,0,4,0.06624490022659302,0.07821097373962403,1.6961097717285156e-05,0.6295833333333334,76.25,50.0,0.055353311697642016,0.04422121365865072,0.04722325007120769,0.057286949157714845,83,False,True,0.061510971585909534
