scope,fold,epoch,loss,l_gt,anchor,hinge,cvar,direction,residual
tier_a_partial,0,1,0.9190048191230744,0.0066712597908917814,0.003244788822485134,1.8653168297078082e-05,0.9114687666296959,2.8994712290564273e-06,0.003280576020188164
tier_a_partial,0,2,0.5074607135320548,0.006358259153785184,0.0024727275667828508,9.911610106883018e-06,0.5004627928137779,1.718058412647494e-06,0.002334124335902743
tier_a_partial,0,3,0.31011573603609577,0.005811661932966672,0.00224501320917625,6.884952881591744e-06,0.303732693195343,1.1673260154054788e-06,0.0020554179791361094
tier_a_partial,0,4,0.256823591014836,0.005688582969014533,0.0014249864034354687,5.019698988917298e-06,0.2507597729563713,1.3218166987627455e-06,0.00147175644087838
tier_a_partial,0,5,0.15501684616901912,0.005772545555373654,0.0014269164857978467,4.469245908467201e-06,0.14887189120054245,1.313780879641513e-06,0.0014304284050012939
tier_a_partial,0,6,0.2846363328571897,0.0067279239010531455,0.0016105583872558782,7.784260219523276e-06,0.2774795964360237,2.288868762967411e-06,0.0015937275311443955
tier_a_partial,0,7,0.1893902370647993,0.006370358198182657,0.0013586792956630234,3.743627928542992e-06,0.1826718971133232,1.1923375140554526e-06,0.0012559014976432081
tier_a_partial,0,8,0.08461532212095335,0.005969312565866858,0.0008571447597205406,1.7026259797603416e-06,0.07841822504997253,5.176749583446494e-07,0.0010072327495436184
tier_a_partial,0,9,0.22266731978743337,0.005791116738691926,0.001409119267918868,4.227335068662796e-06,0.2165064811706543,1.3030741177200156e-06,0.0014587718542315997
tier_a_partial,0,10,0.12418412577244453,0.0059197304071858525,0.0009031348672579043,3.156719543540021e-06,0.11802173405885696,1.0152687757170042e-06,0.0010129373040399514
tier_a_partial,1,1,0.3938906069670338,0.006294539460213855,0.0024233388558059232,1.2352427120276843e-05,0.38695192337036133,2.0097061277368766e-06,0.002494744821888162
tier_a_partial,1,2,0.20857636744040065,0.005804624030133709,0.0016668922471581027,5.0898096333185094e-06,0.20233752578496933,9.527718554114273e-07,0.001717980885587167
tier_a_partial,1,3,0.3404473402479198,0.006164987775264308,0.0016349252400686964,1.1806566647010186e-05,0.33382197469472885,3.4745470678387846e-06,0.0018481119113857858
tier_a_partial,1,4,0.09306171099888161,0.005784719513030723,0.0009106325560424011,2.5146316886548448e-06,0.08703579008579254,7.684463634305416e-07,0.0010040297893283423
tier_a_partial,1,5,0.1356095191440545,0.005659808462951332,0.0009615400049369782,3.4779256452566187e-06,0.12969253212213516,1.1204054688462861e-06,0.001046181540004909
tier_a_partial,1,6,0.09068943106103688,0.005976287997327745,0.0012313592233113013,3.5191338838558295e-06,0.08439145237207413,1.1553353356230645e-06,0.0012520789096015505
tier_a_partial,1,7,0.13742141562397592,0.006152838410343975,0.0011819141836895142,5.0991860689464374e-06,0.130949966609478,1.6145735468597877e-06,0.0012791647204721812
tier_a_partial,1,8,0.08337946954998188,0.005799662263598293,0.0013193846025387757,2.3169693008640024e-06,0.07724590599536896,6.848295224237688e-07,0.0012392927274049725
tier_a_partial,1,9,0.09057153441244736,0.005654238018905744,0.001057465637131827,2.265184718908131e-06,0.08464455604553223,5.805337277564604e-07,0.0010762155907286797
tier_a_partial,1,10,0.039099609886761755,0.005652125779306516,0.0007392386396531947,7.277931786120462e-07,0.03325532376766205,1.6241743017175736e-07,0.0008408913108723937
tier_a_partial,2,1,1.4094060649222229,0.008062832115683705,0.005114032595884055,5.822471842975574e-05,1.3999056369066238,1.0022037120194227e-05,0.004964694475347642
tier_a_partial,2,2,0.4567800366785377,0.00616888960939832,0.0022026931728760246,1.1273571601577714e-05,0.450026735663414,3.000099705996462e-06,0.002126479012076743
tier_a_partial,2,3,0.17927873964072205,0.005754208657890558,0.0016562561431783251,5.473555461321666e-06,0.1730904057621956,1.585544476156997e-06,0.0016800314333522692
tier_a_partial,2,4,0.1665894523030147,0.00626559421652928,0.001589553605299443,4.843110218644142e-06,0.1599152907729149,1.0639871717010863e-06,0.0015129944622458424
tier_a_partial,2,5,0.16920516281970777,0.005709991091862321,0.001561774541187333,4.075882202414505e-06,0.16309695690870285,5.031122363163831e-07,0.0015039324316603597
tier_a_partial,2,6,0.16721513218362816,0.006182162309414707,0.0010121948816959048,4.959211395316743e-06,0.16075387597084045,1.4993084049841343e-06,0.0011847823079733644
tier_a_partial,2,7,0.2000159788876772,0.005743271627579816,0.0011832907548523508,4.805644550742727e-06,0.19395717978477478,1.4068565181712955e-06,0.00124455055265571
tier_a_partial,2,8,0.12908751526265405,0.005318989075021818,0.001280460197449429,2.822176554673206e-06,0.12344130873680115,8.330058554051334e-07,0.0012262460149941035
tier_a_partial,2,9,0.24276105349417776,0.006532074650749564,0.0015721574709459674,9.406806555034564e-06,0.2358001098036766,3.1929525370344436e-06,0.0015931820016703568
tier_a_partial,2,10,0.34178816789062694,0.005582551326369867,0.0017541502638778184,5.427588519069104e-06,0.33575164526700974,1.5022062811453907e-06,0.0016956561375991441
tier_a_partial,3,1,0.479114634799771,0.006132446869742125,0.0027219860567129217,1.4847126180939085e-05,0.47225184738636017,1.9727162194893566e-06,0.0029276543427840807
tier_a_partial,3,2,0.6480384174792562,0.006283445720328018,0.002758270435151644,1.450968716198986e-05,0.6410084217786789,3.051407985621424e-06,0.0030121693125693128
tier_a_partial,3,3,0.4522027623897884,0.00585927430074662,0.00220596578947152,1.4602675946662202e-05,0.4457361325621605,3.0925260460223924e-06,0.0024299279393744655
