scope,fold,epoch,loss,l_gt,anchor,hinge,cvar,direction,residual
frozen_probe,3,10,0.017063431805581786,0.005347407903173007,0.0002828039614541922,3.084182651491574e-07,0.01164305955171585,1.1942449079649364e-07,0.00030379169675143203
frozen_probe,4,1,2.8104730033664964,0.007082268391968682,0.004681727128627244,4.023786868856405e-05,2.8021502271294594,4.255091059945926e-06,0.004049224553455133
frozen_probe,4,2,0.1177224620769266,0.005587007224676199,0.0017971860797842965,3.3152172704831173e-06,0.11168573051691055,7.681485447719183e-07,0.0015963549230946228
frozen_probe,4,3,0.1374393944570329,0.005779220286058262,0.0012658321611525025,3.2895140407163126e-06,0.13133346289396286,9.613775429073712e-07,0.0012431822578946594
frozen_probe,4,4,0.3644469993596431,0.005556362681090832,0.0020968781973351724,6.575153292942559e-06,0.35834991931915283,1.4488725348371645e-06,0.002018887702433858
frozen_probe,4,5,0.07852186856325716,0.005658964830217883,0.0007727374704700196,1.821274508984061e-06,0.07266600430011749,6.203138825933152e-07,0.0007121454564185115
frozen_probe,4,6,0.0719505415763706,0.005424117320217192,0.0007766041926515754,1.5049918715703825e-06,0.06632689386606216,5.168095018603935e-07,0.000772307977968012
frozen_probe,4,7,0.06974861677736044,0.005146609910298139,0.0006929338960617315,1.2572713217195997e-06,0.0644269585609436,3.587705523777629e-07,0.0006430536777770612
frozen_probe,4,8,0.04498903331113979,0.005754149140557274,0.0004733809882964124,1.4486741406471992e-06,0.03911108523607254,5.957222794505945e-07,0.00046494063280988485
frozen_probe,4,9,0.09474680715356953,0.005447873511002399,0.0009157814311038237,2.3176623926701723e-06,0.08906383812427521,7.741111813786006e-07,0.0008686508590471931
frozen_probe,4,10,0.053985339851351455,0.005529476402443834,0.0006784053366573062,1.1528613299560675e-06,0.0482846274971962,4.3028959062496597e-07,0.0006219575998329674
