scope,fold,epoch,loss,l_gt,anchor,hinge,cvar,direction,residual
tier_b_partial,0,1,1.0050998399965465,0.0068460090551525354,0.0034191756567452103,2.205390268272822e-05,0.9973313808441162,3.528810989195108e-06,0.0035374951039557345
tier_b_partial,0,2,0.49408797919750214,0.006376521254424006,0.0021987284781062044,1.0033663386366243e-05,0.4871373847126961,2.3572257248360984e-06,0.002049523747700732
tier_b_partial,0,3,0.25046420795843005,0.005717681284295395,0.0020371584651002195,6.482254093498341e-06,0.24422070384025574,1.0252504911711924e-06,0.002006107555644121
tier_b_partial,0,4,0.38333230931311846,0.005952580861048773,0.002318115108209895,1.0093974509572945e-05,0.3767745718359947,2.3874799026657456e-06,0.002187968188081868
tier_b_partial,0,5,0.4688714217627421,0.006306843017227948,0.002515068837965373,1.4099276768320124e-05,0.46188749372959137,3.1821756785177513e-06,0.002599288047349546
tier_b_partial,0,6,0.3276106114790309,0.006672337563941255,0.0021967188185954,9.140551242126094e-06,0.32036224752664566,2.270064207721134e-06,0.002141030203347327
tier_b_partial,0,7,0.165263042319566,0.0062319339194800705,0.0013776109117316082,3.060655672015855e-06,0.15867886692285538,9.58592298871963e-07,0.0013159899863239843
tier_b_partial,0,8,0.08690037549240515,0.0059717198892030865,0.0012760625140799675,1.7708143786876462e-06,0.08059916645288467,2.997754124933749e-07,0.001384751289151609
tier_b_partial,0,9,0.09732958918903023,0.005737191095249727,0.0013361316741793416,2.2668195356345677e-06,0.0912543460726738,6.941167463025977e-07,0.001256432689842768
tier_b_partial,0,10,0.18702658379334025,0.005930203158641234,0.0012189192457299214,4.492504501740768e-06,0.1807621791958809,1.2118700094179008e-06,0.0015075264127517585
tier_b_partial,1,1,0.578990955138579,0.006545032141730189,0.0031039419536682544,1.6070225797193416e-05,0.5716232061386108,2.3788470162600106e-06,0.0031579397546011023
tier_b_partial,1,2,0.29549531132215634,0.006011546545778401,0.002416303952486487,7.617773746915191e-06,0.2888600155711174,1.1272986778151917e-06,0.0023922813197714277
tier_b_partial,1,3,0.2856208220764529,0.006211942236404866,0.0015267679991666228,1.425604855853635e-05,0.2789618745446205,4.751375993095053e-06,0.0017876783895189874
tier_b_partial,1,4,0.10031311845523305,0.005773398079327308,0.0013250821975816507,2.7915100559994244e-06,0.0942024439573288,7.608017522642285e-07,0.0012574403517646715
tier_b_partial,1,5,0.08937702886760235,0.005510134142241441,0.0009171490492008161,1.7667713336777524e-06,0.08362413197755814,5.56793580797077e-07,0.0010603040464047808
tier_b_partial,1,6,0.10098860954167321,0.006002983107464388,0.0015134356508497149,5.1271275083308865e-06,0.09458617866039276,1.6866669394488554e-06,0.001561444780236343
tier_b_partial,1,7,0.11384665808873251,0.006065178400604054,0.0010165468047489412,3.2784163295218605e-06,0.10751205682754517,1.045394273369027e-06,0.0010866123557207175
