count,mean_delta,hard_delta,easy_delta,p05_delta,cvar5_delta,worst_delta,severe_count,strong_reference_regression_count,residual_energy_hard_mean,residual_energy_easy_mean,residual_energy_easy_to_hard_ratio,fold,gate_pass,checkpoint
32,0.07096087087168668,0.2025646553143874,0.030499252372956143,-0.6012521646835459,-0.8065072135521305,-0.9213535088360345,8,3,2.133056369757469e-06,1.0228200615358674e-06,0.47950915692498236,0,False,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v3-0-a0-anchored-partial-unfreeze/Dehazing/ITS/results/ConvIR-Haze4K-v3.0-a0-anchored-partial-unfreeze-20260707/tier_b_partial/fold_0/Final.pkl
32,0.11126083830877231,0.8215910045728068,-0.3224314310826095,-1.2674248285957959,-1.4383826290581148,-1.512050805785897,7,5,8.314918261476123e-06,5.190921115172387e-06,0.6242900954567961,1,False,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v3-0-a0-anchored-partial-unfreeze/Dehazing/ITS/results/ConvIR-Haze4K-v3.0-a0-anchored-partial-unfreeze-20260707/tier_b_partial/fold_1/Final.pkl
32,0.060939399095608526,0.05724573161619828,0.10651598030162379,-0.21029685747782842,-0.22149130513684057,-0.22525003585977998,3,3,2.2754882635922513e-06,1.043787612786673e-06,0.45870929307228064,2,False,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v3-0-a0-anchored-partial-unfreeze/Dehazing/ITS/results/ConvIR-Haze4K-v3.0-a0-anchored-partial-unfreeze-20260707/tier_b_partial/fold_2/Final.pkl
32,-0.1289416026117044,-0.11306829741149071,-0.16574297649498604,-0.5578827945410931,-0.7876332733833138,-0.8697107598513014,11,4,1.6515482776924273e-06,1.0679483750664076e-06,0.6466346697164458,3,False,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v3-0-a0-anchored-partial-unfreeze/Dehazing/ITS/results/ConvIR-Haze4K-v3.0-a0-anchored-partial-unfreeze-20260707/tier_b_partial/fold_3/Final.pkl
32,-0.08903380454348753,0.0932279617496734,-0.15894998677282146,-0.5968150512016279,-0.6790779074510063,-0.7291452613755212,13,4,3.0573622922247523e-06,9.94619306027289e-07,0.3253194129320977,4,False,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-haze4k-v3-0-a0-anchored-partial-unfreeze/Dehazing/ITS/results/ConvIR-Haze4K-v3.0-a0-anchored-partial-unfreeze-20260707/tier_b_partial/fold_4/Final.pkl
