low_size,K,mapper,family,candidate_scale,split,index,name,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,M_safe_nonzero_frac,target_abs_mean,pred_abs_mean,pred_abs_max,pred_coeff_norm,pred_coeff_l1,pred_low_energy,scaled_pred_abs_mean,weighted_residual_norm,residual_mean,residual_std,residual_positive_frac,residual_negative_frac,weighted_den,initial_l1_num,final_l1_num,weighted_field_l1,nn_distance,confidence_proxy,feature_set,rank_group,open_rank_group,eval_target_split
32,16,global_mean_coeff,global_mean,0.75,fit,1,1001_0.89_1.66.png,35.02719497680664,35.22018814086914,36.46269226074219,0.1929931640625,1.4354972839355469,-0.24215658009052277,1.0,0.9999926090240479,0.15691329538822174,1.0,0.013408035039901733,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.00460126344114542,0.0045671735586940146,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,75318.3828125,1029.483154296875,914.9111938476562,0.012147249578170916,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,1.0,fit,1,1001_0.89_1.66.png,35.02719497680664,35.28265380859375,36.46269226074219,0.2554588317871094,1.4354972839355469,-0.24215658009052277,1.0,0.9999926090240479,0.15691329538822174,1.0,0.013408035039901733,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.006135018076747656,0.006089565015046024,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,75318.3828125,1029.483154296875,894.7508544921875,0.011879581333014132,0.0,1.0,global,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.25,fit,1,1001_0.89_1.66.png,35.02719497680664,35.242408752441406,36.46269226074219,0.21521377563476562,1.4354972839355469,0.6801333427429199,1.0,0.9999926090240479,0.15691329538822174,1.0,0.013408035039901733,0.01121760904788971,0.028077438473701477,0.5354220271110535,0.09389322251081467,0.00016785357729531825,0.0028044022619724274,0.00283884439900597,-0.011086634360253811,0.006703739985823631,0.04756874963641167,0.9524312615394592,75318.3828125,1029.483154296875,853.2242431640625,0.011328233710063933,0.015625,0.9846153846153847,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.5,fit,1,1001_0.89_1.66.png,35.02719497680664,35.460655212402344,36.46269226074219,0.4334602355957031,1.4354972839355469,0.6801333427429199,1.0,0.9999926090240479,0.15691329538822174,1.0,0.013408035039901733,0.01121760904788971,0.028077438473701477,0.5354220271110535,0.09389322251081467,0.00016785357729531825,0.005608804523944855,0.00567768879801194,-0.011086634360253811,0.006703739985823631,0.04756874963641167,0.9524312615394592,75318.3828125,1029.483154296875,705.1455078125,0.009362196604352379,0.015625,0.9846153846153847,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.75,fit,1,1001_0.89_1.66.png,35.02719497680664,35.68183135986328,36.46269226074219,0.6546363830566406,1.4354972839355469,0.6801333427429199,1.0,0.9999926090240479,0.15691329538822174,1.0,0.013408035039901733,0.01121760904788971,0.028077438473701477,0.5354220271110535,0.09389322251081467,0.00016785357729531825,0.008413205854594707,0.008516533602198915,-0.011086634360253811,0.006703739985823631,0.04756874963641167,0.9524312615394592,75318.3828125,1029.483154296875,600.4652099609375,0.007972359303780523,0.015625,0.9846153846153847,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,1.0,fit,1,1001_0.89_1.66.png,35.02719497680664,35.90579605102539,36.46269226074219,0.87860107421875,1.4354972839355469,0.6801333427429199,1.0,0.9999926090240479,0.15691329538822174,1.0,0.013408035039901733,0.01121760904788971,0.028077438473701477,0.5354220271110535,0.09389322251081467,0.00016785357729531825,0.01121760904788971,0.01135537759602388,-0.011086634360253811,0.006703739985823631,0.04756874963641167,0.9524312615394592,75318.3828125,1029.483154296875,538.5108642578125,0.0071497932396981856,0.015625,0.9846153846153847,spatial_priors,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.25,fit,2,1002_0.73_1.47.png,33.684539794921875,33.68632125854492,34.33770751953125,0.001781463623046875,0.653167724609375,-0.04268709942698479,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.001533754519186914,0.0015242593266454518,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,41060.7421875,596.005859375,570.2646484375,0.01388831808819822,0.0,1.0,global,hard_bottom25,open_hard_bottom25,False
32,16,global_mean_coeff,global_mean,0.5,fit,2,1002_0.73_1.47.png,33.684539794921875,33.68770980834961,34.33770751953125,0.003170013427734375,0.653167724609375,-0.04268709942698479,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.003067509038373828,0.0030485186532909036,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,41060.7421875,596.005859375,548.1964721679688,0.013350866130589684,0.0,1.0,global,hard_bottom25,open_hard_bottom25,False
32,16,global_mean_coeff,global_mean,0.75,fit,2,1002_0.73_1.47.png,33.684539794921875,33.68870544433594,34.33770751953125,0.0041656494140625,0.653167724609375,-0.04268709942698479,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.00460126344114542,0.004572777979936356,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,41060.7421875,596.005859375,531.6759033203125,0.012948521507294357,0.0,1.0,global,hard_bottom25,open_hard_bottom25,False
32,16,global_mean_coeff,global_mean,1.0,fit,2,1002_0.73_1.47.png,33.684539794921875,33.68930435180664,34.33770751953125,0.004764556884765625,0.653167724609375,-0.04268709942698479,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.006135018076747656,0.006097037306581807,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,41060.7421875,596.005859375,524.4830932617188,0.012773346640124434,0.0,1.0,global,hard_bottom25,open_hard_bottom25,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.25,fit,2,1002_0.73_1.47.png,33.684539794921875,33.7375602722168,34.33770751953125,0.053020477294921875,0.653167724609375,0.714775562286377,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.009697355329990387,0.02820347622036934,0.5467385053634644,0.09289193898439407,0.00012619815242942423,0.0024243388324975967,0.0024489010748890505,-0.00807319674640894,0.0078116352669894695,0.19029375910758972,0.8097062706947327,41060.7421875,596.005859375,514.214111328125,0.012523254182304227,0.009568319655954838,0.9905223653816558,spatial_priors,hard_bottom25,open_hard_bottom25,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.5,fit,2,1002_0.73_1.47.png,33.684539794921875,33.790000915527344,34.33770751953125,0.10546112060546875,0.653167724609375,0.714775562286377,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.009697355329990387,0.02820347622036934,0.5467385053634644,0.09289193898439407,0.00012619815242942423,0.0048486776649951935,0.004897802149778101,-0.00807319674640894,0.0078116352669894695,0.19029375910758972,0.8097062706947327,41060.7421875,596.005859375,454.9596252441406,0.011080160781473712,0.009568319655954838,0.9905223653816558,spatial_priors,hard_bottom25,open_hard_bottom25,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.75,fit,2,1002_0.73_1.47.png,33.684539794921875,33.841827392578125,34.33770751953125,0.15728759765625,0.653167724609375,0.714775562286377,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.009697355329990387,0.02820347622036934,0.5467385053634644,0.09289193898439407,0.00012619815242942423,0.007273017428815365,0.007346702853052119,-0.00807319674640894,0.0078116352669894695,0.19029375910758972,0.8097062706947327,41060.7421875,596.005859375,421.71807861328125,0.0102705907430398,0.009568319655954838,0.9905223653816558,spatial_priors,hard_bottom25,open_hard_bottom25,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,1.0,fit,2,1002_0.73_1.47.png,33.684539794921875,33.893009185791016,34.33770751953125,0.20846939086914062,0.653167724609375,0.714775562286377,1.0,0.9999188184738159,0.0855432078242302,1.0,0.014619426801800728,0.009697355329990387,0.02820347622036934,0.5467385053634644,0.09289193898439407,0.00012619815242942423,0.009697355329990387,0.009795604299556202,-0.00807319674640894,0.0078116352669894695,0.19029375910758972,0.8097062706947327,41060.7421875,596.005859375,422.19720458984375,0.010282259455075608,0.009568319655954838,0.9905223653816558,spatial_priors,hard_bottom25,open_hard_bottom25,False
32,16,global_mean_coeff,global_mean,0.25,fit,3,1003_0.9_1.06.png,38.72209548950195,38.75767517089844,39.22611999511719,0.035579681396484375,0.5040245056152344,-0.22482982277870178,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.001533754519186914,0.0015265786692855434,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,28137.80859375,257.9796447753906,241.10824584960938,0.008568835239826196,0.005524271633476019,0.9945060782824249,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.5,fit,3,1003_0.9_1.06.png,38.72209548950195,38.79294967651367,39.22611999511719,0.07085418701171875,0.5040245056152344,-0.22482982277870178,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.003067509038373828,0.003053157338571087,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,28137.80859375,257.9796447753906,227.8544158935547,0.008097802468674335,0.005524271633476019,0.9945060782824249,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.75,fit,3,1003_0.9_1.06.png,38.72209548950195,38.827903747558594,39.22611999511719,0.10580825805664062,0.5040245056152344,-0.22482982277870178,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.00460126344114542,0.004579736143428569,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,28137.80859375,257.9796447753906,219.06280517578125,0.007785354159543175,0.005524271633476019,0.9945060782824249,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,1.0,fit,3,1003_0.9_1.06.png,38.72209548950195,38.86252975463867,39.22611999511719,0.14043426513671875,0.5040245056152344,-0.22482982277870178,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.006135018076747656,0.006106314677142174,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,28137.80859375,257.9796447753906,215.4630126953125,0.0076574198014543095,0.005524271633476019,0.9945060782824249,global,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.25,fit,3,1003_0.9_1.06.png,38.72209548950195,38.80008316040039,39.22611999511719,0.0779876708984375,0.5040245056152344,0.5962649583816528,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.007619631942361593,0.02314491756260395,0.4568954408168793,0.08106397092342377,8.197774877771735e-05,0.0019049079855903983,0.0019271119986640807,-0.00629273010417819,0.00650993874296546,0.20900000631809235,0.7910000085830688,28137.80859375,257.9796447753906,217.2135009765625,0.00771963105274695,0.0,1.0,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.5,fit,3,1003_0.9_1.06.png,38.72209548950195,38.87826919555664,39.22611999511719,0.1561737060546875,0.5040245056152344,0.5962649583816528,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.007619631942361593,0.02314491756260395,0.4568954408168793,0.08106397092342377,8.197774877771735e-05,0.0038098159711807966,0.0038542239973281614,-0.00629273010417819,0.00650993874296546,0.20900000631809235,0.7910000085830688,28137.80859375,257.9796447753906,186.79193115234375,0.006638467616622929,0.0,1.0,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.75,fit,3,1003_0.9_1.06.png,38.72209548950195,38.95663833618164,39.22611999511719,0.2345428466796875,0.5040245056152344,0.5962649583816528,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.007619631942361593,0.02314491756260395,0.4568954408168793,0.08106397092342377,8.197774877771735e-05,0.005714723840355873,0.005781336267136119,-0.00629273010417819,0.00650993874296546,0.20900000631809235,0.7910000085830688,28137.80859375,257.9796447753906,167.7743682861328,0.005962595407070863,0.0,1.0,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,1.0,fit,3,1003_0.9_1.06.png,38.72209548950195,39.03517532348633,39.22611999511719,0.313079833984375,0.5040245056152344,0.5962649583816528,1.0,0.9999078512191772,0.05862043425440788,1.0,0.009053836576640606,0.007619631942361593,0.02314491756260395,0.4568954408168793,0.08106397092342377,8.197774877771735e-05,0.007619631942361593,0.007708447994656323,-0.00629273010417819,0.00650993874296546,0.20900000631809235,0.7910000085830688,28137.80859375,257.9796447753906,158.84178161621094,0.005645136901368113,0.0,1.0,spatial_priors,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.25,fit,4,1004_0.91_1.17.png,37.06013107299805,37.106536865234375,37.72549057006836,0.046405792236328125,0.6653594970703125,-0.09366235882043839,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.001533754519186914,0.00152523667726906,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,36593.484375,411.15020751953125,382.62548828125,0.010456109736919525,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.5,fit,4,1004_0.91_1.17.png,37.06013107299805,37.15275192260742,37.72549057006836,0.092620849609375,0.6653594970703125,-0.09366235882043839,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.003067509038373828,0.00305047335453812,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,36593.484375,411.15020751953125,358.5528564453125,0.00979827044538752,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.75,fit,4,1004_0.91_1.17.png,37.06013107299805,37.19875717163086,37.72549057006836,0.1386260986328125,0.6653594970703125,-0.09366235882043839,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.00460126344114542,0.0045757101360524395,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,36593.484375,411.15020751953125,339.20208740234375,0.009269466769720361,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,1.0,fit,4,1004_0.91_1.17.png,37.06013107299805,37.244544982910156,37.72549057006836,0.18441390991210938,0.6653594970703125,-0.09366235882043839,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.006135018076747656,0.00610094670907624,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,36593.484375,411.15020751953125,325.3487548828125,0.008890893022067197,0.0,1.0,global,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.25,fit,4,1004_0.91_1.17.png,37.06013107299805,37.15077590942383,37.72549057006836,0.09064483642578125,0.6653594970703125,0.4783230125904083,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.008329617790877819,0.02420899085700512,0.4613254964351654,0.08028192073106766,9.867583139566705e-05,0.0020824044477194548,0.0021096284077158117,-0.007494146004319191,0.006520246621221304,0.16747500002384186,0.8325250148773193,36593.484375,411.15020751953125,351.59576416015625,0.00960815211137314,0.011048543266952038,0.9890721930806098,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.5,fit,4,1004_0.91_1.17.png,37.06013107299805,37.24163818359375,37.72549057006836,0.18150711059570312,0.6653594970703125,0.4783230125904083,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.008329617790877819,0.02420899085700512,0.4613254964351654,0.08028192073106766,9.867583139566705e-05,0.0041648088954389095,0.0042192568154316235,-0.007494146004319191,0.006520246621221304,0.16747500002384186,0.8325250148773193,36593.484375,411.15020751953125,303.98455810546875,0.008307067864604483,0.011048543266952038,0.9890721930806098,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.75,fit,4,1004_0.91_1.17.png,37.06013107299805,37.33268737792969,37.72549057006836,0.2725563049316406,0.6653594970703125,0.4783230125904083,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.008329617790877819,0.02420899085700512,0.4613254964351654,0.08028192073106766,9.867583139566705e-05,0.006247214041650295,0.006328884806166398,-0.007494146004319191,0.006520246621221304,0.16747500002384186,0.8325250148773193,36593.484375,411.15020751953125,273.7507629394531,0.0074808608039106175,0.011048543266952038,0.9890721930806098,spatial_priors,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,1.0,fit,4,1004_0.91_1.17.png,37.06013107299805,37.42389678955078,37.72549057006836,0.3637657165527344,0.6653594970703125,0.4783230125904083,1.0,0.9999440908432007,0.07623642683029175,1.0,0.011138010770082474,0.008329617790877819,0.02420899085700512,0.4613254964351654,0.08028192073106766,9.867583139566705e-05,0.008329617790877819,0.008438513630863247,-0.007494146004319191,0.006520246621221304,0.16747500002384186,0.8325250148773193,36593.484375,411.15020751953125,260.6552734375,0.007122996836441597,0.011048543266952038,0.9890721930806098,spatial_priors,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.25,fit,5,1005_0.74_1.81.png,38.319766998291016,38.31893539428711,39.10544967651367,-0.00083160400390625,0.7856826782226562,0.3149680197238922,1.0,0.9999839067459106,0.11811410635709763,1.0,0.007637776434421539,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.001533754519186914,0.0015368584555136638,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,56694.76953125,430.832763671875,436.69830322265625,0.007702620662069177,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.5,fit,5,1005_0.74_1.81.png,38.319766998291016,38.31586456298828,39.10544967651367,-0.003902435302734375,0.7856826782226562,0.3149680197238922,1.0,0.9999839067459106,0.11811410635709763,1.0,0.007637776434421539,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.003067509038373828,0.0030737169110273276,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,56694.76953125,430.832763671875,456.8062744140625,0.008057291319656431,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,0.75,fit,5,1005_0.74_1.81.png,38.319766998291016,38.3105583190918,39.10544967651367,-0.00920867919921875,0.7856826782226562,0.3149680197238922,1.0,0.9999839067459106,0.11811410635709763,1.0,0.007637776434421539,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.00460126344114542,0.004610575366540992,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,56694.76953125,430.832763671875,490.76544189453125,0.008656273690715378,0.0,1.0,global,middle50,open_middle50,False
32,16,global_mean_coeff,global_mean,1.0,fit,5,1005_0.74_1.81.png,38.319766998291016,38.30302429199219,39.10544967651367,-0.016742706298828125,0.7856826782226562,0.3149680197238922,1.0,0.9999839067459106,0.11811410635709763,1.0,0.007637776434421539,0.006135018076747656,0.015552776865661144,0.08207423239946365,0.015228933654725552,4.336384154157713e-05,0.006135018076747656,0.006147433822054655,-0.005602126009762287,0.0034612163435667753,0.062158335000276566,0.9378416538238525,56694.76953125,430.832763671875,536.341064453125,0.00946015071385898,0.0,1.0,global,middle50,open_middle50,False
32,16,spatial_priors_ridge_10,spatial_priors_ridge,0.25,fit,5,1005_0.74_1.81.png,38.319766998291016,38.408180236816406,39.10544967651367,0.08841323852539062,0.7856826782226562,0.7177692651748657,1.0,0.9999839067459106,0.11811410635709763,1.0,0.007637776434421539,0.00545258866623044,0.019634241238236427,0.5362164974212646,0.09957610815763474,4.8221998440567404e-05,0.00136314716655761,0.00134282061256822,0.0010314033133909106,0.006867183372378349,0.5476229190826416,0.4523770809173584,56694.76953125,430.832763671875,383.48114013671875,0.006763959767493984,0.0,1.0,spatial_priors,middle50,open_middle50,False
