low_size,K,mapper,split,count,coeff_mse,coeff_mae,coeff_mse_norm,coeff_mae_norm,coeff_corr,sign_accuracy,pred_true_coeff_norm_ratio,lowspace_weighted_field_l1
32,8,zero_field,train,90,0.07418154925107956,0.18336796760559082,1.0,1.0,,0.0,0.0,0.013083929820271654
32,8,zero_field,mini_val,114,0.05849205330014229,0.15968917310237885,1.0,1.0,,0.0,0.0,0.011442080426723972
32,8,zero_field,overall,204,0.06541388481855392,0.17013569176197052,1.0,1.0,,0.0,0.0,0.012166425747406773
32,8,mean_coeff,train,90,0.07345554232597351,0.18172889947891235,0.9902131064606273,0.9910613170441853,0.056847866624593735,0.5555555820465088,0.1249518096446991,0.011930242421757312
32,8,mean_coeff,mini_val,114,0.05809621512889862,0.1602761149406433,0.9932326162459627,1.0036755268178899,-0.03137054294347763,0.5515350699424744,0.15756270289421082,0.010408511514936129
32,8,mean_coeff,overall,204,0.0648723915219307,0.16974058747291565,0.9917220434449776,0.9976777107439182,0.01023310050368309,0.5533088445663452,0.14317555725574493,0.011079863385592532
32,8,ridge_0.0001,train,90,0.003702615387737751,0.04041622579097748,0.04991288838152524,0.22041050200168769,0.974555253982544,0.9236111044883728,0.9890878200531006,0.0062207373230359
32,8,ridge_0.0001,mini_val,114,0.7134854793548584,0.5473102927207947,12.197989967863254,3.4273475282504395,0.2266630232334137,0.5635964870452881,4.404123306274414,0.031149054555163265
32,8,ridge_0.0001,overall,204,0.40034589171409607,0.3236806094646454,6.120197459982416,1.9024850465679648,0.33437660336494446,0.7224264740943909,2.8974902629852295,0.020151267540989427
32,8,ridge_0.001,train,90,0.003887006314471364,0.04126270115375519,0.05239855939534448,0.22502676826580645,0.9732857942581177,0.918055534362793,0.9821584224700928,0.006238986810979033
32,8,ridge_0.001,mini_val,114,0.6187190413475037,0.5043953061103821,10.577830772543567,3.1586067878691284,0.22615227103233337,0.5723684430122375,4.068912506103516,0.028761120910115803
32,8,ridge_0.001,overall,204,0.34746965765953064,0.3000721037387848,5.311863966241227,1.7637222421183831,0.34482237696647644,0.7248774766921997,2.7071094512939453,0.0188248852781437
32,8,ridge_0.01,train,90,0.004810718819499016,0.046208128333091736,0.06485061134563735,0.25199673059845196,0.9669252634048462,0.9138888716697693,0.9661712646484375,0.00635277293988707
32,8,ridge_0.01,mini_val,114,0.4870894253253937,0.44753873348236084,8.327446171635913,2.8025615311780583,0.20961782336235046,0.5625,3.538546085357666,0.025634680608407588
32,8,ridge_0.01,overall,204,0.2743194103240967,0.2704811096191406,4.193596070390992,1.5897963961469004,0.3519149720668793,0.717524528503418,2.403674840927124,0.017127956637001476
32,8,ridge_0.1,train,90,0.007315211929380894,0.05803828313946724,0.09861228301691793,0.31651265974819953,0.9495922327041626,0.9013888835906982,0.9346668720245361,0.006673418896302056
32,8,ridge_0.1,mini_val,114,0.34731200337409973,0.37661170959472656,5.937763914559909,2.3584047827292323,0.2036197930574417,0.5614035129547119,2.855891227722168,0.021423919824183846
32,8,ridge_0.1,overall,204,0.19731339812278748,0.236064612865448,3.016384039414545,1.3875078792738902,0.37082692980766296,0.7113970518112183,2.0082921981811523,0.014916345885412468
32,8,ridge_1,train,90,0.012393835000693798,0.07619594782590866,0.16707436183012087,0.41553576025775546,0.9136580228805542,0.8597221970558167,0.8818686604499817,0.007222819949086682
32,8,ridge_1,mini_val,114,0.23140564560890198,0.30825743079185486,3.956189474516858,1.9303589892987105,0.19972644746303558,0.5482456088066101,2.243858814239502,0.017295501203992467
32,8,ridge_1,overall,204,0.13478277623653412,0.2058773636817932,2.060461270728634,1.2100774478868743,0.39104610681533813,0.685661792755127,1.6429808139801025,0.012851671238592856
32,8,ridge_10,train,90,0.02033098228275776,0.09897886961698532,0.2740706076917352,0.5397827707284218,0.8581508994102478,0.8180555701255798,0.7744462490081787,0.008032615982525465
32,8,ridge_10,mini_val,114,0.14757540822029114,0.2479456067085266,2.5229992775776284,1.5526763768108776,0.2245849072933197,0.5559210777282715,1.659911870956421,0.013934772879415025
32,8,ridge_10,overall,204,0.0914381816983223,0.18222498893737793,1.3978405647662568,1.0710567961972437,0.4146404564380646,0.6715686321258545,1.2692652940750122,0.011330880130787278
32,8,pls_2,train,90,0.05858703702688217,0.16564884781837463,0.7897790976107115,0.9033685107677665,0.45276105403900146,0.6291666626930237,0.5013940334320068,0.01103600257704579
32,8,pls_2,mini_val,114,0.0748225599527359,0.17646358907222748,1.2791918855848046,1.1050441657625363,0.07776211947202682,0.5482456088066101,0.7281755208969116,0.011487965545199702
32,8,pls_2,overall,204,0.06765983253717422,0.1716923862695694,1.0343344188294297,1.0091497233265831,0.23404234647750854,0.5839460492134094,0.6281248331069946,0.011288570118072976
32,8,pls_4,train,90,0.04859117791056633,0.1528891623020172,0.6550305082750639,0.833783371754815,0.5836378335952759,0.668055534362793,0.6091063618659973,0.010312487662198607
32,8,pls_4,mini_val,114,0.07176730781793594,0.18634623289108276,1.2269582578965708,1.1669309150446519,0.2618981897830963,0.5504385828971863,0.941398561000824,0.011393959061884753
32,8,pls_4,overall,204,0.06154254823923111,0.17158575356006622,0.9408178158190544,1.0085229723585831,0.39098501205444336,0.6023284196853638,0.7947990298271179,0.010916839326729101
32,8,pls_8,train,90,0.03911849483847618,0.13527540862560272,0.5273345627505467,0.737726498210248,0.6849631071090698,0.7277777791023254,0.7279972434043884,0.009653694542922902
32,8,pls_8,mini_val,114,0.09505442529916763,0.21708624064922333,1.6250827238259458,1.3594299252213327,0.26429280638694763,0.531798243522644,1.246277928352356,0.012291022683816624
32,8,pls_8,overall,204,0.07037680596113205,0.1809932440519333,1.075869536816906,1.0638170167442178,0.4142268896102905,0.6182597875595093,1.0176246166229248,0.0111274955628341
32,8,knn_1,train,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.005684174042705151
32,8,knn_1,mini_val,114,0.11412838101387024,0.22792136669158936,1.9511775459178933,1.4272812756408098,0.12543024122714996,0.5186403393745422,1.3364454507827759,0.01380378481118011
32,8,knn_1,overall,204,0.0637776181101799,0.12736782431602478,0.9749859420073776,0.7486249533943741,0.538719117641449,0.7310048937797546,1.1880136728286743,0.010221603589794098
32,8,kernel_knn_1,train,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.005684174042705151
32,8,kernel_knn_1,mini_val,114,0.11412838101387024,0.22792136669158936,1.9511775459178933,1.4272812756408098,0.12543024122714996,0.5186403393745422,1.3364454507827759,0.01380378481118011
32,8,kernel_knn_1,overall,204,0.0637776181101799,0.12736782431602478,0.9749859420073776,0.7486249533943741,0.538719117641449,0.7310048937797546,1.1880136728286743,0.010221603589794098
32,8,knn_3,train,90,0.01757477968931198,0.08462721854448318,0.23691578117123532,0.4615158233443982,0.8750689625740051,0.8569444417953491,0.8592754602432251,0.007669339453895047
32,8,knn_3,mini_val,114,0.08289948850870132,0.19380749762058258,1.4172777981192817,1.213654588193841,0.14937429130077362,0.5087719559669495,1.0014857053756714,0.012155839159394607
32,8,knn_3,overall,204,0.05407975986599922,0.14563970267772675,0.8267321229431109,0.8560208688103197,0.5108521580696106,0.6623774766921997,0.9387458562850952,0.010176501054027155
32,8,kernel_knn_3,train,90,0.013980558142066002,0.07469762116670609,0.18846408956419233,0.40736461303521904,0.9036924242973328,0.875,0.8654066324234009,0.007319270073241203
32,8,kernel_knn_3,mini_val,114,0.08331882953643799,0.19383394718170166,1.4244469946866323,1.213820219717915,0.14569231867790222,0.5098684430122375,0.9992116689682007,0.012172051318802469
32,8,kernel_knn_3,overall,204,0.05272841081023216,0.14127379655838013,0.8060736792577152,0.8303595506346204,0.5262510180473328,0.6709558963775635,0.9401801824569702,0.01003111841634897
32,8,knn_5,train,90,0.030492564663290977,0.11762882024049759,0.41105321971753267,0.641490560082486,0.7773305773735046,0.7763888835906982,0.6971235275268555,0.008858700287574716
32,8,knn_5,mini_val,114,0.06781928986310959,0.17825692892074585,1.159461602674574,1.116274356348899,0.21000003814697266,0.531798243522644,0.8317025899887085,0.011293489068700943
32,8,knn_5,overall,204,0.05135161802172661,0.15150922536849976,0.7850262702508274,0.890519936172298,0.48769354820251465,0.6397058963775635,0.7723295092582703,0.010219317547615844
