low_size,K,mapper,family,split,count,open_count,initial_weighted_delta_l1,projection_weighted_delta_l1,weighted_delta_l1_drop,pred_target_corr,mean_output_gain,mean_oracle_gain,oracle_recovery,hard_bottom25_output_gain,hard_bottom25_oracle_gain,easy_top25_output_gain,strong_reference_cut_psnr,strong_reference_regressions,severe_regressions,weighted_den,coeff_mse,coeff_mae,coeff_mse_norm,coeff_mae_norm,coeff_corr,sign_accuracy,pred_true_coeff_norm_ratio,nn_distance_mean,confidence_proxy_mean
32,8,zero_field,zero,train,128,90,0.014803453060952654,0.014803453060952654,0.0,,0.0,0.7615474611520767,0.0,0.0,1.4174764752388,0.0,39.58205795288086,0,0,6284874.203613281,0.07418154925107956,0.18336796760559082,1.0,1.0,,0.0,0.0,0.001442833045601017,0.9985638700760985
32,8,zero_field,zero,mini_val,128,114,0.0124299576794458,0.0124299576794458,0.0,,0.0,1.1876385807991028,0.0,0.0,1.3572521209716797,0.0,39.136597633361816,0,0,9130168.385498047,0.05849205330014229,0.15968917310237885,1.0,1.0,,0.0,0.0,8.573387549634566,0.12264619183715589
32,8,zero_field,zero,overall,256,204,0.013397656588442953,0.013397656588442953,0.0,,0.0,0.9745930209755898,0.0,0.0,1.3753470480442047,0.0,39.25546169281006,0,0,15415042.589111328,0.06541388481855392,0.17013569176197052,1.0,1.0,,0.0,0.0,4.791647233492375,0.5090804616484541
32,8,mean_coeff,mean,train,128,90,0.014803453060952654,0.01330125948530281,0.10147589008217336,0.256660752163993,0.09868663549423218,0.7615474611520767,0.1295869798383124,0.14315414428710938,1.4174764752388,0.03884315490722656,39.58205795288086,0,0,6284874.203613281,0.07345554232597351,0.18172889947891235,0.9902131064606273,0.9910613170441853,0.056847866624593735,0.5555555820465088,0.1249518096446991,0.001442833045601017,0.9985638700760985
32,8,mean_coeff,mean,mini_val,128,114,0.0124299576794458,0.011054876054876376,0.11062641241677448,0.23462917014605186,0.1731729507446289,1.1876385807991028,0.14581283695592767,0.20972037315368652,1.3572521209716797,0.08653879165649414,39.136597633361816,5,7,9130168.385498047,0.05809621512889862,0.1602761149406433,0.9932326162459627,1.0036755268178899,-0.03137054294347763,0.5515350699424744,0.15756270289421082,8.573387549634566,0.12264619183715589
32,8,mean_coeff,mean,overall,256,204,0.013397656588442953,0.011970750091013263,0.10650418511701246,0.24434898574220235,0.13592979311943054,0.9745930209755898,0.1394733906296207,0.17614376544952393,1.3753470480442047,0.056971609592437744,39.25546169281006,5,7,15415042.589111328,0.0648723915219307,0.16974058747291565,0.9917220434449776,0.9976777107439182,0.01023310050368309,0.5533088445663452,0.14317555725574493,4.791647233492375,0.5090804616484541
32,8,ridge_0.0001,ridge,train,128,90,0.014803453060952654,0.0066681984182233155,0.5495511492644816,0.7355167417890496,0.5043565183877945,0.7615474611520767,0.6622785106850713,1.08209890127182,1.4174764752388,0.10966992378234863,39.58205795288086,0,0,6284874.203613281,0.003702615387737751,0.04041622579097748,0.04991288838152524,0.22041050200168769,0.974555253982544,0.9236111044883728,0.9890878200531006,0.001442833045601017,0.9985638700760985
32,8,ridge_0.0001,ridge,mini_val,128,114,0.0124299576794458,0.03068038853663536,-1.4682617051358513,0.20132034660185272,-0.14032509922981262,1.1876385807991028,-0.11815471600408506,0.43889427185058594,1.3572521209716797,-0.2957080602645874,39.136597633361816,12,45,9130168.385498047,0.7134854793548584,0.5473102927207947,12.197989967863254,3.4273475282504395,0.2266630232334137,0.5635964870452881,4.404123306274414,8.573387549634566,0.12264619183715589
32,8,ridge_0.0001,ridge,overall,256,204,0.013397656588442953,0.020890367304124077,-0.5592553194820998,0.4369952268314984,0.18201570957899094,0.9745930209755898,0.18676073567281354,0.7724372446537018,1.3753470480442047,-0.08949363231658936,39.25546169281006,10,45,15415042.589111328,0.40034589171409607,0.3236806094646454,6.120197459982416,1.9024850465679648,0.33437660336494446,0.7224264740943909,2.8974902629852295,4.791647233492375,0.5090804616484541
32,8,ridge_0.001,ridge,train,128,90,0.014803453060952654,0.006699938819374237,0.5474070278206379,0.734776603596078,0.502156600356102,0.7615474611520767,0.6593897635696065,1.0769135355949402,1.4174764752388,0.10968005657196045,39.58205795288086,0,0,6284874.203613281,0.003887006314471364,0.04126270115375519,0.05239855939534448,0.22502676826580645,0.9732857942581177,0.918055534362793,0.9821584224700928,0.001442833045601017,0.9985638700760985
