low_size,K,mapper,family,group,count,mean_output_gain,mean_oracle_gain,mean_corr,mean_coeff_mse_norm,mean_nn_distance
32,8,zero_field,zero,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,8,zero_field,zero,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,8,zero_field,zero,middle,128,0.0,1.0300968289375305,,0.828125,171879.28513584068
32,8,zero_field,zero,open_easy,36,0.0,0.8228113386366103,,1.0,5.6324740692766175
32,8,zero_field,zero,open_hard,62,0.0,1.4197130818520822,,1.0,3.692210992437697
32,8,mean_coeff,mean,closed_easy,28,0.0,0.0,,726004596.799612,1000000.1964285715
32,8,mean_coeff,mean,closed_hard,2,0.0,0.0,,726004596.799612,1000000.3125
32,8,mean_coeff,mean,middle,128,0.15530189871788025,1.0300968289375305,0.2277609992921704,124782040.9093603,171879.28513584068
32,8,mean_coeff,mean,open_easy,36,0.1012828614976671,0.8228113386366103,0.20348358021066007,0.979273916748809,5.6324740692766175
32,8,mean_coeff,mean,open_hard,62,0.18182582239950856,1.4197130818520822,0.2964373915944429,1.0060692463837702,3.692210992437697
32,8,ridge_0.0001,ridge,closed_easy,28,0.0,0.0,,514486056216194.2,1000000.1964285715
32,8,ridge_0.0001,ridge,closed_hard,2,0.0,0.0,,853166137695312.5,1000000.3125
32,8,ridge_0.0001,ridge,middle,128,0.02255961298942566,1.0300968289375305,0.3905738173642982,53988964769302.62,171879.28513584068
32,8,ridge_0.0001,ridge,open_easy,36,-0.15909979078504774,0.8228113386366103,0.2403425901947129,44.56202327826365,5.6324740692766175
32,8,ridge_0.0001,ridge,open_hard,62,0.7973545751264018,1.4197130818520822,0.6305462642903289,3.9281755418334994,3.692210992437697
32,8,ridge_0.001,ridge,closed_easy,28,0.0,0.0,,490642682404922.56,1000000.1964285715
32,8,ridge_0.001,ridge,closed_hard,2,0.0,0.0,,806203979492187.5,1000000.3125
32,8,ridge_0.001,ridge,middle,128,0.052752792835235596,1.0300968289375305,0.4036444362092605,51305582839365.86,171879.28513584068
32,8,ridge_0.001,ridge,open_easy,36,-0.08741463555230035,0.8228113386366103,0.2551722993569759,35.91064245005259,5.6324740692766175
32,8,ridge_0.001,ridge,open_hard,62,0.7761092955066312,1.4197130818520822,0.6420470047291489,3.3689818616526765,3.692210992437697
32,8,ridge_0.01,ridge,closed_easy,28,0.0,0.0,,241117171190745.6,1000000.1964285715
32,8,ridge_0.01,ridge,closed_hard,2,0.0,0.0,,387366775512695.3,1000000.3125
32,8,ridge_0.01,ridge,middle,128,0.045074462890625,1.0300968289375305,0.40428403683692077,25048265572995.87,171879.28513584068
32,8,ridge_0.01,ridge,open_easy,36,-0.06257820129394531,0.8228113386366103,0.26242511269326013,24.167515298554022,5.6324740692766175
32,8,ridge_0.01,ridge,open_hard,62,0.7519853345809444,1.4197130818520822,0.6585288844690959,2.3255562586157694,3.692210992437697
32,8,ridge_0.1,ridge,closed_easy,28,0.0,0.0,,137569149581981.56,1000000.1964285715
32,8,ridge_0.1,ridge,closed_hard,2,0.0,0.0,,216444305419921.88,1000000.3125
32,8,ridge_0.1,ridge,middle,128,0.06080487370491028,1.0300968289375305,0.3769546948847765,14159521756380.762,171879.28513584068
32,8,ridge_0.1,ridge,open_easy,36,-0.03154807620578342,0.8228113386366103,0.27432510461140835,13.604136717137424,5.6324740692766175
32,8,ridge_0.1,ridge,open_hard,62,0.7495761686755765,1.4197130818520822,0.6748482574363269,1.5512653777907128,3.692210992437697
32,8,ridge_1,ridge,closed_easy,28,0.0,0.0,,115214264226478.66,1000000.1964285715
32,8,ridge_1,ridge,closed_hard,2,0.0,0.0,,185498352050781.25,1000000.3125
32,8,ridge_1,ridge,middle,128,0.07505890727043152,1.0300968289375305,0.33620542142856513,11945899511932.299,171879.28513584068
32,8,ridge_1,ridge,open_easy,36,0.04513592190212674,0.8228113386366103,0.2849838349243833,7.788088416441524,5.6324740692766175
32,8,ridge_1,ridge,open_hard,62,0.7453028771185106,1.4197130818520822,0.6778257416876694,1.1421078017548776,3.692210992437697
32,8,ridge_10,ridge,closed_easy,28,0.0,0.0,,84672417828613.62,1000000.1964285715
32,8,ridge_10,ridge,closed_hard,2,0.0,0.0,,138170913696289.06,1000000.3125
32,8,ridge_10,ridge,middle,128,0.1142132580280304,1.0300968289375305,0.31593286107790675,8825996045855.615,171879.28513584068
32,8,ridge_10,ridge,open_easy,36,0.049802674187554255,0.8228113386366103,0.25975758577179575,4.253071423666192,5.6324740692766175
32,8,ridge_10,ridge,open_hard,62,0.6766882558022776,1.4197130818520822,0.6740776364233405,0.8518339993960403,3.692210992437697
32,8,pls_2,pls,closed_easy,28,0.0,0.0,,116609724038.94577,1000000.1964285715
32,8,pls_2,pls,closed_hard,2,0.0,0.0,,189221039414.40582,1000000.3125
32,8,pls_2,pls,middle,128,0.22803685069084167,1.0300968289375305,0.2570751743733813,11597992426.898077,171879.28513584068
32,8,pls_2,pls,open_easy,36,0.016559071011013456,0.8228113386366103,0.11250979494717386,3.154406704652476,5.6324740692766175
32,8,pls_2,pls,open_hard,62,0.36413700349869266,1.4197130818520822,0.47478495350468064,0.8091780648110404,3.692210992437697
32,8,pls_4,pls,closed_easy,28,0.0,0.0,,5084927317486.81,1000000.1964285715
32,8,pls_4,pls,closed_hard,2,0.0,0.0,,9382246971130.371,1000000.3125
32,8,pls_4,pls,middle,128,0.22954121232032776,1.0300968289375305,0.26737090201723335,552250534424.7552,171879.28513584068
32,8,pls_4,pls,open_easy,36,0.054355091518825956,0.8228113386366103,0.1704435560386628,2.101821215464437,5.6324740692766175
32,8,pls_4,pls,open_hard,62,0.49311705558530744,1.4197130818520822,0.5772881857194607,0.7099515993491897,3.692210992437697
32,8,pls_8,pls,closed_easy,28,0.0,0.0,,30790981850520.31,1000000.1964285715
32,8,pls_8,pls,closed_hard,2,0.0,0.0,,53314765930175.78,1000000.3125
32,8,pls_8,pls,middle,128,0.2152225375175476,1.0300968289375305,0.26086338170153917,3282428424461.8945,171879.28513584068
32,8,pls_8,pls,open_easy,36,0.04793771107991537,0.8228113386366103,0.17186638375278562,2.6151387779946496,5.6324740692766175
32,8,pls_8,pls,open_hard,62,0.6088476796304026,1.4197130818520822,0.623122924578286,0.7026883740071376,3.692210992437697
32,8,knn_1,knn,closed_easy,28,0.0,0.0,,19825559109.449387,1000000.1964285715
32,8,knn_1,knn,closed_hard,2,0.0,0.0,,19825559109.449387,1000000.3125
32,8,knn_1,knn,middle,128,0.24827364087104797,1.0300968289375305,0.3715888370039328,3407517973.6000686,171879.28513584068
32,8,knn_1,knn,open_easy,36,0.051602681477864586,0.8228113386366103,0.2291075692563835,2.9133000299916563,5.6324740692766175
32,8,knn_1,knn,open_hard,62,0.8051057015695879,1.4197130818520822,0.639770296011721,0.635949213323959,3.692210992437697
32,8,kernel_knn_1,kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,8,kernel_knn_1,kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,8,kernel_knn_1,kernel_knn,middle,128,0.24827364087104797,1.0300968289375305,0.3715888370039328,1.6634551197531156,171879.28513584068
32,8,kernel_knn_1,kernel_knn,open_easy,36,0.051602681477864586,0.8228113386366103,0.2291075692563835,2.9133000299916563,5.6324740692766175
32,8,kernel_knn_1,kernel_knn,open_hard,62,0.8051057015695879,1.4197130818520822,0.639770296011721,0.635949213323959,3.692210992437697
32,8,knn_3,knn,closed_easy,28,0.0,0.0,,20435744896.531105,1000000.1964285715
32,8,knn_3,knn,closed_hard,2,0.0,0.0,,20435744896.531105,1000000.3125
32,8,knn_3,knn,middle,128,0.2160850167274475,1.0300968289375305,0.35463517477279,3512393655.397595,171879.28513584068
32,8,knn_3,knn,open_easy,36,0.027006891038682725,0.8228113386366103,0.244631328050875,2.400877012822573,5.6324740692766175
32,8,knn_3,knn,open_hard,62,0.6654284384942823,1.4197130818520822,0.6236834077149509,0.5940151500952464,3.692210992437697
32,8,kernel_knn_3,kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,8,kernel_knn_3,kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,8,kernel_knn_3,kernel_knn,middle,128,0.22313883900642395,1.0300968289375305,0.36419829010594423,1.2574658897199782,171879.28513584068
32,8,kernel_knn_3,kernel_knn,open_easy,36,0.02978462643093533,0.8228113386366103,0.25041695386688745,2.3332033944935797,5.6324740692766175
32,8,kernel_knn_3,kernel_knn,open_hard,62,0.6796994363107989,1.4197130818520822,0.6315034823341956,0.5763646580143014,3.692210992437697
32,8,knn_5,knn,closed_easy,28,0.0,0.0,,23124163970.35122,1000000.1964285715
32,8,knn_5,knn,closed_hard,2,0.0,0.0,,23124163970.35122,1000000.3125
32,8,knn_5,knn,middle,128,0.22046473622322083,1.0300968289375305,0.33136937522136095,3974465683.5393105,171879.28513584068
32,8,knn_5,knn,open_easy,36,0.045102225409613714,0.8228113386366103,0.23265139512821204,1.8503065165037138,5.6324740692766175
32,8,knn_5,knn,open_hard,62,0.5582379679526052,1.4197130818520822,0.649755040303834,0.6137699583648908,3.692210992437697
32,8,kernel_knn_5,kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,8,kernel_knn_5,kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,8,kernel_knn_5,kernel_knn,middle,128,0.22492632269859314,1.0300968289375305,0.34519956863856216,1.1104229531457368,171879.28513584068
32,8,kernel_knn_5,kernel_knn,open_easy,36,0.045692125956217446,0.8228113386366103,0.24314067089774957,1.826852027056252,5.6324740692766175
32,8,kernel_knn_5,kernel_knn,open_hard,62,0.580349245379048,1.4197130818520822,0.658185261511995,0.5846956360932349,3.692210992437697
32,8,knn_9,knn,closed_easy,28,0.0,0.0,,7351794745.773077,1000000.1964285715
32,8,knn_9,knn,closed_hard,2,0.0,0.0,,7351794745.773077,1000000.3125
32,8,knn_9,knn,middle,128,0.19819563627243042,1.0300968289375305,0.2851275807545292,1263589722.9641492,171879.28513584068
32,8,knn_9,knn,open_easy,36,0.06438753339979383,0.8228113386366103,0.21585137655751574,1.4600224716856705,5.6324740692766175
32,8,knn_9,knn,open_hard,62,0.46409837661250947,1.4197130818520822,0.6220765976655868,0.649978997383145,3.692210992437697
32,8,kernel_knn_9,kernel_knn,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,8,kernel_knn_9,kernel_knn,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,8,kernel_knn_9,kernel_knn,middle,128,0.20364728569984436,1.0300968289375305,0.3022420851443455,1.0146804593021452,171879.28513584068
32,8,kernel_knn_9,kernel_knn,open_easy,36,0.062090661790635854,0.8228113386366103,0.2264073053892288,1.4377616876525774,5.6324740692766175
32,8,kernel_knn_9,kernel_knn,open_hard,62,0.4844755357311618,1.4197130818520822,0.6357903483684265,0.6228847512355444,3.692210992437697
32,8,mlp_early_h32_wd1e-2,mlp_early,closed_easy,28,0.0,0.0,,1.9341115785714287e+19,1000000.1964285715
32,8,mlp_early_h32_wd1e-2,mlp_early,closed_hard,2,0.0,0.0,,1.9345112e+19,1000000.3125
32,8,mlp_early_h32_wd1e-2,mlp_early,middle,128,0.17879509925842285,1.0300968289375305,0.3301039665348758,3.324310015625e+18,171879.28513584068
32,8,mlp_early_h32_wd1e-2,mlp_early,open_easy,36,-0.06802611880832249,0.8228113386366103,0.22474254619252557,3.178888953570397,5.6324740692766175
32,8,mlp_early_h32_wd1e-2,mlp_early,open_hard,62,0.6824364200715096,1.4197130818520822,0.6426894818155673,0.8605591484105891,3.692210992437697
32,16,zero_field,zero,closed_easy,28,0.0,0.0,,0.0,1000000.1964285715
32,16,zero_field,zero,closed_hard,2,0.0,0.0,,0.0,1000000.3125
32,16,zero_field,zero,middle,128,0.0,1.0300968289375305,,0.828125,171879.28513584068
32,16,zero_field,zero,open_easy,36,0.0,0.8228113386366103,,1.0,5.6324740692766175
32,16,zero_field,zero,open_hard,62,0.0,1.4197130818520822,,1.0,3.692210992437697
32,16,mean_coeff,mean,closed_easy,28,0.0,0.0,,420911761.46641374,1000000.1964285715
32,16,mean_coeff,mean,closed_hard,2,0.0,0.0,,420911761.46641374,1000000.3125
32,16,mean_coeff,mean,middle,128,0.1552075445652008,1.0300968289375305,0.228090684188811,72344209.83267578,171879.28513584068
