checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-17.50819838666916,0,9,False,DIAGNOSTIC_ONLY,-1.1718074289957683,-0.7681325785319011,-1.6721200561523437,-0.0011135512590408326,0.15,241.0,0.9333333333333333,-0.6173047701517741,-0.6902430725097656,-0.582836405436198,-0.001222458283106486,0.24,207.0,0.6933333333333334
model_10,True,-26.28555637741089,0,9,False,DIAGNOSTIC_ONLY,-3.3536257298787433,-1.9508836110432943,-4.90693837483724,-0.003630928794542948,0.04666666666666667,280.0,1.0,-1.8436719004313151,-1.7652554066975912,-2.0919580841064453,-0.0037850222984949747,0.09666666666666666,260.0,0.88
model_15,True,-32.69348398828507,0,9,False,DIAGNOSTIC_ONLY,-5.352965571085612,-3.1293746185302735,-7.346139628092448,-0.006985875169436137,0.013333333333333334,294.0,1.0,-3.2574380683898925,-2.779924062093099,-4.110728530883789,-0.007738492886225383,0.056666666666666664,281.0,0.9466666666666667
model_20,True,-38.40204863325755,0,9,False,DIAGNOSTIC_ONLY,-7.311030000050863,-4.43121836344401,-9.735376815795899,-0.011764851808547973,0.006666666666666667,297.0,1.0,-4.655259068806966,-3.9152532704671223,-5.633624369303385,-0.011688319842020671,0.03333333333333333,288.0,0.9466666666666667
Best,True,-7.067155193169913,1,9,False,DIAGNOSTIC_ONLY,-0.07625626881917318,-0.16042724609375,-0.029335378011067708,-0.00010910292466481527,0.36666666666666664,92.0,0.5066666666666667,-0.12915109634399413,-0.1565856679280599,-0.06943695068359375,-0.00016187469164530437,0.21333333333333335,107.0,0.5866666666666667
Final,True,-38.40204844808579,0,9,False,DIAGNOSTIC_ONLY,-7.311029923756918,-4.43121836344401,-9.735376714070638,-0.011764849821726481,0.006666666666666667,297.0,1.0,-4.6552590560913085,-3.9152532704671223,-5.633624343872071,-0.011688319245974223,0.03333333333333333,288.0,0.9466666666666667
