stratum,independent_scenes,nested_variants,mean_db,sample_sd_db,lower_db,upper_db,precision_distance_db,utility_margin_db
ITS,1587,6348,0.8898195655737419,0.602251735447599,0.8558599676054481,0.9238485154876688,0.03402894991392691,0.05
OTS,1587,6348,1.0656472378845931,0.5170106753649101,1.0365580937651073,1.094736382004079,0.02908914411948582,0.05
