selector_id,selector_kind,selector_features,selector_signs,deployable,variant,positive_gain_auc_open_direction,positive_gain_auc_best_direction,severe_regression_auc_open_predicts_event,severe_regression_auc_open_avoids_event,severe_regression_auc_best_direction,strong_reference_auc_open_predicts_event_easy_only,strong_reference_auc_open_avoids_event_easy_only,strong_reference_auc_best_direction_easy_only,ub_any_mean_delta,ub_any_hard_mean_delta,ub_any_medium_mean_delta,ub_any_easy_mean_delta,ub_any_strong_reference_regressions,ub_any_selected_count,ub_feasible_mean_delta,ub_feasible_hard_mean_delta,ub_feasible_medium_mean_delta,ub_feasible_easy_mean_delta,ub_feasible_strong_reference_regressions,ub_feasible_selected_count
proxy_baseline_residual_abs_p95,proxy,proxy_baseline_residual_abs_p95,-,True,fam2_only_best,0.536239674891985,0.536239674891985,0.4607962278825588,0.5392037721174412,0.5392037721174412,0.4427406832298137,0.5572593167701863,0.5572593167701863,0.2419918670654297,0.4194628219604492,0.3215182647705078,-0.0945318832397461,112,669,0.0007311172485351562,0.0,0.0010962028503417969,0.0007320632934570313,2,7
proxy_baseline_residual_abs_p95,proxy,proxy_baseline_residual_abs_p95,-,True,bounded_gamma_best,0.5081792433093548,0.5081792433093548,0.477250393081761,0.522749606918239,0.522749606918239,0.43982704780206583,0.5601729521979342,0.5601729521979342,0.13101506137847901,0.5534594764709473,0.45913568115234377,-0.9476705932617188,154,669,0.00013667678833007813,0.0,0.0020649337768554685,-0.003583160400390625,2,8
proxy_baseline_residual_abs_p95,proxy,proxy_baseline_residual_abs_p95,-,True,bounded_gamma_last,0.4295190713101161,0.570480928689884,0.5625857904533809,0.43741420954661914,0.5625857904533809,0.4146072374227714,0.5853927625772286,0.5853927625772286,0.00047128868103027345,0.0,0.0015674972534179688,-0.0012498397827148437,1,4,0.00047128868103027345,0.0,0.0015674972534179688,-0.0012498397827148437,1,4
proxy_baseline_residual_abs_p95,proxy,proxy_baseline_residual_abs_p95,-,True,conf_gate_best,0.4599518763631208,0.5400481236368793,0.5618197802197802,0.4381802197802198,0.5618197802197802,0.5079121019924403,0.4920878980075597,0.5079121019924403,0.4537064037322998,0.9434095611572265,0.4707047462463379,-0.06999343872070313,121,999,0.0,0.0,0.0,0.0,0,0
proxy_baseline_residual_abs_p95,proxy,proxy_baseline_residual_abs_p95,-,True,conf_gate_last,0.48803812435229016,0.5119618756477098,0.5079418546365915,0.49205814536340853,0.5079418546365915,0.394965034965035,0.605034965034965,0.605034965034965,0.00878175163269043,0.0,0.013612178802490235,0.00790264892578125,2,14,0.00878175163269043,0.0,0.013612178802490235,0.00790264892578125,2,14
proxy_input_brightness_mean,proxy,proxy_input_brightness_mean,-,True,fam2_only_best,0.5514159288485223,0.5514159288485223,0.4441068766608335,0.5558931233391665,0.5558931233391665,0.504787784679089,0.495212215320911,0.504787784679089,0.2546593017578125,0.529259750366211,0.2859355888366699,-0.08249372100830078,98,550,0.0,0.0,0.0,0.0,0,0
proxy_input_brightness_mean,proxy,proxy_input_brightness_mean,-,True,bounded_gamma_best,0.4074373581808526,0.5925626418191474,0.609125229297694,0.39087477070230603,0.609125229297694,0.6401633437424934,0.3598366562575066,0.6401633437424934,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_brightness_mean,proxy,proxy_input_brightness_mean,-,True,bounded_gamma_last,0.35784135577360887,0.6421586442263911,0.6411606811914741,0.35883931880852593,0.6411606811914741,0.4199029126213592,0.5800970873786409,0.5800970873786409,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_brightness_mean,proxy,proxy_input_brightness_mean,-,True,conf_gate_best,0.49587362749636155,0.5041263725036385,0.5176923076923077,0.4823076923076923,0.5176923076923077,0.47440579153052725,0.5255942084694727,0.5255942084694727,0.4542076168060303,0.9273747329711914,0.47972458648681643,-0.06999343872070313,121,995,0.011836694717407227,0.0,0.01670170593261719,0.013943367004394532,13,40
proxy_input_brightness_mean,proxy,proxy_input_brightness_mean,-,True,conf_gate_last,0.4557156518712063,0.5442843481287938,0.5399739348370928,0.4600260651629072,0.5399739348370928,0.496037296037296,0.5039627039627039,0.5039627039627039,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_mean,proxy,proxy_input_dark_channel_mean,-,True,fam2_only_best,0.5376517926273012,0.5376517926273012,0.45856422969732324,0.5414357703026768,0.5414357703026768,0.5029761904761905,0.49702380952380953,0.5029761904761905,0.2242706174850464,0.5378809852600097,0.26519989013671874,-0.17119829559326172,111,597,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_mean,proxy,proxy_input_dark_channel_mean,-,True,bounded_gamma_best,0.39441815928804774,0.6055818407119522,0.6208685469077568,0.37913145309224316,0.6208685469077568,0.6494515173352551,0.3505484826647449,0.6494515173352551,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_mean,proxy,proxy_input_dark_channel_mean,-,True,bounded_gamma_last,0.34766135736097015,0.6523386426390299,0.6500767786372097,0.3499232213627903,0.6500767786372097,0.41637246248896737,0.5836275375110327,0.5836275375110327,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_mean,proxy,proxy_input_dark_channel_mean,-,True,conf_gate_best,0.4862322194838177,0.5137677805161823,0.5290769230769231,0.4709230769230769,0.5290769230769231,0.4617208021013518,0.5382791978986482,0.5382791978986482,0.45234449005126953,0.9379619064331055,0.4707047462463379,-0.06999343872070313,121,1000,0.017349876403808594,0.009904617309570313,0.01786631393432617,0.02376226043701172,20,62
proxy_input_dark_channel_mean,proxy,proxy_input_dark_channel_mean,-,True,conf_gate_last,0.4428314773986772,0.5571685226013228,0.55385664160401,0.44614335839598995,0.55385664160401,0.48997668997668997,0.51002331002331,0.51002331002331,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_p95,proxy,proxy_input_dark_channel_p95,-,True,fam2_only_best,0.5191618760305049,0.5191618760305049,0.4813379026508523,0.5186620973491477,0.5186620973491477,0.4870600414078675,0.5129399585921325,0.5129399585921325,0.1944836654663086,0.7895698928833008,0.11834434127807616,-0.24832391357421876,130,965,0.020968549728393553,0.07557454681396485,0.026653072357177735,-0.045006492614746096,11,38
proxy_input_dark_channel_p95,proxy,proxy_input_dark_channel_p95,-,True,bounded_gamma_best,0.5632714559294485,0.5632714559294485,0.4304736635220126,0.5695263364779874,0.5695263364779874,0.5188565938025462,0.48114340619745377,0.5188565938025462,0.14464130783081056,0.6684952545166015,0.32079496002197266,-0.7315199432373047,112,711,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_p95,proxy,proxy_input_dark_channel_p95,-,True,bounded_gamma_last,0.42121048828067886,0.5787895117193211,0.5814057211285849,0.4185942788714151,0.5814057211285849,0.5612864077669902,0.43871359223300976,0.5612864077669902,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_dark_channel_p95,proxy,proxy_input_dark_channel_p95,-,True,conf_gate_best,0.4337882976993232,0.5662117023006767,0.5867208791208791,0.4132791208791209,0.5867208791208791,0.5605419950028829,0.43945800499711707,0.5605419950028829,0.45947118949890137,0.9133873825073242,0.4895340881347656,-0.05457080078125,118,978,0.0027544498443603516,0.0,0.003461040496826172,0.004095718383789062,1,5
proxy_input_dark_channel_p95,proxy,proxy_input_dark_channel_p95,-,True,conf_gate_last,0.4758001592515975,0.5241998407484025,0.5252731829573934,0.47472681704260655,0.5252731829573934,0.584988344988345,0.41501165501165505,0.584988344988345,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_gray_std,proxy,proxy_input_gray_std,+,True,fam2_only_best,0.5211235964071231,0.5211235964071231,0.47166456024369696,0.528335439756303,0.528335439756303,0.5262681159420289,0.47373188405797106,0.5262681159420289,0.23541926097869872,0.7132141990661621,0.23378401947021485,-0.23910519409179687,132,909,0.02050586414337158,0.03564096450805664,0.03641744613647461,-0.02645240020751953,6,29
proxy_input_gray_std,proxy,proxy_input_gray_std,+,True,bounded_gamma_best,0.45227634818712886,0.5477236518128712,0.5488977332285115,0.45110226677148846,0.5488977332285115,0.4600048042277204,0.5399951957722796,0.5399951957722796,0.024870753288269043,0.04020591354370117,0.07257345199584961,-0.08586980438232422,22,93,0.012780917167663575,-0.0035480690002441407,0.04038582229614258,-0.02609990692138672,9,32
proxy_input_gray_std,proxy,proxy_input_gray_std,+,True,bounded_gamma_last,0.5326850215755814,0.5326850215755814,0.46914802188089333,0.5308519781191067,0.5308519781191067,0.3913283318623124,0.6086716681376876,0.6086716681376876,0.019758169174194335,0.03253610992431641,0.0310706787109375,-0.015644790649414063,3,16,0.019758169174194335,0.03253610992431641,0.0310706787109375,-0.015644790649414063,3,16
proxy_input_gray_std,proxy,proxy_input_gray_std,+,True,conf_gate_best,0.5616453780040784,0.5616453780040784,0.4399164835164835,0.5600835164835165,0.5600835164835165,0.48055608943558203,0.519443910564418,0.519443910564418,0.4997078266143799,0.9321753997802734,0.5522714500427246,-0.037886993408203125,115,909,0.012524519920349121,0.018956645965576172,0.034863609313964844,-0.03858578491210937,7,32
proxy_input_gray_std,proxy,proxy_input_gray_std,+,True,conf_gate_last,0.5172675947006831,0.5172675947006831,0.4885814536340852,0.5114185463659148,0.5114185463659148,0.39403263403263405,0.6059673659673659,0.6059673659673659,0.014643592834472656,0.01149359130859375,0.02266782760620117,0.0017451248168945312,2,16,0.014643592834472656,0.01149359130859375,0.02266782760620117,0.0017451248168945312,2,16
proxy_input_local_contrast_mean,proxy,proxy_input_local_contrast_mean,-,True,fam2_only_best,0.5033036333949797,0.5033036333949797,0.5051647870892475,0.4948352129107525,0.5051647870892475,0.5272386128364389,0.4727613871635611,0.5272386128364389,0.17881794357299804,0.8159238891601562,0.0812143783569336,-0.26308087158203125,133,994,0.04096744537353516,0.1521105422973633,0.008161666870117188,-0.004564094543457031,3,33
proxy_input_local_contrast_mean,proxy,proxy_input_local_contrast_mean,-,True,bounded_gamma_best,0.5841902830750414,0.5841902830750414,0.420773552148847,0.5792264478511531,0.5792264478511531,0.5416766754744174,0.45832332452558255,0.5416766754744174,0.15393257236480712,0.41670765304565427,0.1351815071105957,-0.07134037780761719,20,280,0.14727339649200438,0.3918119468688965,0.1227780990600586,-0.048274559020996095,14,209
proxy_input_local_contrast_mean,proxy,proxy_input_local_contrast_mean,-,True,bounded_gamma_last,0.579090274905907,0.579090274905907,0.42420909857399464,0.5757909014260054,0.5757909014260054,0.6231244483671668,0.37687555163283315,0.6231244483671668,0.04965367317199707,0.6635336685180664,-0.06670991516113281,-0.3314991455078125,16,160,0.029850622177124024,0.17389614868164063,-0.008826797485351562,-0.036840065002441406,3,34
proxy_input_local_contrast_mean,proxy,proxy_input_local_contrast_mean,-,True,conf_gate_best,0.4920037197819841,0.5079962802180159,0.5151208791208791,0.4848791208791209,0.5151208791208791,0.599782176949196,0.400217823050804,0.599782176949196,0.4526003131866455,0.9379619064331055,0.4707047462463379,-0.06897014617919922,120,999,0.07178223514556885,0.2866243095397949,0.022879493713378905,-0.04525435638427734,9,85
proxy_input_local_contrast_mean,proxy,proxy_input_local_contrast_mean,-,True,conf_gate_last,0.527450894089685,0.527450894089685,0.4724972431077694,0.5275027568922306,0.5275027568922306,0.6165967365967366,0.38340326340326336,0.6165967365967366,0.1076554079055786,1.212206439971924,0.010437580108642578,-0.8024599685668945,64,519,0.016184710502624513,0.10497259140014649,0.0016956520080566406,-0.04362505340576172,2,18
proxy_input_saturation_mean,proxy,proxy_input_saturation_mean,-,True,fam2_only_best,0.5279113896121089,0.5279113896121089,0.4759179143171949,0.5240820856828051,0.5240820856828051,0.5088638716356108,0.49113612836438925,0.5088638716356108,0.19286156177520752,0.8373287773132324,0.08589890289306641,-0.23768033599853516,92,864,0.030778121948242188,0.07423873901367188,0.024436874389648436,0.0,0,24
proxy_input_saturation_mean,proxy,proxy_input_saturation_mean,-,True,bounded_gamma_best,0.6391718566439756,0.6391718566439756,0.3544614779874214,0.6455385220125787,0.6455385220125787,0.35599327408119147,0.6440067259188085,0.6440067259188085,0.23111653518676759,0.550841552734375,0.22684965133666993,-0.08007471466064453,34,454,0.2265239725112915,0.4906146354675293,0.2323065986633301,-0.04913194274902344,25,348
proxy_input_saturation_mean,proxy,proxy_input_saturation_mean,-,True,bounded_gamma_last,0.6694654352085082,0.6694654352085082,0.3391538464671644,0.6608461535328356,0.6608461535328356,0.5408208296557812,0.45917917034421885,0.5408208296557812,0.12451981163024903,0.8744791870117188,0.105564208984375,-0.5875283584594727,38,326,0.01873332405090332,0.10103852081298828,-0.011799514770507813,-0.002506195068359375,1,30
proxy_input_saturation_mean,proxy,proxy_input_saturation_mean,-,True,conf_gate_best,0.5318787818131018,0.5318787818131018,0.45312527472527475,0.5468747252747252,0.5468747252747252,0.5861362034723557,0.41386379652764427,0.5861362034723557,0.45234449005126953,0.9379619064331055,0.4707047462463379,-0.06999343872070313,121,1000,0.21868096542358398,0.5817196197509765,0.16630789184570313,-0.039611541748046875,25,322
proxy_input_saturation_mean,proxy,proxy_input_saturation_mean,-,True,conf_gate_last,0.5943205598613951,0.5943205598613951,0.4064561403508772,0.5935438596491228,0.5935438596491228,0.5408857808857809,0.4591142191142191,0.5408857808857809,0.21441499423980712,1.1279560661315917,0.1769387321472168,-0.6241735534667969,51,463,0.011612398147583008,0.037535255432128906,0.004457168579101563,0.0,0,16
proxy_input_saturation_std,proxy,proxy_input_saturation_std,+,True,fam2_only_best,0.5040979496210951,0.5040979496210951,0.49312982046794995,0.50687017953205,0.50687017953205,0.45348084886128365,0.5465191511387164,0.5465191511387164,0.17386810874938965,0.8159238891601562,0.08275657272338867,-0.285964599609375,138,1000,0.02355165481567383,0.0727666015625,0.006827644348144531,0.00778472900390625,19,74
proxy_input_saturation_std,proxy,proxy_input_saturation_std,+,True,bounded_gamma_best,0.3672532547997232,0.6327467452002768,0.6435035049790356,0.35649649502096437,0.6435035049790356,0.6081351589398671,0.39186484106013286,0.6081351589398671,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_saturation_std,proxy,proxy_input_saturation_std,+,True,bounded_gamma_last,0.33622400173774286,0.6637759982622571,0.6578686902012537,0.3421313097987463,0.6578686902012537,0.4575242718446602,0.5424757281553398,0.5424757281553398,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
proxy_input_saturation_std,proxy,proxy_input_saturation_std,+,True,conf_gate_best,0.49154083211356175,0.5084591678864383,0.5167648351648352,0.4832351648351648,0.5167648351648352,0.4156576334166186,0.5843423665833813,0.5843423665833813,0.45234449005126953,0.9379619064331055,0.4707047462463379,-0.06999343872070313,121,1000,0.03732622241973877,0.03999527359008789,0.01803071975708008,0.07324817657470703,22,124
proxy_input_saturation_std,proxy,proxy_input_saturation_std,+,True,conf_gate_last,0.4182435108975308,0.5817564891024691,0.5824842105263158,0.4175157894736842,0.5824842105263158,0.45678321678321676,0.5432167832167832,0.5432167832167832,0.0018890819549560547,0.0,0.0,0.007556327819824219,0,1,0.0018890819549560547,0.0,0.0,0.007556327819824219,0,1
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_mean,-+-,True,fam2_only_best,0.5690433303513044,0.5690433303513044,0.4278631149134746,0.5721368850865254,0.5721368850865254,0.4697851966873706,0.5302148033126294,0.5302148033126294,0.2794597749710083,0.5285334510803222,0.36777822494506834,-0.14625080108642577,114,602,0.039350254058837894,0.037179824829101565,0.03998917388916016,0.04024284362792969,23,91
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_mean,-+-,True,bounded_gamma_best,0.4868238948164599,0.5131761051835402,0.5177787604821803,0.4822212395178197,0.5177787604821803,0.5310273040275443,0.4689726959724557,0.5310273040275443,0.08356750679016113,0.521234748840332,0.41270961380004884,-1.0123839492797853,153,602,0.0036291656494140626,0.0,0.007258331298828125,0.0,0,3
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_mean,-+-,True,bounded_gamma_last,0.38871135506347354,0.6112886449365265,0.5993214153337325,0.4006785846662675,0.5993214153337325,0.3986098852603707,0.6013901147396292,0.6013901147396292,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_mean,-+-,True,conf_gate_best,0.5313533417570548,0.5313533417570548,0.47644395604395606,0.5235560439560439,0.5235560439560439,0.4234736370042924,0.5765263629957076,0.5765263629957076,0.45234449005126953,0.9379619064331055,0.4707047462463379,-0.06999343872070313,121,1000,0.040691925048828126,0.03294846343994141,0.0327303352355957,0.06435856628417969,19,88
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_mean,-+-,True,conf_gate_last,0.44908950499961986,0.5509104950003801,0.5480661654135338,0.4519338345864662,0.5480661654135338,0.44913752913752913,0.5508624708624709,0.5508624708624709,0.0013549270629882812,0.0,0.0027098541259765623,0.0,0,2,0.0013549270629882812,0.0,0.0027098541259765623,0.0,0,2
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_p95,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_p95,-+-,True,fam2_only_best,0.569231880162554,0.569231880162554,0.42676939529457514,0.5732306047054249,0.5732306047054249,0.4673266045548654,0.5326733954451346,0.5326733954451346,0.28864887142181395,0.4494285087585449,0.3993724250793457,-0.09357787322998047,106,542,0.025328752517700195,0.011016563415527343,0.04068862533569336,0.008921195983886718,25,71
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_p95,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_p95,-+-,True,bounded_gamma_best,0.4799964595503629,0.520003540449637,0.5228355935534591,0.4771644064465409,0.5228355935534591,0.5212587076627432,0.4787412923372568,0.5212587076627432,0.06122413730621338,0.4272482566833496,0.3980854034423828,-0.9785225143432618,146,544,0.0,0.0,0.0,0.0,0,0
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_p95,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_p95,-+-,True,bounded_gamma_last,0.38942566763161524,0.6105743323683848,0.6011787659208753,0.39882123407912473,0.6011787659208753,0.41151809355692853,0.5884819064430715,0.5884819064430715,0.0018064804077148437,0.0,0.0036129608154296874,0.0,0,1,0.0018064804077148437,0.0,0.0036129608154296874,0.0,0,1
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_p95,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_p95,-+-,True,conf_gate_best,0.5138386732221569,0.5138386732221569,0.4983252747252747,0.5016747252747253,0.5016747252747253,0.46441155743481327,0.5355884425651867,0.5355884425651867,0.45234449005126953,0.9379619064331055,0.4707047462463379,-0.06999343872070313,121,1000,0.018698886871337892,0.006260757446289063,0.02731351852416992,0.013907752990722656,23,73
combo_proxy_baseline_multiscale_consistency_mean__proxy_baseline_residual_abs_p95,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_baseline_residual_abs_p95,-+-,True,conf_gate_last,0.4540711190425698,0.5459288809574302,0.5413814536340852,0.4586185463659148,0.5413814536340852,0.4530536130536131,0.5469463869463869,0.5469463869463869,0.0018832569122314454,0.0,0.0037665138244628907,0.0,0,2,0.0018832569122314454,0.0,0.0037665138244628907,0.0,0,2
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_brightness_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_brightness_mean,-+-,True,fam2_only_best,0.5625323443160255,0.5625323443160255,0.43253370276751574,0.5674662972324842,0.5674662972324842,0.5166278467908902,0.48337215320910976,0.5166278467908902,0.24820827674865723,0.6813300476074219,0.27673155593872073,-0.24196005249023436,132,818,0.022466325759887697,0.030528076171875,0.03764944839477539,-0.015961669921875,25,67
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_brightness_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_brightness_mean,-+-,True,bounded_gamma_best,0.4197082347639968,0.5802917652360031,0.5999205647274634,0.40007943527253664,0.5999205647274634,0.6416846825206182,0.35831531747938183,0.6416846825206182,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_brightness_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_brightness_mean,-+-,True,bounded_gamma_last,0.34789110701738996,0.65210889298261,0.6451482825616774,0.35485171743832256,0.6451482825616774,0.43259046778464255,0.5674095322153574,0.5674095322153574,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_brightness_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_brightness_mean,-+-,True,conf_gate_best,0.5341264976084137,0.5341264976084137,0.47435164835164834,0.5256483516483517,0.5256483516483517,0.4448715484656288,0.5551284515343712,0.5551284515343712,0.45234449005126953,0.9379619064331055,0.4707047462463379,-0.06999343872070313,121,1000,0.04117657279968262,0.05690776824951172,0.04288191986083984,0.022034683227539063,25,101
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_brightness_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_brightness_mean,-+-,True,conf_gate_last,0.4354890984679036,0.5645109015320964,0.5583759398496241,0.4416240601503759,0.5583759398496241,0.5194405594405594,0.48055944055944055,0.5194405594405594,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_dark_channel_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_dark_channel_mean,-+-,True,fam2_only_best,0.557614002431089,0.557614002431089,0.4377187439237799,0.56228125607622,0.56228125607622,0.5119694616977226,0.4880305383022774,0.5119694616977226,0.2327327184677124,0.6472621040344239,0.27817981338500974,-0.27269085693359374,130,782,0.03161431121826172,0.03068199157714844,0.04666804504394531,0.0024391632080078126,25,65
combo_proxy_baseline_multiscale_consistency_mean__proxy_input_dark_channel_mean,combo_2,proxy_baseline_multiscale_consistency_mean+proxy_input_dark_channel_mean,-+-,True,bounded_gamma_best,0.410869180385909,0.589130819614091,0.6079541732180294,0.39204582678197064,0.6079541732180294,0.6523340539674914,0.34766594603250855,0.6523340539674914,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
