variant,scope,count,mean_dPSNR,median_dPSNR,p05_dPSNR,p01_dPSNR,cvar5_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,positive_ratio,severe_count,severe_rate,strong_reference_count,strong_reference_regressions,mean_dSSIM_proxy,gate_mean_dPSNR_ge_0p20,gate_hard_bottom25_ge_0p30,gate_easy_top25_ge_0,gate_severe_rate_le_0p025,gate_p05_ge_neg0p20,gate_strong_regressions_le_5pct,gate_pass
O1_global_final_feature_ll,all,2400,0.8429538997014364,0.3942604064941406,0.001802825927734375,0.0,0.0002971331278483073,1.5912073707580567,0.35902647018432615,0.965,0,0.0,600,0,0.0,True,True,True,True,True,True,True
O2_spatial_final_feature_ll_grid16,all,2400,6.160490135351817,5.697029113769531,2.1504350662231446,1.4768124389648436,1.7255857467651368,9.054140736262003,3.6835689544677734,1.0,0,0.0,600,0,0.0,True,True,True,True,True,True,True
O3_final_feature_ll_grid16,all,2400,6.160490135351817,5.697029113769531,2.1504350662231446,1.4768124389648436,1.7255857467651368,9.054140736262003,3.6835689544677734,1.0,0,0.0,600,0,0.0,True,True,True,True,True,True,True
O3_mid_feature_ll_grid8,all,2400,5.2241502022743225,4.847450256347656,1.6219289779663086,1.109702033996582,1.29598388671875,7.623988707860311,3.1409213383992514,1.0,0,0.0,600,0,0.0,True,True,True,True,True,True,True
O3_mid_grid8_plus_final_grid16,all,2400,6.832469209035238,6.430898666381836,2.3462156295776366,1.4976651763916016,1.8078488985697427,10.08895165761312,4.078034420013427,1.0,0,0.0,600,0,0.0,True,True,True,True,True,True,True
O4_rgb_ll_reference,all,2400,14.998694143295289,14.477876663208008,10.267889976501465,8.811572341918945,9.430644416809082,18.939359436035158,11.853744614919027,1.0,0,0.0,600,0,0.0,True,True,True,True,True,True,True
