checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-17.48573692989349,0,9,False,DIAGNOSTIC_ONLY,-1.1851680246988932,-0.755296376546224,-1.755060272216797,-0.0010720986127853395,0.15333333333333332,243.0,0.9333333333333333,-0.6104643821716309,-0.6814598337809245,-0.575187021891276,-0.0011806402603785197,0.24,204.0,0.68
model_10,True,-25.9259782743454,0,9,False,DIAGNOSTIC_ONLY,-3.2526504770914713,-1.9059456888834636,-4.603817799886068,-0.0035455455382664997,0.05,281.0,1.0,-1.8273568344116211,-1.7292475382486978,-2.0988473256429034,-0.003669959505399068,0.10333333333333333,258.0,0.8666666666666667
model_15,True,-32.496821327527364,0,9,False,DIAGNOSTIC_ONLY,-5.308780047098796,-3.157928568522135,-7.174762827555338,-0.006944232384363811,0.01,295.0,1.0,-3.1962280591328938,-2.8015435791015624,-3.852957534790039,-0.006923778057098389,0.056666666666666664,279.0,0.9466666666666667
model_20,True,-38.33735345347723,0,9,False,DIAGNOSTIC_ONLY,-7.291462955474853,-4.509917704264323,-9.572176055908203,-0.011893470684687296,0.0033333333333333335,297.0,1.0,-4.701150894165039,-3.9501761627197265,-5.655180486043294,-0.011890644033749898,0.043333333333333335,287.0,0.9466666666666667
Best,True,-5.989816671212515,1,9,False,DIAGNOSTIC_ONLY,-0.059875869750976564,-0.1439764404296875,-0.038901112874348956,-0.0001035088300704956,0.38666666666666666,83.0,0.52,-0.09965698877970378,-0.13653068542480468,-0.029158172607421876,-0.0001544042428334554,0.24666666666666667,84.0,0.5733333333333334
Final,True,-38.33735350322724,0,9,False,DIAGNOSTIC_ONLY,-7.291462999979655,-4.509917678833008,-9.572176208496094,-0.011893467704455058,0.0033333333333333335,297.0,1.0,-4.701150868733724,-3.9501761372884117,-5.6551804351806645,-0.011890645623207092,0.043333333333333335,287.0,0.9466666666666667
