variant,outer_fold,selector_type,feature_group,deployable,coverage_target,threshold,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,selected_positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,false_reject_good_count,false_accept_severe_count,selected_group_counts,backend,calibration_fold,model_train_count,calibration_count,eval_count,top_features
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,1.0,1.0049096080103959,1800,1794,0.9966666666666667,0.058199405670166016,0.05701778835720486,0.04640109592013889,1.3482206397586399e-05,0.6316666666666667,0.6337792642140468,42.755948066711426,136,502,167.33333333333334,203,67.66666666666667,0.061421790652804904,0.04787030008104112,0.05046170552571615,3,203,"{""gain"": 841, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 299, ""worst_regression"": 203}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.99,0.962404406045135,1800,1788,0.9933333333333333,0.057186713748508027,0.05701778835720486,0.04235032823350694,1.3410051663716633e-05,0.6283333333333333,0.6325503355704698,42.755948066711426,136,502,167.33333333333334,203,67.66666666666667,0.06073994742499458,0.04763515366448296,0.05021933873494466,9,203,"{""gain"": 838, ""neutral"": 128, ""ssim_regression"": 320, ""strong_regression"": 299, ""worst_regression"": 203}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.98,0.9308044184193913,1800,1773,0.985,0.05796824137369792,0.05701778835720486,0.04357549031575521,1.3115968969133165e-05,0.6261111111111111,0.6356457980823463,42.755948066711426,131,494,164.66666666666666,197,65.66666666666667,0.06107144037882487,0.04791138860914442,0.05074284659491645,12,197,"{""gain"": 835, ""neutral"": 125, ""ssim_regression"": 319, ""strong_regression"": 297, ""worst_regression"": 197}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.97,0.9207947695529664,1800,1767,0.9816666666666667,0.05851511849297417,0.05701778835720486,0.04576299879286024,1.2627806928422716e-05,0.6261111111111111,0.6378041878890776,42.755948066711426,125,488,162.66666666666666,194,64.66666666666667,0.06146277321709527,0.04803596602545844,0.05084323247273763,12,194,"{""gain"": 835, ""neutral"": 125, ""ssim_regression"": 319, ""strong_regression"": 294, ""worst_regression"": 194}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.96,0.9043042163589976,1800,1755,0.975,0.060367488861083986,0.05701778835720486,0.05242747836642795,1.4414919747246637e-05,0.6244444444444445,0.6404558404558405,42.755948066711426,119,480,160.0,187,62.333333333333336,0.06283991919623481,0.04904910511440701,0.05180701997545031,15,187,"{""gain"": 835, ""neutral"": 125, ""ssim_regression"": 315, ""strong_regression"": 293, ""worst_regression"": 187}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.95,0.8975705942078498,1800,1749,0.9716666666666667,0.061460461086697046,0.05764148288302951,0.05617567274305556,1.4877749813927544e-05,0.6244444444444445,0.642652944539737,42.755948066711426,116,475,158.33333333333334,184,61.333333333333336,0.06358922746446398,0.0494762388865153,0.05243862152099609,15,184,"{""gain"": 835, ""neutral"": 124, ""ssim_regression"": 315, ""strong_regression"": 291, ""worst_regression"": 184}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.94,0.883374523866288,1800,1734,0.9633333333333334,0.06064308590359158,0.05764148288302951,0.05290617201063368,1.4237695270114474e-05,0.6205555555555555,0.6441753171856978,42.755948066711426,112,471,157.0,183,61.0,0.06359176423814561,0.04949092970954047,0.05219896104600694,22,183,"{""gain"": 828, ""neutral"": 120, ""ssim_regression"": 315, ""strong_regression"": 288, ""worst_regression"": 183}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.93,0.8709541829337112,1800,1731,0.9616666666666667,0.06041276295979818,0.05764148288302951,0.05290617201063368,1.4192064603169759e-05,0.6188888888888889,0.6435586366262276,42.755948066711426,112,471,157.0,183,61.0,0.06346742630004883,0.04939741664462619,0.05209587944878472,25,183,"{""gain"": 825, ""neutral"": 120, ""ssim_regression"": 315, ""strong_regression"": 288, ""worst_regression"": 183}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.92,0.8553791650578334,1800,1683,0.935,0.058764076232910155,0.05764148288302951,0.04952810499403212,1.3310710589090983e-05,0.6011111111111112,0.6428995840760546,42.755948066711426,106,458,152.66666666666666,176,58.666666666666664,0.060868295033772786,0.04764908366733127,0.050536164177788626,51,176,"{""gain"": 803, ""neutral"": 115, ""ssim_regression"": 307, ""strong_regression"": 282, ""worst_regression"": 176}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_only,True,0.9,0.8371235703225044,1800,1617,0.8983333333333333,0.05869628482394748,0.05764148288302951,0.05011171129014757,1.4482206768459743e-05,0.5783333333333334,0.6437847866419295,42.755948066711426,92,436,145.33333333333334,161,53.666666666666664,0.05922366672092014,0.04640162679884169,0.0495094977484809,88,161,"{""gain"": 775, ""neutral"": 110, ""ssim_regression"": 296, ""strong_regression"": 275, ""worst_regression"": 161}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,1.0,0.32727225576440755,1800,1800,1.0,0.0577312978108724,0.05701778835720486,0.04452866448296441,1.3231403297848172e-05,0.6333333333333333,0.6333333333333333,42.755948066711426,139,505,168.33333333333334,206,68.66666666666667,0.06108872095743815,0.04719783676995171,0.04990035798814561,0,206,"{""gain"": 844, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 299, ""worst_regression"": 206}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.99,0.32727225576440755,1800,1800,1.0,0.0577312978108724,0.05701778835720486,0.04452866448296441,1.3231403297848172e-05,0.6333333333333333,0.6333333333333333,42.755948066711426,139,505,168.33333333333334,206,68.66666666666667,0.06108872095743815,0.04719783676995171,0.04990035798814561,0,206,"{""gain"": 844, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 299, ""worst_regression"": 206}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.98,0.32727225576440755,1800,1800,1.0,0.0577312978108724,0.05701778835720486,0.04452866448296441,1.3231403297848172e-05,0.6333333333333333,0.6333333333333333,42.755948066711426,139,505,168.33333333333334,206,68.66666666666667,0.06108872095743815,0.04719783676995171,0.04990035798814561,0,206,"{""gain"": 844, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 299, ""worst_regression"": 206}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.97,0.32511605346406836,1800,1779,0.9883333333333333,0.05649693171183268,0.05701778835720486,0.040223812527126736,1.4002256923251682e-05,0.6233333333333333,0.6306913996627319,42.755948066711426,137,503,167.66666666666666,204,68.0,0.05939588758680556,0.04597331047058106,0.048733306460910376,18,204,"{""gain"": 834, ""neutral"": 128, ""ssim_regression"": 314, ""strong_regression"": 299, ""worst_regression"": 204}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.96,0.3246825812819436,1800,1755,0.975,0.05724094178941515,0.05764148288302951,0.04006535847981771,1.4133784506056044e-05,0.6183333333333333,0.6341880341880342,42.755948066711426,132,490,163.33333333333334,198,66.0,0.06003972371419271,0.04587264484829373,0.048397708468967016,24,198,"{""gain"": 829, ""neutral"": 126, ""ssim_regression"": 310, ""strong_regression"": 292, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.95,0.3246825812819436,1800,1755,0.975,0.05724094178941515,0.05764148288302951,0.04006535847981771,1.4133784506056044e-05,0.6183333333333333,0.6341880341880342,42.755948066711426,132,490,163.33333333333334,198,66.0,0.06003972371419271,0.04587264484829373,0.048397708468967016,24,198,"{""gain"": 829, ""neutral"": 126, ""ssim_regression"": 310, ""strong_regression"": 292, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.94,0.3246825812819436,1800,1755,0.975,0.05724094178941515,0.05764148288302951,0.04006535847981771,1.4133784506056044e-05,0.6183333333333333,0.6341880341880342,42.755948066711426,132,490,163.33333333333334,198,66.0,0.06003972371419271,0.04587264484829373,0.048397708468967016,24,198,"{""gain"": 829, ""neutral"": 126, ""ssim_regression"": 310, ""strong_regression"": 292, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.93,0.3246825812819436,1800,1755,0.975,0.05724094178941515,0.05764148288302951,0.04006535847981771,1.4133784506056044e-05,0.6183333333333333,0.6341880341880342,42.755948066711426,132,490,163.33333333333334,198,66.0,0.06003972371419271,0.04587264484829373,0.048397708468967016,24,198,"{""gain"": 829, ""neutral"": 126, ""ssim_regression"": 310, ""strong_regression"": 292, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.92,0.3246825812819436,1800,1755,0.975,0.05724094178941515,0.05764148288302951,0.04006535847981771,1.4133784506056044e-05,0.6183333333333333,0.6341880341880342,42.755948066711426,132,490,163.33333333333334,198,66.0,0.06003972371419271,0.04587264484829373,0.048397708468967016,24,198,"{""gain"": 829, ""neutral"": 126, ""ssim_regression"": 310, ""strong_regression"": 292, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_only,True,0.9,0.23145150826990013,1800,1638,0.91,0.05853083292643229,0.05764148288302951,0.04210909525553386,1.4277597268422444e-05,0.5838888888888889,0.6416361416361417,42.755948066711426,94,446,148.66666666666666,165,55.0,0.05945649888780382,0.04703164524502224,0.050255822075737845,83,165,"{""gain"": 781, ""neutral"": 116, ""ssim_regression"": 295, ""strong_regression"": 281, ""worst_regression"": 165}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;input_texture_mean
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,1.0,1.339120429107317,1800,1797,0.9983333333333333,0.05729157341851129,0.05701778835720486,0.04452866448296441,1.3212958971659343e-05,0.6322222222222222,0.6332776850306066,42.755948066711426,139,504,168.0,206,68.66666666666667,0.060776316324869795,0.04699741893344455,0.049552889929877386,2,206,"{""gain"": 842, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 298, ""worst_regression"": 206}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.99,1.228330533275793,1800,1785,0.9916666666666667,0.05695853975084093,0.05997612847222222,0.04452866448296441,1.317914989259508e-05,0.6288888888888889,0.6341736694677871,42.755948066711426,139,498,166.0,203,67.66666666666667,0.0605416997273763,0.046687311596340604,0.049240044487847225,8,203,"{""gain"": 837, ""neutral"": 128, ""ssim_regression"": 322, ""strong_regression"": 295, ""worst_regression"": 203}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.98,1.1014223727492254,1800,1761,0.9783333333333334,0.055957522922092016,0.05911436292860243,0.04452866448296441,1.3294054402245416e-05,0.6216666666666667,0.6354344122657581,42.755948066711426,139,488,162.66666666666666,196,65.33333333333333,0.05997458987765842,0.045838785171508786,0.0481900151570638,21,196,"{""gain"": 824, ""neutral"": 128, ""ssim_regression"": 321, ""strong_regression"": 292, ""worst_regression"": 196}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.97,1.0142800809119008,1800,1728,0.96,0.05595285309685601,0.05691005706787109,0.04805582682291667,1.4035006364186605e-05,0.6116666666666667,0.6371527777777778,42.755948066711426,135,479,159.66666666666666,191,63.666666666666664,0.05980048073662652,0.04590860472785102,0.048224627176920574,37,191,"{""gain"": 816, ""neutral"": 125, ""ssim_regression"": 308, ""strong_regression"": 288, ""worst_regression"": 191}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.96,0.9715719951430387,1800,1692,0.94,0.05535209125942654,0.060933486090766056,0.04447872585720486,1.4090802934434678e-05,0.5988888888888889,0.6371158392434988,42.755948066711426,133,467,155.66666666666666,183,61.0,0.05781414243910048,0.0448301813337538,0.04751336839463976,58,183,"{""gain"": 800, ""neutral"": 124, ""ssim_regression"": 301, ""strong_regression"": 284, ""worst_regression"": 183}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.95,0.9582299797237095,1800,1680,0.9333333333333333,0.056208145353529186,0.06155718061659071,0.04447872585720486,1.3947155740525987e-05,0.5972222222222222,0.6398809523809523,42.755948066711426,133,459,153.0,180,60.0,0.05821549309624566,0.044920066197713215,0.04763401667277018,61,180,"{""gain"": 797, ""neutral"": 123, ""ssim_regression"": 301, ""strong_regression"": 279, ""worst_regression"": 180}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.94,0.9431753828255925,1800,1665,0.925,0.054588166342841256,0.061491686503092446,0.0418715582953559,1.311832004123264e-05,0.5905555555555555,0.6384384384384384,42.755948066711426,133,458,152.66666666666666,180,60.0,0.05708622402615017,0.044195869233873156,0.04703774134318034,72,180,"{""gain"": 787, ""neutral"": 120, ""ssim_regression"": 300, ""strong_regression"": 278, ""worst_regression"": 180}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.93,0.9234631286435925,1800,1665,0.925,0.054588166342841256,0.061491686503092446,0.0418715582953559,1.311832004123264e-05,0.5905555555555555,0.6384384384384384,42.755948066711426,133,458,152.66666666666666,180,60.0,0.05708622402615017,0.044195869233873156,0.04703774134318034,72,180,"{""gain"": 787, ""neutral"": 120, ""ssim_regression"": 300, ""strong_regression"": 278, ""worst_regression"": 180}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.92,0.9151978425708257,1800,1650,0.9166666666666666,0.053756738238864475,0.061491686503092446,0.04042173597547743,1.2854006555345323e-05,0.5838888888888889,0.636969696969697,42.755948066711426,133,456,152.0,179,59.666666666666664,0.05628046035766601,0.04370556407504612,0.04672607633802626,84,179,"{""gain"": 779, ""neutral"": 120, ""ssim_regression"": 295, ""strong_regression"": 277, ""worst_regression"": 179}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,logistic,input_depth,True,0.9,0.886592717353957,1800,1620,0.9,0.05746827761332194,0.06296077728271485,0.05026780022515191,1.4570322301652697e-05,0.5805555555555556,0.6450617283950617,42.755948066711426,122,435,145.0,166,55.333333333333336,0.05769918865627713,0.0452588070763482,0.04826979531182183,90,166,"{""gain"": 774, ""neutral"": 120, ""ssim_regression"": 291, ""strong_regression"": 269, ""worst_regression"": 166}",pure_python_logistic,4,5400,1800,1800,input_brightness_mean;airlight_fallback_mean;depth_mean;input_texture_mean;depth_std
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,1.0,0.3138170747728831,1800,1800,1.0,0.0577312978108724,0.05701778835720486,0.04452866448296441,1.3231403297848172e-05,0.6333333333333333,0.6333333333333333,42.755948066711426,139,505,168.33333333333334,206,68.66666666666667,0.06108872095743815,0.04719783676995171,0.04990035798814561,0,206,"{""gain"": 844, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 299, ""worst_regression"": 206}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.99,0.304831396641472,1800,1797,0.9983333333333333,0.058206534915500215,0.05701778835720486,0.04452866448296441,1.3511213991377088e-05,0.6333333333333333,0.6343906510851419,42.755948066711426,139,502,167.33333333333334,203,67.66666666666667,0.06140065299140082,0.04724034097459581,0.049809886084662545,0,203,"{""gain"": 844, ""neutral"": 128, ""ssim_regression"": 323, ""strong_regression"": 299, ""worst_regression"": 203}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.98,0.3016346656217643,1800,1773,0.985,0.0591924688551161,0.05764148288302951,0.04723885430230035,1.3121730751461453e-05,0.6283333333333333,0.637901861252115,42.755948066711426,134,492,164.0,198,66.0,0.06156717300415039,0.04716305096944173,0.04971220864189996,7,198,"{""gain"": 838, ""neutral"": 124, ""ssim_regression"": 319, ""strong_regression"": 294, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.97,0.3016346656217643,1800,1773,0.985,0.0591924688551161,0.05764148288302951,0.04723885430230035,1.3121730751461453e-05,0.6283333333333333,0.637901861252115,42.755948066711426,134,492,164.0,198,66.0,0.06156717300415039,0.04716305096944173,0.04971220864189996,7,198,"{""gain"": 838, ""neutral"": 124, ""ssim_regression"": 319, ""strong_regression"": 294, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.96,0.3016346656217643,1800,1773,0.985,0.0591924688551161,0.05764148288302951,0.04723885430230035,1.3121730751461453e-05,0.6283333333333333,0.637901861252115,42.755948066711426,134,492,164.0,198,66.0,0.06156717300415039,0.04716305096944173,0.04971220864189996,7,198,"{""gain"": 838, ""neutral"": 124, ""ssim_regression"": 319, ""strong_regression"": 294, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.95,0.3016346656217643,1800,1773,0.985,0.0591924688551161,0.05764148288302951,0.04723885430230035,1.3121730751461453e-05,0.6283333333333333,0.637901861252115,42.755948066711426,134,492,164.0,198,66.0,0.06156717300415039,0.04716305096944173,0.04971220864189996,7,198,"{""gain"": 838, ""neutral"": 124, ""ssim_regression"": 319, ""strong_regression"": 294, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.94,0.3016346656217643,1800,1773,0.985,0.0591924688551161,0.05764148288302951,0.04723885430230035,1.3121730751461453e-05,0.6283333333333333,0.637901861252115,42.755948066711426,134,492,164.0,198,66.0,0.06156717300415039,0.04716305096944173,0.04971220864189996,7,198,"{""gain"": 838, ""neutral"": 124, ""ssim_regression"": 319, ""strong_regression"": 294, ""worst_regression"": 198}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.93,0.30066300618880293,1800,1692,0.94,0.058987450069851344,0.05764148288302951,0.044076165093315973,1.4824635452694363e-05,0.6,0.6382978723404256,42.755948066711426,112,467,155.66666666666666,174,58.0,0.059511629740397136,0.04687307463751899,0.049536563025580516,55,174,"{""gain"": 803, ""neutral"": 118, ""ssim_regression"": 304, ""strong_regression"": 293, ""worst_regression"": 174}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
l3_fdf_lite_s004_g015_bm2,0,gbdt,input_depth,True,0.92,0.29748411696754623,1800,1674,0.93,0.05814325120713976,0.05764148288302951,0.03940951877170139,1.451714171303643e-05,0.5933333333333334,0.6379928315412187,42.755948066711426,109,461,153.66666666666666,172,57.333333333333336,0.05943334367540148,0.04679071108500163,0.04974670198228624,66,172,"{""gain"": 792, ""neutral"": 117, ""ssim_regression"": 304, ""strong_regression"": 289, ""worst_regression"": 172}",pure_python_boosted_stumps,4,5400,1800,1800,input_brightness_mean;depth_mean;depth_std;airlight_fallback_mean
