policy,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,selected_positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,false_reject_good_count,false_accept_severe_count,selected_group_counts
A0_only,9000,9000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.76437759399414,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,"{""fallback_a0"": 716, ""gain"": 3904, ""neutral"": 521, ""ssim_regression"": 1732, ""strong_regression"": 1394, ""worst_regression"": 733}"
oracle_choose_A0_L2_L3_L1,9000,9000,1.0,0.14329772440592448,0.12110054355197483,0.1538957231309679,2.55140397283766e-05,0.6623333333333333,0.6623333333333333,42.76437759399414,0,0,0.0,0,0.0,0.14634161143832736,0.13310828155941434,0.13663351048363578,0,0,"{""oracle_A0"": 3039, ""oracle_l1_fdf_lite_s004_g025_bm2"": 4814, ""oracle_l2_fdf_lite_s002_g025_bm2"": 725, ""oracle_l3_fdf_lite_s004_g015_bm2"": 422}"
selector_choose_A0_L2_L3_L1,9000,9000,1.0,0.06587979337904189,0.06052321539984809,0.05336899651421441,6.971836090087891e-06,0.598,0.598,42.76437759399414,597,2127,141.8,733,48.86666666666667,0.06510679011874729,0.050216762542724606,0.05471512879265679,0,733,"{""fallback_a0"": 716, ""gain"": 3904, ""neutral"": 521, ""ssim_regression"": 1732, ""strong_regression"": 1394, ""worst_regression"": 733}"
l2_fdf_lite_s002_g025_bm2_only,9000,9000,1.0,0.05100073909759521,0.041160325368245446,0.04652632819281684,-2.316937181684706e-05,0.6293333333333333,0.6293333333333333,42.76437759399414,642,2397,159.8,781,52.06666666666667,0.0540446261299981,0.040811296251085066,0.044336525175306535,0,781,"{""gain"": 4047, ""neutral"": 671, ""ssim_regression"": 1885, ""strong_regression"": 1616, ""worst_regression"": 781}"
l3_fdf_lite_s004_g015_bm2_only,9000,9000,1.0,0.06299188666873508,0.05175820117526584,0.05457704501681858,-2.26196911599901e-05,0.6362222222222222,0.6362222222222222,42.76437759399414,699,2469,164.6,928,61.86666666666667,0.06592284785376655,0.0511360445022583,0.05559266270531548,0,928,"{""gain"": 4156, ""neutral"": 542, ""ssim_regression"": 1833, ""strong_regression"": 1541, ""worst_regression"": 928}"
l1_fdf_lite_s004_g025_bm2_only,9000,9000,1.0,0.07296757613288031,0.05882253095838759,0.0610559573703342,-2.4550815423329672e-05,0.6373333333333333,0.6373333333333333,42.76437759399414,745,2531,168.73333333333332,1101,73.4,0.08061944092644585,0.06391497400071885,0.06964034059312608,0,1101,"{""gain"": 4159, ""neutral"": 467, ""ssim_regression"": 1843, ""strong_regression"": 1430, ""worst_regression"": 1101}"
