variant,coverage,mean_dPSNR,hard_bottom25_dPSNR,dSSIM,positive_ratio,worst_per_600,strong_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,false_reject_good_count,false_accept_severe_count,max_outer_worst_per_600,selector_type,feature_group,deployable,coverage_target,outer_reports,selector_score,strict_gate_pass,relaxed_exploratory_gate_pass,strict_gate_checks,relaxed_gate_checks
l1_fdf_lite_s004_g025_bm2,0.8961111111111111,0.07537993897332086,0.07131694963243272,4.810531934102377e-06,0.5875555555555555,56.6,139.86666666666667,0.07807928742302789,0.06148686218261719,0.06699792586432562,83.6,169.8,71.66666666666667,logistic,deployable_all,True,0.92,5,0.049589958383772115,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
l2_fdf_lite_s002_g025_bm2,0.8931111111111112,0.05426864751180013,0.05684195285373264,1.2681755754682752e-05,0.5787777777777777,39.46666666666667,132.13333333333333,0.05190340084499783,0.039008554882473415,0.042416905297173395,82.8,118.4,50.333333333333336,logistic,deployable_all,True,0.92,5,0.03612686807420519,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
l3_fdf_lite_s004_g015_bm2,0.8886666666666666,0.06540385988023546,0.06779296196831597,1.323544979095459e-05,0.5816666666666667,47.06666666666666,135.6,0.06254329448276096,0.04822238392300076,0.052555830001831054,91.6,141.2,59.333333333333336,logistic,deployable_all,True,0.93,5,0.0447335945447286,False,True,"{""coverage"": false, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
