candidate,outer_fold,selector_type,feature_group,risk_bin,count,risk_score_min,risk_score_max,predicted_severe_rate_proxy,observed_severe_rate,observed_strong_rate,observed_positive_rate,mean_dPSNR
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,3,180,0.5812974066592517,0.6423508703808529,0.6122371157922297,0.05,0.23333333333333334,0.6555555555555556,0.08123016357421875
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,4,180,0.6424518322540202,0.6921106591794655,0.6683627203513097,0.044444444444444446,0.18888888888888888,0.7222222222222222,0.09092700746324327
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,5,180,0.6922482282135413,0.7413169637480141,0.7151971246875578,0.08333333333333333,0.2611111111111111,0.6166666666666667,0.06278074052598741
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,6,180,0.7414257341055881,0.7960512064781256,0.7698125273444594,0.06666666666666667,0.24444444444444444,0.6277777777777778,0.08391010496351455
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,7,180,0.7965494866500966,0.8549077937899088,0.8248665894437792,0.1111111111111111,0.26666666666666666,0.6444444444444445,0.08190576765272352
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,8,180,0.8554494166281255,0.9349212743868731,0.8939898913679256,0.16666666666666666,0.3611111111111111,0.5888888888888889,0.04689991209242079
l2_fdf_lite_s002_g025_bm2,2,logistic,deployable_all,9,180,0.9371920487135642,1.55,1.0448079429269939,0.29444444444444445,0.5166666666666667,0.39444444444444443,-0.18770280943976508
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,0,180,0.15144754993827284,0.36451922750766586,0.3006997563834263,0.016666666666666666,0.2111111111111111,0.6833333333333333,0.052113204532199434
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,1,180,0.36487968203455545,0.4419525638160674,0.4073070243438385,0.016666666666666666,0.20555555555555555,0.6611111111111111,0.051639895968967016
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,2,180,0.4428198924994805,0.49814796621476853,0.4712871442115572,0.03888888888888889,0.2611111111111111,0.6166666666666667,0.05630306667751736
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,3,180,0.498267190554034,0.5555229651217196,0.5269761657709497,0.022222222222222223,0.25,0.6388888888888888,0.05320319069756402
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,4,180,0.5555359566645945,0.6078246244907477,0.5833488561284085,0.044444444444444446,0.23333333333333334,0.6277777777777778,0.05655686060587565
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,5,180,0.608181967405993,0.6626755399907688,0.6340671061764737,0.06666666666666667,0.2722222222222222,0.6111111111111112,0.0542067739698622
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,6,180,0.6629734423592836,0.7200247913000023,0.6924693881824067,0.09444444444444444,0.28888888888888886,0.6166666666666667,0.0662653817070855
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,7,180,0.7205721598981769,0.7923916591245915,0.7566905882608387,0.10555555555555556,0.3388888888888889,0.5388888888888889,0.03201350106133355
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,8,180,0.7931652927922367,0.8874914729765485,0.8365312699252954,0.1388888888888889,0.29444444444444445,0.6111111111111112,0.05959138870239258
l2_fdf_lite_s002_g025_bm2,3,logistic,deployable_all,9,180,0.88768574179055,1.211877259116106,0.9863747224257198,0.2,0.4888888888888889,0.42777777777777776,-0.02216625213623047
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,0,180,0.12880342994073374,0.3478158992599639,0.2826228037361367,0.044444444444444446,0.16666666666666666,0.7444444444444445,0.07198634677463107
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,1,180,0.3479234733661916,0.42191243066332457,0.3870214214612764,0.03888888888888889,0.17222222222222222,0.6944444444444444,0.08929226133558485
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,2,180,0.4225620183212606,0.4792313275275976,0.4504435410623097,0.07222222222222222,0.23333333333333334,0.6555555555555556,0.055867449442545576
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,3,180,0.47978678377383605,0.5411948970449091,0.5107960978821466,0.044444444444444446,0.20555555555555555,0.7222222222222222,0.07996958626641168
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,4,180,0.5412916271525994,0.5936935749797946,0.5646922298050452,0.06666666666666667,0.22777777777777777,0.6277777777777778,0.04500044716729058
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,5,180,0.5938343689086232,0.6412815786854117,0.6164438343575569,0.06111111111111111,0.22777777777777777,0.7222222222222222,0.0778702629937066
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,6,180,0.6421450426168734,0.6960009048742195,0.670322230858319,0.06666666666666667,0.2111111111111111,0.65,0.05415662129720052
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,7,180,0.6961964264843566,0.7650324854527313,0.7282285647345865,0.11666666666666667,0.3111111111111111,0.6,0.04973902172512478
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,8,180,0.7656695378310691,0.8587056639971037,0.8083891184046935,0.06666666666666667,0.3055555555555556,0.5777777777777777,0.045111931694878475
l2_fdf_lite_s002_g025_bm2,4,logistic,deployable_all,9,180,0.8589622421626096,1.231510872757081,0.9668440893326551,0.1111111111111111,0.3333333333333333,0.5722222222222222,0.03381401697794596
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,0,180,0.0738017556068793,0.3131911036019726,0.2416651725018193,0.022222222222222223,0.1,0.8111111111111111,0.12655738194783528
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,1,180,0.3133019597127105,0.39274159794859703,0.35519652425791964,0.13333333333333333,0.3055555555555556,0.6222222222222222,0.04304844538370768
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,2,180,0.3930617917375041,0.46350097837533943,0.4299963016293712,0.09444444444444444,0.25555555555555554,0.6277777777777778,0.061192459530300565
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,3,180,0.46377559101964644,0.5214453500378635,0.4926686618824733,0.08888888888888889,0.25,0.6388888888888888,0.05262809329562717
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,4,180,0.5217899450961592,0.5853830489409997,0.5521774042346508,0.1111111111111111,0.3,0.6222222222222222,0.05723558002048069
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,5,180,0.5855666319125037,0.6539338690099832,0.6197665031954741,0.1111111111111111,0.3111111111111111,0.6055555555555555,0.055337047576904295
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,6,180,0.6540713406415043,0.723879339001257,0.6906895475636803,0.08888888888888889,0.2777777777777778,0.6388888888888888,0.06040771272447374
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,7,180,0.7242247138286747,0.8152891713630463,0.7677462623383287,0.12777777777777777,0.2722222222222222,0.6222222222222222,0.05157876544528538
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,8,180,0.8153452311149894,0.937757295429728,0.8719657715909565,0.17222222222222222,0.38333333333333336,0.5611111111111111,0.03381037182278103
l3_fdf_lite_s004_g015_bm2,0,logistic,deployable_all,9,180,0.9377723574411949,1.3539414407515238,1.0676379250652883,0.19444444444444445,0.35,0.5833333333333334,0.035517120361328126
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,0,180,0.1878335015968266,0.38832434482062145,0.3317042596264829,0.05,0.15,0.7888888888888889,0.13546989228990342
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,1,180,0.38835180970540584,0.46228233337787994,0.4310455050626176,0.1111111111111111,0.26666666666666666,0.6555555555555556,0.056783601972791885
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,2,180,0.4623900947009715,0.5213049023196994,0.49307771915273946,0.03333333333333333,0.20555555555555555,0.6888888888888889,0.08215398788452148
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,3,180,0.5225310590792487,0.582099992212651,0.552159728044041,0.05,0.21666666666666667,0.6888888888888889,0.09370161692301432
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,4,180,0.5821762374372152,0.6356709636976368,0.6075470268450027,0.14444444444444443,0.25,0.6777777777777778,0.0822408570183648
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,5,180,0.6358815586604183,0.7001602963083073,0.6677643899172695,0.16111111111111112,0.2833333333333333,0.6555555555555556,0.0434951040479872
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,6,180,0.7007797250056765,0.7607740558780894,0.7311914698640709,0.1388888888888889,0.32222222222222224,0.5722222222222222,0.04924964904785156
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,7,180,0.7611603146482822,0.829490215121501,0.7945264457705903,0.12777777777777777,0.31666666666666665,0.5833333333333334,0.06699758105807835
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,8,180,0.829595436708489,0.9324959631276528,0.8740247528038744,0.18888888888888888,0.4,0.5166666666666667,0.024648549821641712
l3_fdf_lite_s004_g015_bm2,1,logistic,deployable_all,9,180,0.9325706598612354,1.2489138761835608,1.0415970856857704,0.2,0.43333333333333335,0.49444444444444446,0.028394603729248048
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,0,180,-0.03141782932776503,0.4661388099221882,0.3998918037052379,0.016666666666666666,0.1388888888888889,0.7222222222222222,0.09487343894110786
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,1,180,0.466431949537762,0.5449774018367285,0.5070401368033203,0.016666666666666666,0.16666666666666666,0.7388888888888889,0.09291249381171332
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,2,180,0.545084473385457,0.61130301666024,0.5792421679199726,0.05,0.22777777777777777,0.7,0.08892583847045898
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,3,180,0.6117357496496422,0.6705693255184166,0.640657625091327,0.07777777777777778,0.24444444444444444,0.6333333333333333,0.07582547929551867
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,4,180,0.6715881212085795,0.7205534324205579,0.6977650876101383,0.06666666666666667,0.2722222222222222,0.6222222222222222,0.08342131508721246
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,5,180,0.7205776100840524,0.7807803443393224,0.7511107040075039,0.06666666666666667,0.22777777777777777,0.6944444444444444,0.10012012057834202
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,6,180,0.7813259211311463,0.831981875052627,0.8054194457751992,0.06666666666666667,0.2222222222222222,0.6666666666666666,0.11577028698391384
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,7,180,0.8321325580686815,0.8888539271581274,0.8588442904010947,0.13333333333333333,0.2777777777777778,0.6611111111111111,0.08551052941216362
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,8,180,0.8890577729036614,0.9786578725544677,0.9290729682601063,0.20555555555555555,0.36666666666666664,0.5833333333333334,0.047136582268608944
l3_fdf_lite_s004_g015_bm2,2,logistic,deployable_all,9,180,0.9795355198390877,1.55,1.0749271017658546,0.3055555555555556,0.5166666666666667,0.40555555555555556,-0.19484923150804306
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,0,180,0.19396519012114194,0.4111999033964432,0.348724695298482,0.016666666666666666,0.16111111111111112,0.7388888888888889,0.07371216879950629
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,1,180,0.4112238010792699,0.48361204706987015,0.44887006829696147,0.03888888888888889,0.22777777777777777,0.6722222222222223,0.07218631108601888
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,2,180,0.4845661895598553,0.5472878332971403,0.5159102382569111,0.08333333333333333,0.2777777777777778,0.6055555555555555,0.05667000876532661
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,3,180,0.547289793459743,0.601665613320542,0.5753109546146374,0.022222222222222223,0.26666666666666666,0.6277777777777778,0.07562534544203016
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,4,180,0.6024087992702569,0.6614136842209715,0.6305238586619936,0.06111111111111111,0.26666666666666666,0.6,0.06336501439412436
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,5,180,0.6616608901042028,0.7104283681835432,0.687710388961425,0.1,0.26666666666666666,0.6444444444444445,0.07234336005316841
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,6,180,0.7104624495840284,0.7692025857409276,0.7398097310180063,0.06666666666666667,0.2388888888888889,0.6444444444444445,0.08235791524251303
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,7,180,0.7700926665321907,0.8386855967050484,0.8012925606249643,0.13333333333333333,0.3888888888888889,0.55,0.037218697865804035
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,8,180,0.8388455480926533,0.9310580658183347,0.8807456094149925,0.17222222222222222,0.37222222222222223,0.5777777777777777,0.05188216103447808
l3_fdf_lite_s004_g015_bm2,3,logistic,deployable_all,9,180,0.9327592671226492,1.2561421668130872,1.0365690961125082,0.23333333333333334,0.4888888888888889,0.43333333333333335,-0.015300146738688151
l3_fdf_lite_s004_g015_bm2,4,logistic,deployable_all,0,180,0.13628955791433725,0.35563447929526293,0.2922831932804199,0.03333333333333333,0.12222222222222222,0.7888888888888889,0.09558638466729058
l3_fdf_lite_s004_g015_bm2,4,logistic,deployable_all,1,180,0.3559969263791214,0.4263715868130404,0.39267521402582795,0.03333333333333333,0.21666666666666667,0.6666666666666666,0.08316237131754557
