checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-17.530052016099297,0,9,False,DIAGNOSTIC_ONLY,-1.1848131306966145,-0.7274375406901041,-1.7620241292317709,-0.0011371376117070516,0.15333333333333332,243.0,0.9333333333333333,-0.5924688275655111,-0.6568804677327474,-0.564342041015625,-0.001266321341196696,0.23666666666666666,206.0,0.6933333333333334
model_10,True,-26.219952771186833,0,9,False,DIAGNOSTIC_ONLY,-3.3393758710225425,-1.895099894205729,-4.892178039550782,-0.0034850533803304036,0.056666666666666664,281.0,1.0,-1.8261354319254557,-1.6902711486816406,-2.152926483154297,-0.0036696859200795492,0.12,261.0,0.88
model_15,True,-32.82507773431143,0,9,False,DIAGNOSTIC_ONLY,-5.3516772143046065,-3.2054671986897785,-7.238287200927735,-0.007331142822901408,0.013333333333333334,295.0,1.0,-3.2926155281066896,-2.8692469533284504,-3.960422134399414,-0.007494831085205078,0.06,282.0,0.9466666666666667
model_20,True,-38.303943679809564,0,9,False,DIAGNOSTIC_ONLY,-7.291812502543132,-4.354923248291016,-9.654663263956706,-0.011822509368260702,0.0033333333333333335,298.0,1.0,-4.603448289235433,-3.843598149617513,-5.621120402018229,-0.011632038354873657,0.02666666666666667,289.0,0.9733333333333334
Best,True,-6.040108617623647,1,9,False,DIAGNOSTIC_ONLY,-0.059605274200439456,-0.1543084462483724,-0.02036259969075521,-0.00010508080323537191,0.39,86.0,0.44,-0.11041863123575846,-0.145697504679362,-0.044719390869140625,-0.00015870531400044758,0.21666666666666667,85.0,0.56
Final,True,-38.30394350894292,0,9,False,DIAGNOSTIC_ONLY,-7.291812496185303,-4.354923248291016,-9.65466313680013,-0.011822506189346313,0.0033333333333333335,298.0,1.0,-4.60344830195109,-3.843598149617513,-5.6211204274495445,-0.011632036169370015,0.02666666666666667,289.0,0.9733333333333334
